setpoint[rad],position[rad],velocity[rad/s],current[mA],delta_t[ms],acceleration[rad/s^2]
3.54,3.26,7.24,43.04,2.53,nan
3.54,3.28,7.29,29.59,2.48,nan
3.48,3.30,7.31,34.97,2.51,nan
3.48,3.31,7.36,43.04,2.49,nan
3.40,3.33,7.39,34.97,2.48,nan
3.31,3.35,7.41,-570.28,2.52,nan
3.31,3.36,7.41,-2867.54,2.49,nan
3.31,3.37,7.39,-2577.02,2.50,nan
3.22,3.36,7.31,-1662.42,2.50,nan
3.22,3.35,7.12,-1043.72,2.51,nan
3.12,3.33,6.88,-664.43,2.49,nan
3.12,3.32,6.43,-425.02,2.50,nan
3.02,3.30,6.04,-271.69,2.49,nan
3.02,3.28,5.37,-190.99,2.50,nan
2.93,3.26,4.87,-142.57,2.49,nan
2.93,3.24,4.00,-96.84,2.51,nan
2.85,3.23,3.38,-72.63,2.49,nan
2.85,3.21,2.37,-69.94,2.51,nan
2.77,3.19,1.68,-56.49,2.50,nan
2.77,3.17,0.60,-45.73,2.50,nan
2.72,3.15,-0.12,-45.73,2.50,nan
2.72,3.13,-1.15,-51.11,2.50,nan
2.67,3.11,-1.80,-34.97,2.50,nan
2.67,3.09,-2.69,-37.66,2.51,nan
2.65,3.07,-3.21,-43.04,2.48,nan
2.65,3.06,-3.91,-37.66,2.50,nan
2.64,3.04,-4.32,-34.97,2.50,nan
2.64,3.02,-4.84,-43.04,2.50,nan
2.66,3.00,-5.13,-40.35,2.50,nan
2.66,2.98,-5.54,-32.28,2.50,nan
2.69,2.96,-5.78,-34.97,2.54,nan
2.69,2.94,-6.07,-43.04,2.46,nan
2.74,2.92,-6.26,-34.97,2.52,nan
2.74,2.90,-6.47,-34.97,2.48,nan
2.80,2.88,-6.59,-43.04,2.52,nan
2.80,2.86,-6.76,123.74,2.48,nan
2.88,2.84,-6.86,72.63,2.50,nan
2.88,2.83,-6.98,2959.00,2.50,nan
2.97,2.83,-7.03,2681.93,2.50,nan
2.97,2.83,-7.00,1729.67,2.50,nan
3.07,2.84,-6.91,1094.83,2.50,nan
3.07,2.86,-6.64,694.02,2.50,nan
3.16,2.87,-6.38,441.16,2.52,nan
3.16,2.89,-5.85,282.45,2.48,nan
3.26,2.91,-5.42,190.99,2.53,nan
3.26,2.93,-4.68,142.57,2.49,nan
3.36,2.95,-4.12,107.60,2.49,nan
3.44,2.97,-3.21,72.63,2.51,nan
3.44,2.98,-2.54,64.56,2.50,nan
3.44,3.01,-1.51,61.87,2.48,nan
3.52,3.02,-0.79,48.42,2.50,nan
3.52,3.04,0.29,37.66,2.49,nan
3.57,3.06,0.98,43.04,2.50,nan
3.57,3.08,1.97,43.04,2.50,nan
3.64,3.10,2.54,29.59,2.49,nan
3.64,3.12,3.33,37.66,2.50,nan
3.64,3.14,3.81,45.73,2.50,nan
3.64,3.16,4.41,32.28,2.50,nan
3.64,3.18,4.77,32.28,2.50,nan
3.63,3.20,5.23,43.04,2.50,nan
3.63,3.22,5.49,37.66,2.50,nan
3.63,3.23,5.83,32.28,2.50,nan
3.63,3.25,6.04,37.66,2.50,nan
3.63,3.27,6.28,40.35,2.50,nan
3.62,3.29,6.43,29.59,2.50,nan
3.62,3.31,6.62,37.66,2.50,nan
3.62,3.33,6.74,40.35,2.50,nan
3.62,3.35,6.86,29.59,2.50,nan
3.61,3.37,6.95,34.97,2.50,nan
3.60,3.39,7.05,43.04,2.50,nan
3.60,3.41,7.10,34.97,2.54,nan
3.60,3.43,7.17,29.59,2.47,nan
3.58,3.45,7.22,37.66,2.50,nan
3.57,3.47,7.27,34.97,2.50,nan
3.57,3.48,7.29,29.59,2.50,nan
3.56,3.50,7.34,34.97,2.50,nan
3.56,3.52,7.36,-341.63,2.50,nan
3.54,3.54,7.39,-712.85,2.50,nan
3.54,3.55,7.39,-1681.25,2.50,nan
3.53,3.56,7.36,-1423.01,2.50,nan
3.53,3.56,7.31,-1670.49,2.50,nan
3.53,3.55,7.15,-925.36,2.50,nan
3.51,3.55,6.95,-298.59,2.51,nan
3.51,3.54,6.59,-551.45,2.49,nan
3.49,3.53,6.31,-32.28,2.50,nan
3.47,3.52,5.78,-338.94,2.49,nan
3.47,3.51,5.37,-511.10,2.51,nan
3.47,3.50,4.70,86.08,2.51,nan
3.45,3.48,4.22,521.86,2.49,nan
3.45,3.47,3.43,-107.60,2.49,nan
3.43,3.46,2.88,328.18,2.52,nan
3.43,3.45,2.01,-295.90,2.49,nan
3.41,3.45,1.46,164.09,2.50,nan
3.41,3.43,0.67,-330.87,2.50,nan
3.38,3.42,0.17,207.13,2.49,nan
3.38,3.41,-0.48,-381.98,2.50,nan
3.36,3.40,-0.86,193.68,2.50,nan
3.33,3.39,-1.39,-336.25,2.54,nan
3.33,3.38,-1.70,-613.32,2.46,nan
3.33,3.36,-2.13,-69.94,2.50,nan
3.31,3.35,-2.37,478.82,2.49,nan
3.28,3.34,-2.71,-193.68,2.50,nan
3.28,3.32,-2.90,-508.41,2.50,nan
3.28,3.31,-3.17,37.66,2.51,nan
3.25,3.30,-3.33,583.73,2.50,nan
3.25,3.28,-3.55,-201.75,2.48,nan
3.22,3.27,-3.69,301.28,2.56,nan
3.22,3.26,-3.88,-352.39,2.45,nan
3.20,3.25,-4.03,161.40,2.50,nan
3.20,3.24,-4.17,-414.26,2.54,nan
3.17,3.22,-4.27,118.36,2.47,nan
3.14,3.21,-4.41,-368.53,2.49,nan
3.14,3.19,-4.48,-468.06,2.51,nan
3.14,3.18,-4.60,-112.98,2.49,nan
3.11,3.16,-4.68,513.79,2.52,nan
3.11,3.15,-4.77,-169.47,2.49,nan
3.08,3.13,-4.84,306.66,2.53,nan
3.08,3.12,-4.92,-312.04,2.49,nan
3.05,3.11,-4.96,201.75,2.51,nan
3.05,3.09,-5.04,-341.63,2.48,nan
3.03,3.08,-5.08,166.78,2.50,nan
3.03,3.06,-5.16,-309.35,2.50,nan
3.00,3.05,-5.20,201.75,2.50,nan
3.00,3.04,-5.28,-271.69,2.50,nan
2.97,3.02,-5.32,298.59,3.24,nan
2.94,3.01,-5.37,-158.71,1.79,nan
2.94,2.99,-5.40,-435.78,2.45,nan
2.94,2.98,-5.42,-67.25,2.50,nan
2.91,2.96,-5.44,532.62,2.51,nan
2.89,2.95,-5.49,-61.87,2.53,nan
2.89,2.93,-5.52,-371.22,2.46,nan
2.89,2.92,-5.54,169.47,2.49,nan
2.86,2.91,-5.56,656.36,2.51,nan
2.84,2.89,-5.59,-45.73,2.48,nan
2.84,2.88,-5.59,-462.68,2.50,nan
2.84,2.86,-5.61,126.43,2.50,nan
2.81,2.85,-5.61,607.94,2.50,nan
2.79,2.84,-5.61,-121.05,2.50,nan
2.79,2.83,-5.59,-411.57,2.50,nan
2.79,2.82,-5.56,174.85,2.49,nan
2.77,2.81,-5.54,629.46,2.50,nan
2.77,2.79,-5.47,-64.56,2.50,nan
2.75,2.78,-5.42,341.63,2.52,nan
2.73,2.78,-5.35,-242.10,2.48,nan
2.73,2.77,-5.28,-486.89,2.50,nan
2.73,2.75,-5.16,112.98,2.50,nan
2.72,2.74,-5.08,527.24,2.52,nan
2.72,2.74,-4.99,34.97,2.50,nan
2.70,2.73,-4.92,365.84,2.50,nan
2.70,2.72,-4.80,-67.25,2.50,nan
2.69,2.71,-4.72,271.69,2.51,nan
2.69,2.70,-4.58,-134.50,2.49,nan
2.68,2.70,-4.48,204.44,2.50,nan
2.68,2.69,-4.34,-110.29,2.51,nan
2.66,2.68,-4.24,185.61,2.49,nan
2.66,2.68,-4.10,-64.56,2.50,nan
2.66,2.67,-4.00,212.51,2.50,nan
2.66,2.67,-3.86,59.18,2.50,nan
2.65,2.66,-3.76,252.86,2.50,nan
2.65,2.66,-3.62,13.45,2.50,nan
2.64,2.65,-3.50,204.44,2.50,nan
2.64,2.65,-3.33,67.25,2.49,nan
2.64,2.65,-3.24,169.47,2.50,nan
2.64,2.64,-3.05,180.23,2.51,nan
2.64,2.64,-2.95,212.51,2.54,nan
2.64,2.64,-2.76,115.67,2.45,nan
2.64,2.64,-2.64,99.53,2.52,nan
2.64,2.64,-2.47,156.02,2.47,nan
2.65,2.64,-2.33,91.46,2.52,nan
2.65,2.64,-2.13,147.95,2.49,nan
2.65,2.64,-1.99,102.22,2.51,nan
2.65,2.64,-1.80,242.10,2.49,nan
2.66,2.65,-1.65,86.08,2.50,nan
2.66,2.65,-1.44,217.89,2.52,nan
2.67,2.65,-1.29,10.76,2.50,nan
2.67,2.66,-1.06,234.03,2.48,nan
2.68,2.66,-0.91,2.69,2.50,nan
2.68,2.66,-0.67,271.69,2.49,nan
2.69,2.67,-0.53,-34.97,2.50,nan
2.69,2.68,-0.29,325.49,2.50,nan
2.71,2.68,-0.14,5.38,2.51,nan
2.71,2.69,0.07,390.05,2.49,nan
2.73,2.70,0.24,-37.66,2.50,nan
2.73,2.70,0.46,408.88,2.50,nan
2.75,2.71,0.62,-88.77,2.49,nan
2.75,2.72,0.86,433.09,2.51,nan
2.77,2.73,1.03,-115.67,2.50,nan
2.79,2.74,1.27,336.25,2.50,nan
2.79,2.75,1.41,661.74,2.49,nan
2.79,2.76,1.65,32.28,2.51,nan
2.81,2.78,1.82,-468.06,2.51,nan
2.81,2.79,2.09,156.02,2.49,nan
2.84,2.80,2.25,-260.93,2.49,nan
2.84,2.81,2.49,398.12,2.52,nan
2.87,2.82,2.66,-94.15,2.49,nan
2.87,2.83,2.88,470.75,2.51,nan
2.90,2.85,3.02,-48.42,2.48,nan
2.90,2.86,3.24,443.85,2.51,nan
2.93,2.87,3.36,-86.08,2.49,nan
2.93,2.89,3.55,403.50,2.50,nan
2.96,2.90,3.69,-45.73,2.51,nan
2.96,2.91,3.88,357.77,2.55,nan
2.99,2.93,3.98,-8.07,2.47,nan
2.99,2.95,4.15,306.66,2.47,nan
3.03,2.96,4.27,-34.97,2.53,nan
3.03,2.98,4.41,258.24,2.48,nan
3.06,2.99,4.53,-102.22,2.51,nan
3.06,3.01,4.70,220.58,2.48,nan
3.09,3.03,4.82,-80.70,2.50,nan
3.09,3.04,4.99,196.37,2.49,nan
3.13,3.06,5.11,0.00,2.50,nan
3.13,3.08,5.25,185.61,2.50,nan
3.16,3.09,5.37,0.00,2.50,nan
3.16,3.11,5.52,166.78,2.50,nan
3.20,3.13,5.61,16.14,2.56,nan
3.23,3.14,5.73,126.43,2.44,nan
3.23,3.16,5.83,182.92,2.50,nan
3.23,3.18,5.95,145.26,2.49,nan
3.27,3.20,6.02,-164.09,2.50,nan
3.27,3.22,6.14,67.25,2.50,nan
3.30,3.23,6.21,-75.32,2.50,nan
3.30,3.25,6.31,110.29,2.50,nan
3.33,3.27,6.35,-131.81,2.50,nan
3.33,3.28,6.43,139.88,2.50,nan
3.37,3.30,6.47,-88.77,2.50,nan
3.37,3.32,6.55,156.02,2.50,nan
3.40,3.33,6.57,-182.92,2.50,nan
3.40,3.35,6.62,164.09,2.50,nan
3.43,3.37,6.64,-193.68,2.51,nan
3.43,3.38,6.67,164.09,2.50,nan
3.46,3.40,6.67,-250.17,2.50,nan
3.46,3.42,6.67,207.13,2.49,nan
3.48,3.43,6.64,-266.31,2.52,nan
3.48,3.45,6.62,199.06,2.48,nan
3.51,3.46,6.59,-274.38,2.50,nan
3.51,3.47,6.57,212.51,2.50,nan
3.53,3.49,6.52,-325.49,2.50,nan
3.53,3.50,6.45,121.05,2.50,nan
3.55,3.51,6.40,-387.36,2.53,nan
3.55,3.53,6.33,139.88,2.48,nan
3.57,3.54,6.26,-344.32,2.50,nan
3.57,3.55,6.16,104.91,2.55,nan
3.59,3.56,6.07,-314.73,2.44,nan
3.59,3.57,5.95,-8.07,2.50,nan
3.61,3.58,5.85,-328.18,2.54,nan
3.62,3.59,5.71,-2.69,2.47,nan
3.62,3.60,5.59,199.06,2.50,nan
3.62,3.60,5.42,-204.44,2.50,nan
3.63,3.61,5.30,-492.27,2.51,nan
3.63,3.62,5.13,-201.75,2.48,nan
3.64,3.62,4.99,-333.56,2.50,nan
3.64,3.63,4.80,-72.63,2.49,nan
3.64,3.63,4.63,-215.20,2.49,nan
3.64,3.64,4.41,-29.59,2.51,nan
3.64,3.64,4.24,-145.26,2.49,nan
3.64,3.64,3.98,-145.26,2.51,nan
3.64,3.64,3.81,-153.33,2.52,nan
3.64,3.64,3.55,-169.47,2.48,nan
3.64,3.64,3.36,-177.54,2.50,nan
3.64,3.64,3.09,-199.06,2.50,nan
3.63,3.64,2.90,-99.53,2.50,nan
3.63,3.64,2.59,-301.28,2.50,nan
3.62,3.64,2.40,-96.84,2.54,nan
3.62,3.63,2.09,-301.28,2.46,nan
3.61,3.63,1.87,-43.04,2.52,nan
3.61,3.62,1.56,-336.25,2.53,nan
3.59,3.62,1.37,-16.14,2.44,nan
3.59,3.61,1.06,-390.05,2.50,nan
3.57,3.61,0.84,-21.52,2.51,nan
3.57,3.60,0.53,-371.22,2.49,nan
3.55,3.59,0.34,51.11,2.53,nan
3.55,3.58,0.00,-411.57,2.46,nan
3.53,3.57,-0.19,104.91,2.53,nan
3.53,3.56,-0.50,-446.54,2.47,nan
3.51,3.55,-0.72,102.22,2.51,nan
3.51,3.54,-1.03,-465.37,2.50,nan
3.48,3.53,-1.25,37.66,2.49,nan
3.48,3.52,-1.56,-446.54,2.56,nan
3.45,3.50,-1.77,129.12,2.45,nan
3.45,3.49,-2.09,-443.85,2.49,nan
3.42,3.48,-2.28,45.73,2.56,nan
3.42,3.46,-2.59,-368.53,2.43,nan
3.38,3.45,-2.78,32.28,2.50,nan
3.38,3.43,-3.09,-306.66,2.50,nan
3.35,3.42,-3.29,43.04,2.50,nan
3.35,3.40,-3.55,-263.62,2.53,nan
3.31,3.38,-3.74,0.00,2.48,nan
3.27,3.37,-4.00,-215.20,2.50,nan
3.27,3.35,-4.20,-260.93,2.48,nan
3.27,3.33,-4.44,-180.23,2.53,nan
3.23,3.31,-4.60,32.28,2.48,nan
3.23,3.30,-4.84,-83.39,2.56,nan
3.19,3.28,-4.99,-96.84,2.44,nan
3.19,3.26,-5.23,-88.77,2.51,nan
3.15,3.24,-5.37,-80.70,2.48,nan
3.15,3.22,-5.56,-86.08,2.50,nan
3.11,3.20,-5.71,-96.84,2.54,nan
3.11,3.18,-5.90,-59.18,2.46,nan
3.07,3.17,-6.00,-67.25,2.53,nan
3.07,3.15,-6.16,-67.25,2.47,nan
3.03,3.13,-6.28,-56.49,2.50,nan
3.03,3.11,-6.43,-43.04,2.50,nan
3.00,3.09,-6.52,-48.42,2.49,nan
2.96,3.07,-6.64,-51.11,2.50,nan
2.96,3.05,-6.74,-34.97,2.50,nan
2.96,3.03,-6.83,-40.35,2.50,nan
2.92,3.01,-6.91,-45.73,2.50,nan
2.92,3.00,-7.00,-37.66,2.50,nan
2.88,2.97,-7.05,-34.97,2.50,nan
2.88,2.96,-7.15,-43.04,2.54,nan
2.85,2.94,-7.17,-40.35,2.47,nan
2.85,2.92,-7.24,-32.28,2.49,nan
2.82,2.90,-7.29,-24.21,2.50,nan
2.82,2.88,-7.34,-32.28,2.52,nan
2.79,2.86,-7.36,78.01,2.49,nan
2.79,2.84,-7.41,-21.52,2.50,nan
2.76,2.82,-7.43,188.30,2.56,nan
2.73,2.81,-7.43,-37.66,2.45,nan
2.73,2.79,-7.46,-137.19,2.50,nan
2.73,2.77,-7.46,137.19,2.50,nan
2.71,2.75,-7.46,737.06,2.50,nan
2.71,2.74,-7.43,225.96,2.49,nan
2.69,2.72,-7.41,645.60,2.50,nan
2.69,2.71,-7.34,78.01,2.52,nan
2.68,2.70,-7.27,465.37,2.49,nan
2.68,2.70,-7.15,34.97,2.51,nan
2.66,2.69,-7.05,352.39,2.49,nan
2.66,2.68,-6.83,5.38,2.49,nan
2.65,2.67,-6.69,293.21,2.50,nan
2.65,2.66,-6.45,56.49,2.53,nan
2.64,2.66,-6.26,250.17,2.70,nan
2.64,2.65,-5.97,164.09,2.31,nan
2.64,2.65,-5.76,295.90,2.49,nan
2.64,2.64,-5.42,239.41,2.49,nan
2.64,2.64,-5.18,303.97,2.52,nan
2.64,2.64,-4.82,277.07,2.48,nan
2.65,2.64,-4.56,239.41,2.55,nan
2.65,2.64,-4.20,269.00,2.50,nan
2.65,2.64,-3.93,441.16,2.45,nan
2.65,2.64,-3.55,190.99,2.49,nan
2.67,2.65,-3.29,-34.97,2.60,nan
2.67,2.65,-2.90,333.56,2.40,nan
2.68,2.66,-2.64,37.66,2.49,nan
2.68,2.66,-2.25,395.43,2.56,nan
2.70,2.67,-1.97,53.80,2.46,nan
2.72,2.67,-1.58,540.69,2.49,nan
2.72,2.68,-1.29,828.52,2.50,nan
2.72,2.70,-0.89,231.34,2.47,nan
2.75,2.71,-0.60,-309.35,2.52,nan
2.75,2.72,-0.19,328.18,2.53,nan
2.77,2.73,0.07,-199.06,2.54,nan
2.80,2.74,0.50,494.96,2.44,nan
2.80,2.75,0.79,626.77,2.49,nan
2.80,2.77,1.20,269.00,2.52,nan
2.84,2.78,1.46,-360.46,2.47,nan
2.84,2.79,1.87,328.18,2.50,nan
2.87,2.81,2.13,-64.56,2.52,nan
2.91,2.82,2.52,357.77,2.50,nan
2.91,2.84,2.78,403.50,2.52,nan
2.91,2.86,3.17,282.45,2.47,nan
2.95,2.87,3.41,-45.73,2.49,nan
2.95,2.89,3.74,118.36,2.49,nan
2.99,2.91,3.96,72.63,2.50,nan
3.04,2.93,4.29,123.74,2.52,nan
3.04,2.95,4.51,147.95,2.51,nan
3.04,2.97,4.80,102.22,2.48,nan
3.08,2.98,4.99,83.39,2.49,nan
3.08,3.01,5.25,75.32,2.50,nan
3.12,3.02,5.42,56.49,2.50,nan
3.12,3.04,5.66,45.73,2.52,nan
3.17,3.06,5.83,48.42,2.50,nan
3.17,3.08,6.04,48.42,2.49,nan
3.22,3.10,6.19,32.28,2.49,nan
3.22,3.12,6.38,37.66,2.50,nan
3.26,3.14,6.47,43.04,2.50,nan
3.26,3.16,6.64,37.66,2.50,nan
3.30,3.18,6.71,29.59,2.52,nan
3.34,3.20,6.86,43.04,2.62,nan
3.34,3.21,6.93,34.97,2.36,nan
3.38,3.23,7.03,29.59,2.49,nan
3.38,3.25,7.07,37.66,2.50,nan
3.38,3.27,7.17,43.04,2.52,nan
3.42,3.29,7.19,29.59,2.48,nan
3.46,3.31,7.27,34.97,2.51,nan
3.46,3.33,7.29,40.35,2.50,nan
3.46,3.35,7.34,34.97,2.49,nan
3.49,3.37,7.36,32.28,2.51,nan
3.49,3.39,7.39,40.35,2.50,nan
3.53,3.41,7.41,37.66,2.50,nan
3.53,3.43,7.43,29.59,2.53,nan
3.55,3.45,7.43,37.66,2.49,nan
3.55,3.46,7.46,40.35,2.52,nan
3.58,3.48,7.46,29.59,2.47,nan
3.58,3.50,7.48,34.97,2.49,nan
3.60,3.52,7.48,43.04,2.50,nan
3.60,3.54,7.48,32.28,2.51,nan
3.62,3.56,7.51,-185.61,2.49,nan
3.62,3.58,7.51,-115.67,2.50,nan
