setpoint[rad],position[rad],velocity[rad/s],acceleration[rad/s^2],current[mA],delta_t [ms]
3.71,2.73,-3.21,nan,78.01,2.52
3.71,2.75,-2.25,nan,59.18,2.82
3.71,2.77,-1.56,nan,48.42,2.17
3.71,2.78,-0.84,nan,45.73,2.51
3.71,2.81,0.22,nan,29.59,2.56
3.71,2.82,0.91,nan,32.28,2.40
3.71,2.84,1.89,nan,34.97,2.50
3.71,2.86,2.47,nan,21.52,2.52
3.71,2.88,3.29,nan,26.90,2.51
1.87,2.90,3.76,nan,29.59,2.47
1.87,2.92,4.39,nan,-2889.06,2.51
1.87,2.92,4.72,nan,-2757.25,2.50
1.87,2.92,5.11,nan,-1839.96,2.52
1.87,2.91,5.25,nan,-1180.91,2.49
1.87,2.89,5.28,nan,-777.41,2.49
1.87,2.88,5.20,nan,-500.34,2.51
1.87,2.86,4.92,nan,-328.18,2.52
1.87,2.84,4.63,nan,-228.65,2.51
1.87,2.82,4.05,nan,-161.40,2.85
1.87,2.80,3.36,nan,-110.29,2.43
1.87,2.79,2.83,nan,-88.77,2.19
1.87,2.76,1.94,nan,-80.70,2.57
1.87,2.74,1.29,nan,-61.87,2.38
1.87,2.73,0.62,nan,-51.11,2.54
1.87,2.71,-0.41,nan,-48.42,2.51
1.87,2.69,-1.08,nan,-56.49,2.49
1.87,2.67,-2.04,nan,-43.04,2.48
1.87,2.65,-2.61,nan,-34.97,2.51
1.87,2.62,-3.62,nan,-34.97,3.20
3.71,2.61,-3.86,nan,-40.35,1.81
3.71,2.60,-4.46,nan,2894.44,2.49
3.71,2.59,-4.80,nan,2719.59,2.50
3.71,2.60,-5.25,nan,1517.16,3.21
3.71,2.62,-5.35,nan,817.76,3.83
3.71,2.63,-5.35,nan,677.88,0.97
3.71,2.64,-5.25,nan,489.58,2.03
3.71,2.65,-4.96,nan,317.42,2.45
3.71,2.67,-4.65,nan,204.44,2.49
3.71,2.69,-4.08,nan,147.95,2.52
3.71,2.71,-3.62,nan,110.29,2.46
3.71,2.73,-2.85,nan,80.70,2.51
3.71,2.75,-2.25,nan,56.49,2.49
3.71,2.76,-1.29,nan,51.11,2.50
3.71,2.78,-0.62,nan,48.42,2.50
3.71,2.80,0.38,nan,29.59,2.50
3.71,2.82,1.08,nan,29.59,2.50
3.71,2.84,2.01,nan,34.97,2.58
3.71,2.86,2.59,nan,26.90,2.44
3.71,2.88,3.38,nan,24.21,2.53
3.87,2.90,3.84,nan,32.28,2.48
3.87,2.92,4.46,nan,24.21,2.58
3.87,2.94,4.82,nan,21.52,2.42
3.87,2.96,5.28,nan,29.59,2.49
3.87,2.98,5.54,nan,24.21,2.50
3.87,3.00,5.90,nan,18.83,2.49
3.87,3.02,6.09,nan,26.90,2.50
3.87,3.04,6.35,nan,29.59,2.50
3.87,3.06,6.50,nan,16.14,2.50
3.87,3.08,6.69,nan,26.90,2.49
3.87,3.09,6.79,nan,32.28,2.50
3.87,3.11,6.93,nan,24.21,2.52
3.87,3.13,7.00,nan,21.52,2.46
3.87,3.15,7.10,nan,26.90,2.52
3.87,3.17,7.17,nan,24.21,2.51
3.87,3.19,7.24,nan,16.14,2.51
3.87,3.21,7.29,nan,29.59,2.48
3.87,3.23,7.34,nan,21.52,2.52
3.87,3.25,7.36,nan,18.83,2.52
3.87,3.28,7.41,nan,18.83,3.44
3.01,3.29,7.43,nan,16.14,1.80
3.01,3.30,7.46,nan,-2461.35,2.21
3.01,3.31,7.46,nan,-2924.03,2.48
3.01,3.31,7.39,nan,-2030.95,2.49
3.01,3.30,7.29,nan,-1310.03,2.55
3.01,3.28,7.03,nan,-852.73,2.47
3.01,3.26,6.59,nan,-484.20,3.29
3.01,3.25,6.24,nan,-368.53,1.70
3.01,3.24,5.83,nan,-260.93,2.52
3.01,3.22,5.11,nan,-182.92,2.51
3.01,3.20,4.56,nan,-126.43,2.47
3.01,3.18,3.67,nan,-99.53,2.50
3.01,3.16,3.02,nan,-86.08,2.49
3.01,3.14,1.99,nan,-64.56,2.50
3.01,3.12,1.27,nan,-53.80,2.52
3.01,3.10,0.17,nan,-56.49,2.49
3.01,3.08,-0.53,nan,-51.11,2.50
3.01,3.07,-1.53,nan,-37.66,2.46
3.01,3.05,-2.16,nan,247.48,2.54
3.01,3.03,-2.97,nan,780.10,2.52
3.55,3.02,-3.48,nan,1113.66,2.50
3.55,3.01,-4.08,nan,2466.73,2.47
3.55,3.01,-4.41,nan,2073.99,2.52
3.55,3.02,-4.72,nan,1385.35,2.50
3.55,3.03,-4.82,nan,885.01,2.49
3.55,3.05,-4.77,nan,570.28,2.50
3.55,3.06,-4.65,nan,376.60,2.49
3.55,3.08,-4.29,nan,258.24,2.50
3.55,3.10,-3.98,nan,172.16,2.49
3.55,3.12,-3.36,nan,115.67,2.50
3.55,3.13,-2.88,nan,91.46,2.50
3.55,3.15,-2.06,nan,75.32,2.55
3.55,3.17,-1.46,nan,48.42,2.45
3.55,3.19,-0.50,nan,43.04,2.51
3.55,3.21,0.12,nan,45.73,2.49
3.55,3.23,1.10,nan,32.28,2.51
3.55,3.25,1.70,nan,26.90,2.51
3.55,3.27,2.57,nan,34.97,2.52
3.55,3.29,3.09,nan,29.59,2.48
3.55,3.31,4.00,nan,32.28,2.49
2.03,3.33,4.39,nan,32.28,2.85
2.03,3.34,4.72,nan,-2410.24,2.16
2.03,3.35,5.04,nan,-2953.62,2.49
2.03,3.34,5.37,nan,-2009.43,2.51
2.03,3.34,5.49,nan,-1312.72,2.49
2.03,3.32,5.49,nan,-847.35,2.49
2.03,3.31,5.42,nan,-559.52,2.51
2.03,3.29,5.13,nan,-371.22,2.51
2.03,3.28,4.82,nan,-247.48,2.50
2.03,3.26,4.27,nan,-169.47,2.49
2.03,3.24,3.84,nan,-126.43,2.49
2.03,3.22,3.07,nan,-107.60,2.55
2.03,3.20,2.49,nan,-75.32,2.46
2.03,3.18,1.56,nan,-64.56,2.49
2.03,3.16,0.89,nan,-61.87,2.52
2.03,3.14,-0.12,nan,-51.11,2.50
2.03,3.12,-0.82,nan,-37.66,2.46
2.03,3.10,-1.77,nan,-48.42,2.50
2.03,3.09,-2.35,nan,-43.04,2.49
2.03,3.07,-3.17,nan,-34.97,2.50
2.95,3.05,-3.62,nan,-37.66,2.50
2.95,3.03,-4.24,nan,2472.11,2.50
2.95,3.02,-4.60,nan,-379.29,2.51
2.95,3.01,-5.04,nan,-650.98,2.56
2.95,2.99,-5.28,nan,-392.74,2.44
2.95,2.98,-5.54,nan,231.34,2.49
2.95,2.96,-5.68,nan,734.37,2.51
2.95,2.95,-5.85,nan,949.57,2.52
2.95,2.94,-5.92,nan,963.02,2.48
2.95,2.94,-5.95,nan,844.66,2.53
2.95,2.94,-5.92,nan,610.63,2.46
2.95,2.94,-5.78,nan,387.36,2.54
2.95,2.94,-5.64,nan,180.23,2.48
2.95,2.94,-5.35,nan,59.18,2.51
2.95,2.95,-5.11,nan,-67.25,2.50
2.95,2.95,-4.70,nan,-107.60,2.48
2.95,2.95,-4.44,nan,-139.88,2.49
2.95,2.95,-4.00,nan,-112.98,2.52
2.95,2.95,-3.53,nan,-102.22,2.73
2.95,2.95,-3.21,nan,-78.01,2.33
1.96,2.95,-2.90,nan,-43.04,2.46
1.96,2.95,-2.42,nan,-1444.53,2.49
1.96,2.94,-2.13,nan,-1369.21,2.54
1.96,2.93,-1.80,nan,-936.12,2.46
1.96,2.91,-1.63,nan,-613.32,2.50
1.96,2.89,-1.49,nan,-411.57,2.48
1.96,2.88,-1.49,nan,-274.38,2.51
1.96,2.86,-1.56,nan,-188.30,2.49
1.96,2.84,-1.65,nan,-137.19,2.50
1.96,2.82,-1.92,nan,-110.29,2.51
1.96,2.80,-2.11,nan,-88.77,2.48
1.96,2.78,-2.49,nan,-59.18,2.53
1.96,2.76,-2.78,nan,-67.25,2.48
1.96,2.74,-3.24,nan,-56.49,2.51
1.96,2.73,-3.57,nan,-43.04,2.50
1.96,2.71,-4.08,nan,-43.04,2.50
1.96,2.69,-4.41,nan,-51.11,2.50
1.96,2.67,-4.89,nan,-34.97,2.50
1.96,2.65,-5.16,nan,-37.66,2.51
1.96,2.63,-5.56,nan,-48.42,2.48
2.70,2.61,-5.78,nan,-34.97,2.51
2.70,2.59,-6.07,nan,2897.13,2.49
2.70,2.59,-6.31,nan,2345.68,3.32
2.70,2.59,-6.38,nan,1810.37,1.67
2.70,2.61,-6.38,nan,1175.53,2.51
2.70,2.62,-6.24,nan,761.27,2.51
2.70,2.63,-6.04,nan,497.65,2.48
2.70,2.65,-5.61,nan,330.87,2.50
2.70,2.67,-5.25,nan,-158.71,2.49
2.70,2.68,-4.58,nan,-720.92,2.50
2.70,2.70,-4.08,nan,-989.92,2.52
2.70,2.70,-3.29,nan,-1051.79,2.49
2.70,2.71,-2.71,nan,-919.98,2.52
2.70,2.71,-1.87,nan,-672.50,2.50
2.70,2.71,-1.29,nan,-470.75,2.48
2.70,2.71,-0.50,nan,-244.79,2.49
2.70,2.71,-0.05,nan,-61.87,2.48
2.70,2.70,0.48,nan,45.73,2.54
2.70,2.70,0.77,nan,126.43,2.46
2.70,2.70,1.06,nan,156.02,2.52
3.24,2.70,1.18,nan,142.57,2.50
3.24,2.70,1.22,nan,1530.61,2.50
3.24,2.71,1.20,nan,1401.49,2.49
3.24,2.72,1.13,nan,928.05,2.51
3.24,2.73,1.08,nan,602.56,2.49
3.24,2.75,1.06,nan,398.12,2.50
3.24,2.77,1.08,nan,271.69,2.49
3.24,2.78,1.18,nan,185.61,2.53
3.24,2.81,1.29,nan,121.05,2.50
3.24,2.82,1.56,nan,94.15,2.50
3.24,2.84,1.80,nan,78.01,2.46
3.24,2.86,2.18,nan,56.49,2.51
3.24,2.88,2.49,nan,40.35,2.48
3.24,2.90,2.97,nan,40.35,2.50
3.24,2.92,3.33,nan,40.35,2.56
3.24,2.94,3.86,nan,24.21,2.46
3.24,2.96,4.22,nan,29.59,2.49
3.24,2.98,4.72,nan,34.97,2.51
3.24,3.00,5.01,nan,24.21,2.52
3.24,3.02,5.42,nan,34.97,2.63
2.09,3.04,5.76,nan,26.90,2.35
2.09,3.05,5.97,nan,-2455.97,2.51
2.09,3.06,6.14,nan,-2910.58,2.48
2.09,3.06,6.31,nan,-1998.67,2.51
2.09,3.05,6.33,nan,-1312.72,2.50
2.09,3.03,6.21,nan,-844.66,2.49
2.09,3.02,6.04,nan,-556.83,2.50
2.09,3.00,5.66,nan,-373.91,2.49
2.09,2.98,5.30,nan,-258.24,2.50
2.09,2.97,4.68,nan,-174.85,2.50
2.09,2.95,4.17,nan,-131.81,2.49
2.09,2.93,3.33,nan,-107.60,2.51
2.09,2.91,2.73,nan,-86.08,2.53
2.09,2.89,1.75,nan,-64.56,2.50
2.09,2.87,1.06,nan,-56.49,2.48
2.09,2.85,0.00,nan,-56.49,2.49
2.09,2.83,-0.70,nan,-40.35,2.51
2.09,2.81,-1.70,nan,-37.66,2.50
2.09,2.79,-2.30,nan,-45.73,2.50
2.09,2.77,-3.12,nan,-40.35,2.57
3.44,2.75,-3.60,nan,-34.97,2.43
3.44,2.74,-4.24,nan,2862.16,2.51
3.44,2.73,-4.60,nan,2770.70,2.49
3.44,2.74,-5.01,nan,1861.48,2.51
3.44,2.76,-5.23,nan,820.45,4.34
3.44,2.76,-5.23,nan,696.71,1.16
3.44,2.78,-5.16,nan,489.58,2.00
3.44,2.79,-4.87,nan,328.18,2.47
3.44,2.81,-4.58,nan,228.65,2.53
3.44,2.83,-4.03,nan,153.33,2.48
3.44,2.85,-3.60,nan,99.53,2.48
3.44,2.87,-2.83,nan,80.70,2.53
3.44,2.89,-2.25,nan,67.25,2.52
3.44,2.91,-1.29,nan,48.42,2.47
3.44,2.93,-0.62,nan,37.66,2.51
3.44,2.95,0.38,nan,40.35,2.49
3.44,2.96,1.06,nan,32.28,2.47
3.44,2.98,1.99,nan,24.21,2.63
3.44,3.01,2.59,nan,29.59,2.39
3.44,3.02,3.36,nan,32.28,2.65
3.65,3.04,3.81,nan,18.83,2.36
3.65,3.06,4.44,nan,29.59,2.77
3.65,3.08,4.77,nan,29.59,2.23
3.65,3.10,5.25,nan,18.83,2.49
3.65,3.12,5.52,nan,24.21,2.50
3.65,3.14,5.85,nan,29.59,2.49
3.65,3.16,6.04,nan,21.52,2.50
3.65,3.18,6.31,nan,18.83,2.53
3.65,3.20,6.45,nan,26.90,2.46
3.65,3.21,6.64,nan,24.21,2.51
3.65,3.23,6.74,nan,18.83,2.49
3.65,3.25,6.88,nan,26.90,2.52
3.65,3.27,6.95,nan,26.90,2.48
3.65,3.29,7.07,nan,16.14,2.50
3.65,3.31,7.12,nan,24.21,2.50
3.65,3.33,7.19,nan,29.59,2.55
3.65,3.35,7.24,nan,16.14,2.47
3.65,3.37,7.29,nan,24.21,2.50
3.65,3.39,7.34,nan,29.59,2.48
3.65,3.41,7.36,nan,18.83,2.52
2.60,3.43,7.41,nan,26.90,2.51
2.60,3.45,7.43,nan,-2415.62,2.49
2.60,3.45,7.43,nan,-2940.17,2.48
2.60,3.45,7.39,nan,-2020.19,2.51
2.60,3.44,7.29,nan,-1312.72,2.49
2.60,3.43,7.00,nan,-860.80,2.51
2.60,3.41,6.76,nan,-562.21,2.50
2.60,3.39,6.24,nan,-368.53,2.67
2.60,3.38,5.83,nan,-244.79,2.38
2.60,3.36,5.11,nan,-174.85,2.47
2.60,3.34,4.56,nan,-137.19,2.48
2.60,3.32,3.67,nan,-102.22,2.51
2.60,3.30,3.02,nan,-72.63,2.49
2.60,3.28,2.01,nan,-61.87,2.50
2.60,3.26,1.27,nan,-64.56,2.50
2.60,3.24,0.17,nan,-43.04,2.51
2.60,3.23,-0.53,nan,-43.04,2.49
2.60,3.21,-1.53,nan,-51.11,2.51
2.60,3.19,-2.13,nan,-37.66,2.48
2.60,3.17,-2.97,nan,-34.97,2.63
1.56,3.15,-3.48,nan,-43.04,2.40
1.56,3.13,-4.12,nan,-40.35,2.48
1.56,3.11,-4.51,nan,-29.59,2.50
1.56,3.09,-5.01,nan,-37.66,2.49
1.56,3.07,-5.30,nan,-43.04,2.51
1.56,3.05,-5.66,nan,-32.28,2.49
1.56,3.03,-5.90,nan,-37.66,2.56
1.56,3.01,-6.16,nan,-43.04,2.45
1.56,3.00,-6.33,nan,-32.28,2.49
1.56,2.97,-6.55,nan,-37.66,2.49
1.56,2.96,-6.67,nan,-45.73,2.50
1.56,2.94,-6.83,nan,-29.59,2.51
1.56,2.92,-6.91,nan,-34.97,2.48
1.56,2.90,-7.05,nan,-43.04,2.50
1.56,2.88,-7.10,nan,-40.35,2.52
1.56,2.86,-7.19,nan,-34.97,2.50
1.56,2.84,-7.24,nan,-40.35,2.49
1.56,2.82,-7.31,nan,-40.35,2.51
1.56,2.80,-7.36,nan,-32.28,2.48
1.56,2.77,-7.41,nan,-40.35,2.84
2.41,2.76,-7.43,nan,-37.66,2.15
2.41,2.74,-7.48,nan,478.82,2.52
2.41,2.73,-7.51,nan,-209.82,2.49
2.41,2.71,-7.51,nan,-209.82,2.51
2.41,2.69,-7.51,nan,-161.40,2.50
2.41,2.67,-7.51,nan,-118.36,2.49
2.41,2.65,-7.51,nan,-83.39,2.67
2.41,2.63,-7.48,nan,-69.94,2.33
2.41,2.61,-7.48,nan,-53.80,2.89
2.41,2.59,-7.48,nan,-45.73,2.13
2.41,2.57,-7.48,nan,-45.73,2.51
2.41,2.55,-7.48,nan,-48.42,2.49
2.41,2.53,-7.46,nan,-43.04,2.93
2.41,2.52,-7.46,nan,-37.66,2.05
2.41,2.50,-7.46,nan,-45.73,2.52
2.41,2.48,-7.46,nan,-43.04,2.49
2.41,2.46,-7.48,nan,-32.28,2.53
2.41,2.44,-7.51,nan,269.00,2.48
2.41,2.42,-7.51,nan,825.83,2.52
2.41,2.41,-7.51,nan,1137.87,2.71
3.53,2.40,-7.51,nan,1170.15,2.27
3.53,2.40,-7.43,nan,2135.86,2.50
3.53,2.40,-7.34,nan,1799.61,2.49
3.53,2.41,-7.10,nan,1194.36,2.50
3.53,2.42,-6.88,nan,774.72,2.51
3.53,2.44,-6.43,nan,503.03,2.54
3.53,2.46,-6.04,nan,336.25,2.44
3.53,2.47,-5.37,nan,228.65,2.51
3.53,2.49,-4.84,nan,150.64,2.52
3.53,2.51,-3.98,nan,104.91,2.50
3.53,2.53,-3.36,nan,83.39,2.48
3.53,2.55,-2.35,nan,67.25,2.54
3.53,2.57,-1.65,nan,43.04,2.48
3.53,2.59,-0.60,nan,40.35,2.51
3.53,2.61,0.10,nan,40.35,2.51
3.53,2.63,1.13,nan,29.59,2.46
3.53,2.65,1.77,nan,26.90,2.49
3.53,2.66,2.64,nan,32.28,2.67
3.53,2.68,3.19,nan,24.21,2.34
3.53,2.71,3.88,nan,26.90,2.87
1.99,2.72,4.32,nan,29.59,2.12
1.99,2.74,4.84,nan,-2899.82,2.57
1.99,2.74,5.16,nan,-2762.63,2.45
1.99,2.74,5.47,nan,-1858.79,2.51
1.99,2.73,5.56,nan,-1188.98,2.53
1.99,2.71,5.56,nan,-774.72,2.55
1.99,2.70,5.44,nan,-500.34,2.38
1.99,2.68,5.13,nan,-336.25,2.52
1.99,2.66,4.82,nan,-234.03,2.49
1.99,2.64,4.22,nan,-172.16,2.52
1.99,2.63,3.74,nan,-126.43,2.47
1.99,2.61,2.95,nan,-86.08,2.51
1.99,2.59,2.35,nan,-78.01,2.51
1.99,2.57,1.37,nan,-72.63,2.49
1.99,2.55,0.70,nan,-51.11,2.50
1.99,2.53,-0.34,nan,-45.73,2.50
1.99,2.51,-1.01,nan,-51.11,2.50
1.99,2.49,-1.97,nan,-37.66,2.91
1.99,2.47,-2.57,nan,-37.66,2.12
1.99,2.45,-3.36,nan,-43.04,2.89
3.95,2.43,-3.81,nan,-40.35,2.11
3.95,2.42,-4.44,nan,2867.54,2.51
3.95,2.41,-4.77,nan,2735.73,2.46
3.95,2.42,-5.16,nan,1818.44,2.51
3.95,2.43,-5.28,nan,1183.60,2.51
3.95,2.44,-5.32,nan,766.65,2.54
3.95,2.46,-5.23,nan,497.65,2.45
3.95,2.47,-4.94,nan,330.87,2.52
3.95,2.49,-4.65,nan,217.89,2.65
3.95,2.51,-4.10,nan,147.95,2.34
3.95,2.53,-3.65,nan,110.29,2.50
3.95,2.55,-2.88,nan,69.94,2.50
3.95,2.57,-2.28,nan,56.49,2.50
3.95,2.58,-1.34,nan,48.42,2.55
3.95,2.60,-0.65,nan,48.42,2.46
3.95,2.62,0.36,nan,34.97,2.48
3.95,2.64,1.03,nan,26.90,2.47
3.95,2.66,1.99,nan,34.97,2.55
3.95,2.68,2.57,nan,26.90,2.47
3.95,2.70,3.36,nan,21.52,2.50
4.04,2.72,3.81,nan,26.90,2.52
4.04,2.74,4.44,nan,29.59,2.55
4.04,2.76,4.80,nan,18.83,2.44
4.04,2.78,5.28,nan,24.21,2.48
4.04,2.80,5.54,nan,29.59,2.51
4.04,2.82,5.90,nan,18.83,2.56
4.04,2.84,6.09,nan,24.21,2.48
4.04,2.86,6.35,nan,26.90,2.47
4.04,2.88,6.52,nan,24.21,2.48
4.04,2.90,6.71,nan,21.52,2.54
4.04,2.92,6.81,nan,29.59,2.48
4.04,2.93,6.95,nan,24.21,2.51
4.04,2.95,7.05,nan,18.83,2.47
4.04,2.97,7.15,nan,26.90,2.56
4.04,2.99,7.22,nan,29.59,2.44
4.04,3.01,7.29,nan,18.83,2.53
4.04,3.03,7.34,nan,24.21,2.48
4.04,3.09,7.43,nan,16.14,2.56
3.17,3.09,7.46,nan,29.59,5.55
3.17,3.11,7.48,nan,-2676.55,2.58
3.17,3.12,7.48,nan,215.20,2.51
3.17,3.13,7.43,nan,513.79,2.49
3.17,3.14,7.39,nan,-80.70,2.54
3.17,3.15,7.29,nan,-508.41,2.47
3.17,3.16,7.22,nan,-750.51,2.50
3.17,3.17,7.05,nan,-790.86,2.51
3.17,3.17,6.86,nan,-672.50,2.54
3.17,3.18,6.67,nan,-532.62,2.46
3.17,3.17,6.47,nan,-373.91,2.50
3.17,3.17,5.97,nan,-102.22,3.74
3.17,3.17,5.83,nan,-51.11,1.24
3.17,3.17,5.37,nan,26.90,2.52
3.17,3.17,5.04,nan,78.01,2.49
3.17,3.17,4.51,nan,102.22,2.58
3.17,3.17,4.17,nan,69.94,2.42
3.17,3.17,3.67,nan,56.49,2.52
3.17,3.17,3.33,nan,24.21,2.49
3.17,3.17,2.69,nan,5.38,2.64
3.93,3.17,2.40,nan,8.07,3.18
3.93,3.17,2.11,nan,887.70,1.65
3.93,3.17,1.85,nan,1498.33,2.51
3.93,3.18,1.53,nan,1076.00,2.54
3.93,3.20,1.34,nan,581.04,3.02
3.93,3.22,1.25,nan,381.98,2.73
3.93,3.25,1.32,nan,199.06,3.84
3.93,3.25,1.32,nan,190.99,0.58
3.93,3.27,1.51,nan,142.57,2.54
3.93,3.29,1.68,nan,96.84,2.61
3.93,3.30,1.87,nan,75.32,2.15
3.93,3.33,2.23,nan,56.49,2.71
3.93,3.34,2.49,nan,48.42,2.24
3.93,3.36,2.95,nan,45.73,2.51
3.93,3.38,3.26,nan,29.59,2.57
3.93,3.40,3.79,nan,32.28,2.44
3.93,3.42,4.12,nan,32.28,2.47
3.93,3.44,4.60,nan,24.21,2.51
3.93,3.46,4.89,nan,24.21,2.53
3.93,3.48,5.30,nan,29.59,2.52
3.93,3.50,5.54,nan,24.21,2.45
3.93,3.52,5.88,nan,21.52,2.50
3.93,3.53,6.07,nan,29.59,2.50
3.93,3.55,6.31,nan,24.21,2.49
3.93,3.57,6.45,nan,18.83,2.53
3.93,3.59,6.64,nan,24.21,2.47
3.93,3.61,6.74,nan,26.90,2.50
3.93,3.63,6.88,nan,16.14,2.51
3.93,3.65,6.95,nan,24.21,2.53
3.93,3.67,7.07,nan,29.59,2.48
3.93,3.69,7.12,nan,18.83,2.48
3.93,3.71,7.22,nan,24.21,2.56
3.93,3.73,7.24,nan,29.59,2.44
3.93,3.75,7.31,nan,21.52,2.50
3.93,3.77,7.34,nan,21.52,2.50
3.93,3.79,7.39,nan,26.90,2.50
3.93,3.80,7.41,nan,21.52,2.54
3.93,3.82,7.43,nan,18.83,2.47
3.93,3.84,7.46,nan,26.90,2.49
3.93,3.86,7.48,nan,24.21,2.50
3.93,3.88,7.51,nan,16.14,2.53
3.93,3.90,7.51,nan,-303.97,2.47
3.93,3.92,7.53,nan,-817.76,2.59
3.93,3.93,7.51,nan,-1119.04,2.44
3.93,3.94,7.48,nan,-1159.39,2.53
3.93,3.94,7.41,nan,-1000.68,2.45
3.93,3.95,7.31,nan,-718.23,2.50
3.93,3.95,7.10,nan,-489.58,2.50
3.93,3.94,6.91,nan,-277.07,2.49
3.93,3.94,6.57,nan,-48.42,2.52
3.93,3.94,6.28,nan,64.56,2.49
3.93,3.94,5.83,nan,134.50,2.51
3.93,3.93,5.49,nan,147.95,2.48
3.93,3.93,4.94,nan,110.29,2.52
3.93,3.93,4.56,nan,123.74,2.52
3.93,3.93,3.96,nan,86.08,2.50
3.93,3.93,3.57,nan,51.11,2.48
3.93,3.93,3.00,nan,29.59,2.49
3.93,3.93,2.64,nan,-37.66,2.51
3.93,3.93,2.16,nan,-34.97,2.49
3.93,3.93,1.87,nan,-21.52,2.50
3.93,3.93,1.51,nan,-13.45,2.53
3.93,3.93,1.22,nan,-24.21,3.25
3.93,3.93,1.06,nan,-5.38,1.75
3.93,3.93,0.86,nan,-2.69,2.61
3.93,3.93,0.77,nan,-2.69,2.37
3.93,3.93,0.55,nan,-2.69,5.01
3.93,3.93,0.50,nan,-2.69,2.57
3.93,3.93,0.43,nan,-2.69,2.53
3.93,3.93,0.38,nan,-2.69,2.49
3.93,3.93,0.29,nan,-2.69,3.79
3.93,3.93,0.29,nan,-2.69,1.20
3.93,3.93,0.24,nan,-2.69,2.51
3.93,3.93,0.19,nan,-21.52,2.54
3.93,3.93,0.17,nan,-2.69,2.45
3.93,3.93,0.14,nan,0.00,2.48
3.93,3.93,0.12,nan,0.00,2.53
3.93,3.93,0.10,nan,0.00,2.50
3.93,3.93,0.10,nan,0.00,2.49
3.93,3.93,0.07,nan,0.00,2.49
3.93,3.93,0.05,nan,0.00,2.54
3.93,3.93,0.05,nan,0.00,2.47
3.93,3.93,0.05,nan,0.00,2.49
3.93,3.93,0.02,nan,0.00,2.50
3.93,3.93,0.02,nan,0.00,2.50
3.93,3.93,0.02,nan,0.00,2.50
3.93,3.93,0.02,nan,-16.14,2.51
3.93,3.93,0.00,nan,-2.69,2.50
3.93,3.93,0.00,nan,0.00,2.56
3.93,3.93,0.00,nan,0.00,2.48
3.93,3.93,0.00,nan,0.00,2.50
3.93,3.93,0.00,nan,0.00,2.48
3.93,3.93,0.00,nan,0.00,2.48
3.93,3.93,0.00,nan,0.00,2.51
3.93,3.93,0.00,nan,0.00,2.50
3.93,3.93,0.00,nan,0.00,2.48
3.93,3.93,0.00,nan,0.00,2.50
3.93,3.93,0.00,nan,0.00,2.51
3.93,3.93,0.00,nan,0.00,2.53
3.93,3.93,0.00,nan,0.00,2.49
3.93,3.93,0.00,nan,0.00,2.50
3.93,3.93,0.00,nan,0.00,2.49
3.93,3.93,0.00,nan,0.00,2.50
3.93,3.93,0.00,nan,0.00,2.54
3.93,3.93,0.00,nan,0.00,2.46
3.93,3.93,0.00,nan,0.00,2.50
