setpoint[rad],position[rad],velocity[rad/s],current[mA],delta_t[ms],acceleration[rad/s^2]
4.32,3.32,2.25,86.08,2.50,nan
4.32,3.33,2.49,67.25,2.50,nan
4.32,3.35,2.69,61.87,2.50,nan
4.32,3.37,3.07,53.80,2.50,nan
4.32,3.39,3.33,37.66,2.51,nan
4.32,3.41,3.79,45.73,2.50,nan
4.32,3.43,4.12,45.73,2.51,nan
4.32,3.45,4.58,37.66,2.50,nan
4.32,3.47,4.87,34.97,2.53,nan
4.32,3.49,5.28,43.04,2.45,nan
4.32,3.51,5.49,34.97,2.51,nan
4.32,3.53,5.83,29.59,2.50,nan
4.32,3.55,6.00,34.97,2.53,nan
4.32,3.56,6.24,40.35,2.46,nan
4.32,3.58,6.38,29.59,2.50,nan
4.32,3.60,6.57,34.97,2.50,nan
4.32,3.62,6.67,40.35,2.54,nan
4.32,3.64,6.81,32.28,2.51,nan
4.32,3.66,6.91,32.28,2.48,nan
4.32,3.68,7.00,40.35,2.49,nan
4.32,3.70,7.05,34.97,2.55,nan
4.32,3.72,7.15,32.28,2.46,nan
4.32,3.74,7.19,37.66,2.48,nan
4.32,3.76,7.24,43.04,2.64,nan
4.32,3.78,7.29,26.90,2.42,nan
4.32,3.80,7.34,29.59,2.44,nan
4.32,3.82,7.36,40.35,2.50,nan
4.32,3.83,7.39,32.28,2.50,nan
4.32,3.85,7.41,29.59,2.50,nan
4.32,3.87,7.43,40.35,2.54,nan
4.32,3.89,7.46,32.28,2.46,nan
4.32,3.91,7.48,26.90,2.49,nan
4.32,3.93,7.48,37.66,2.50,nan
4.32,3.95,7.51,40.35,2.49,nan
4.32,3.97,7.51,24.21,2.50,nan
3.13,3.99,7.53,34.97,2.51,nan
3.13,4.01,7.53,-3004.73,2.50,nan
3.13,4.01,7.51,-2856.78,2.48,nan
3.13,4.00,7.43,-1869.55,2.49,nan
3.13,3.99,7.24,-1156.70,2.49,nan
3.13,3.98,7.05,-734.37,2.50,nan
3.13,3.96,6.62,-468.06,2.50,nan
3.13,3.94,6.24,-314.73,2.56,nan
3.13,3.93,5.56,-212.51,2.44,nan
3.13,3.91,5.06,-139.88,2.50,nan
3.13,3.89,4.22,-104.91,2.50,nan
3.13,3.87,3.60,-94.15,2.50,nan
3.13,3.85,2.61,-75.32,2.50,nan
3.13,3.83,1.92,-59.18,2.56,nan
3.13,3.81,0.82,-53.80,2.44,nan
3.13,3.80,0.07,-59.18,2.52,nan
3.13,3.77,-0.98,-43.04,2.48,nan
3.13,3.76,-1.63,-45.73,2.50,nan
3.13,3.74,-2.54,-51.11,2.50,nan
3.13,3.72,-3.07,-43.04,2.53,nan
3.13,3.70,-3.79,-37.66,2.46,nan
3.13,3.68,-4.20,-48.42,2.54,nan
3.13,3.66,-4.75,-45.73,2.46,nan
3.13,3.64,-5.06,-37.66,2.50,nan
3.13,3.62,-5.47,-43.04,2.52,nan
3.13,3.60,-5.71,-51.11,2.48,nan
3.13,3.58,-6.02,-34.97,2.51,nan
3.13,3.56,-6.19,-40.35,2.54,nan
3.13,3.55,-6.43,-48.42,2.45,nan
3.13,3.53,-6.55,-40.35,2.50,nan
3.13,3.51,-6.71,-34.97,2.49,nan
3.13,3.49,-6.81,-45.73,2.50,nan
3.13,3.47,-6.95,-45.73,2.50,nan
3.13,3.45,-7.00,-37.66,2.56,nan
3.13,3.43,-7.10,-43.04,2.65,nan
3.13,3.41,-7.15,-48.42,2.34,nan
3.13,3.39,-7.22,-34.97,2.45,nan
3.13,3.37,-7.27,-37.66,2.50,nan
3.13,3.35,-7.29,-48.42,2.53,nan
3.13,3.33,-7.34,-40.35,2.52,nan
3.13,3.31,-7.36,-37.66,2.45,nan
3.13,3.29,-7.39,-45.73,2.50,nan
3.13,3.28,-7.41,-43.04,2.51,nan
3.13,3.26,-7.41,-37.66,2.52,nan
2.85,3.24,-7.43,-45.73,2.48,nan
2.85,3.22,-7.43,-43.04,2.56,nan
2.85,3.20,-7.46,-34.97,2.45,nan
2.85,3.18,-7.46,-40.35,2.55,nan
2.85,3.16,-7.48,-51.11,2.44,nan
2.85,3.14,-7.48,-40.35,2.52,nan
2.85,3.12,-7.48,-37.66,2.49,nan
2.85,3.10,-7.48,-45.73,2.50,nan
2.85,3.08,-7.51,-43.04,2.50,nan
2.85,3.06,-7.51,-37.66,2.50,nan
2.85,3.05,-7.51,-45.73,2.52,nan
2.85,3.03,-7.53,-48.42,2.51,nan
2.85,3.01,-7.53,-34.97,2.51,nan
2.85,2.99,-7.53,-40.35,2.47,nan
2.85,2.97,-7.53,-48.42,2.48,nan
2.85,2.95,-7.55,-34.97,2.50,nan
2.85,2.93,-7.55,-40.35,2.49,nan
2.85,2.91,-7.55,-48.42,2.56,nan
2.85,2.89,-7.55,220.58,2.46,nan
2.85,2.87,-7.55,766.65,2.49,nan
2.85,2.86,-7.55,1148.63,2.49,nan
2.85,2.85,-7.53,1162.08,2.53,nan
2.85,2.85,-7.46,968.40,2.47,nan
2.85,2.85,-7.36,712.85,2.51,nan
2.85,2.85,-7.15,435.78,2.54,nan
2.85,2.85,-6.98,223.27,2.47,nan
2.85,2.85,-6.62,53.80,2.49,nan
2.85,2.85,-6.35,-67.25,2.49,nan
2.85,2.85,-5.90,-118.36,2.49,nan
2.85,2.85,-5.56,-156.02,2.56,nan
2.85,2.86,-5.01,-115.67,2.44,nan
2.85,2.86,-4.63,-80.70,2.55,nan
2.85,2.86,-4.05,-64.56,2.45,nan
2.85,2.85,-3.65,-34.97,2.50,nan
2.85,2.85,-3.07,5.38,2.51,nan
2.85,2.85,-2.71,10.76,2.50,nan
2.85,2.85,-2.23,21.52,2.49,nan
2.85,2.85,-1.94,10.76,2.50,nan
2.85,2.85,-1.58,2.69,2.56,nan
2.85,2.85,-1.37,0.00,2.45,nan
2.85,2.85,-1.10,0.00,2.49,nan
2.85,2.85,-0.98,0.00,2.50,nan
2.85,2.85,-0.82,0.00,2.50,nan
2.85,2.85,-0.72,0.00,2.50,nan
2.92,2.85,-0.60,32.28,2.50,nan
2.92,2.86,-0.53,1525.23,2.50,nan
2.92,2.86,-0.43,1377.28,2.50,nan
2.92,2.88,-0.36,788.17,2.50,nan
2.92,2.89,-0.19,5.38,2.54,nan
2.92,2.90,-0.05,-500.34,2.45,nan
2.92,2.91,0.17,-734.37,2.55,nan
2.92,2.92,0.34,-807.00,2.47,nan
2.92,2.92,0.60,-715.54,2.49,nan
2.92,2.93,0.77,-564.90,2.53,nan
2.92,2.93,0.98,-352.39,2.47,nan
2.92,2.93,1.13,-204.44,2.52,nan
2.92,2.92,1.29,-94.15,2.51,nan
2.92,2.92,1.39,72.63,2.49,nan
2.92,2.92,1.49,78.01,2.50,nan
2.92,2.92,1.53,99.53,2.50,nan
2.92,2.92,1.53,72.63,2.52,nan
2.92,2.92,1.51,40.35,2.49,nan
2.92,2.92,1.39,61.87,2.49,nan
2.92,2.92,1.29,34.97,2.51,nan
2.92,2.92,1.10,0.00,2.49,nan
2.92,2.92,0.98,-21.52,2.53,nan
2.92,2.92,0.79,-13.45,2.48,nan
2.92,2.92,0.67,-8.07,2.53,nan
2.92,2.92,0.53,-2.69,2.44,nan
2.92,2.92,0.46,-2.69,2.56,nan
2.92,2.92,0.36,0.00,2.44,nan
2.92,2.92,0.31,0.00,2.50,nan
2.92,2.92,0.24,0.00,2.50,nan
2.92,2.92,0.22,0.00,2.50,nan
2.92,2.92,0.17,0.00,2.52,nan
2.92,2.92,0.17,0.00,2.48,nan
2.92,2.92,0.14,0.00,2.49,nan
2.92,2.92,0.12,0.00,2.51,nan
2.92,2.92,0.10,0.00,2.53,nan
2.92,2.92,0.10,0.00,2.46,nan
2.92,2.92,0.07,0.00,2.56,nan
2.92,2.92,0.07,0.00,2.45,nan
2.92,2.92,0.05,0.00,2.50,nan
2.92,2.92,0.05,0.00,2.54,nan
2.92,2.92,0.02,0.00,2.47,nan
2.92,2.92,0.02,0.00,2.56,nan
2.92,2.92,0.02,0.00,2.44,nan
2.92,2.92,0.02,0.00,2.51,nan
2.71,2.92,0.00,0.00,2.49,nan
2.71,2.92,0.00,-1525.23,2.50,nan
2.71,2.91,0.00,-1412.25,2.50,nan
2.71,2.90,-0.02,-925.36,2.51,nan
2.71,2.88,-0.12,-594.49,2.57,nan
2.71,2.87,-0.22,-392.74,2.52,nan
2.71,2.85,-0.46,-258.24,2.42,nan
2.71,2.83,-0.62,-169.47,2.53,nan
2.71,2.81,-0.96,-126.43,2.44,nan
2.71,2.79,-1.22,-107.60,2.52,nan
2.71,2.77,-1.63,-86.08,2.49,nan
2.71,2.76,-1.94,10.76,2.51,nan
2.71,2.74,-2.45,548.76,2.50,nan
2.71,2.72,-2.78,1022.20,2.54,nan
2.71,2.71,-3.31,1188.98,2.64,nan
2.71,2.71,-3.62,1076.00,2.30,nan
2.71,2.70,-4.03,812.38,2.54,nan
2.71,2.70,-4.24,578.35,2.47,nan
2.71,2.70,-4.46,325.49,2.48,nan
2.71,2.71,-4.51,96.84,2.50,nan
2.71,2.71,-4.48,-2.69,2.50,nan
2.71,2.71,-4.41,-115.67,2.50,nan
2.71,2.71,-4.20,-121.05,2.50,nan
2.71,2.71,-4.00,-145.26,2.50,nan
2.71,2.71,-3.65,-102.22,2.50,nan
2.71,2.71,-3.38,-80.70,2.50,nan
2.71,2.71,-2.95,-40.35,2.50,nan
2.71,2.71,-2.64,8.07,2.51,nan
2.71,2.71,-2.21,13.45,2.49,nan
2.71,2.71,-1.94,24.21,2.53,nan
2.71,2.71,-1.58,10.76,2.47,nan
2.71,2.71,-1.37,2.69,2.50,nan
2.71,2.71,-1.10,0.00,2.50,nan
2.71,2.71,-0.96,0.00,2.50,nan
2.71,2.71,-0.77,0.00,2.50,nan
2.71,2.71,-0.67,2.69,2.50,nan
2.71,2.71,-0.55,0.00,2.50,nan
2.71,2.71,-0.50,0.00,2.50,nan
2.71,2.71,-0.41,0.00,2.51,nan
2.71,2.71,-0.36,0.00,2.50,nan
2.71,2.71,-0.31,0.00,2.49,nan
2.71,2.71,-0.29,0.00,2.55,nan
2.71,2.71,-0.24,10.76,2.45,nan
2.71,2.71,-0.19,0.00,2.51,nan
2.01,2.71,-0.17,0.00,2.49,nan
2.01,2.71,-0.14,-1535.99,2.52,nan
2.01,2.70,-0.14,-1412.25,2.47,nan
2.01,2.69,-0.17,-925.36,2.50,nan
2.01,2.68,-0.24,-594.49,2.50,nan
2.01,2.66,-0.34,-395.43,2.54,nan
2.01,2.64,-0.55,-258.24,2.45,nan
2.01,2.62,-0.72,-172.16,2.50,nan
2.01,2.61,-1.03,-126.43,2.51,nan
2.01,2.58,-1.29,-104.91,2.50,nan
2.01,2.57,-1.70,-86.08,2.49,nan
2.01,2.55,-2.01,-64.56,2.56,nan
2.01,2.53,-2.49,-61.87,2.45,nan
2.01,2.51,-2.85,-59.18,2.51,nan
2.01,2.49,-3.38,-43.04,2.47,nan
2.01,2.47,-3.76,-45.73,2.50,nan
2.01,2.45,-4.29,-53.80,2.50,nan
2.01,2.43,-4.60,-43.04,2.53,nan
2.01,2.41,-5.06,-40.35,2.47,nan
2.01,2.40,-5.35,-51.11,2.50,nan
2.01,2.38,-5.71,-48.42,2.50,nan
2.01,2.36,-5.90,-40.35,2.50,nan
2.01,2.34,-6.19,-45.73,2.50,nan
2.01,2.32,-6.35,-48.42,2.50,nan
2.01,2.30,-6.57,-37.66,2.50,nan
2.01,2.28,-6.69,-40.35,2.51,nan
2.01,2.26,-6.86,-48.42,2.50,nan
2.01,2.24,-6.93,-40.35,2.49,nan
2.01,2.22,-7.07,-37.66,2.50,nan
2.01,2.20,-7.12,-48.42,2.50,nan
2.01,2.18,-7.22,-45.73,2.50,nan
2.01,2.16,-7.27,-34.97,2.50,nan
2.01,2.14,-7.34,-43.04,2.50,nan
2.01,2.12,-7.39,-51.11,2.50,nan
2.01,2.11,-7.46,-37.66,2.51,nan
2.01,2.09,-7.48,-37.66,2.50,nan
2.01,2.07,-7.53,-51.11,2.48,nan
2.01,2.05,-7.53,201.75,2.50,nan
2.01,2.03,-7.58,798.93,2.50,nan
2.01,2.02,-7.58,1137.87,2.50,nan
2.01,2.01,-7.58,1167.46,2.50,nan
2.01,2.00,-7.53,1027.58,2.50,nan
2.01,2.00,-7.41,734.37,2.50,nan
2.01,2.00,-7.27,451.92,2.50,nan
2.44,2.00,-7.00,196.37,2.50,nan
2.44,2.01,-6.76,1374.59,2.50,nan
2.44,2.02,-6.35,1237.40,2.51,nan
2.44,2.03,-6.00,812.38,2.54,nan
2.44,2.05,-5.40,519.17,2.48,nan
2.44,2.06,-4.94,330.87,2.48,nan
2.44,2.08,-4.15,215.20,2.54,nan
2.44,2.10,-3.57,153.33,2.47,nan
2.44,2.12,-2.64,118.36,2.50,nan
2.44,2.14,-2.01,83.39,2.50,nan
2.44,2.15,-1.03,59.18,2.50,nan
2.44,2.17,-0.38,56.49,2.51,nan
2.44,2.19,0.53,56.49,2.53,nan
2.44,2.21,1.13,37.66,2.46,nan
2.44,2.23,2.01,37.66,2.52,nan
2.44,2.25,2.54,43.04,2.48,nan
2.44,2.27,3.31,34.97,2.49,nan
2.44,2.29,3.76,29.59,2.50,nan
2.44,2.31,4.39,37.66,2.52,nan
2.44,2.33,4.75,34.97,2.50,nan
2.44,2.35,5.23,26.90,2.49,nan
2.44,2.37,5.49,37.66,2.49,nan
2.44,2.39,5.85,40.35,2.50,nan
2.44,2.41,6.07,-91.46,2.49,nan
2.44,2.42,6.33,-699.40,2.49,nan
2.44,2.44,6.47,-1067.93,2.50,nan
2.44,2.45,6.62,-1159.39,2.50,nan
2.44,2.45,6.69,-1051.79,2.50,nan
2.44,2.45,6.71,-812.38,2.50,nan
2.44,2.45,6.67,-529.93,2.53,nan
2.44,2.45,6.50,-295.90,2.50,nan
2.44,2.45,6.33,-72.63,2.49,nan
2.44,2.45,6.02,61.87,2.47,nan
2.44,2.45,5.76,121.05,2.50,nan
2.44,2.44,5.30,153.33,2.50,nan
2.44,2.44,4.96,110.29,2.50,nan
2.44,2.44,4.44,123.74,2.50,nan
2.44,2.44,4.08,64.56,2.50,nan
2.44,2.44,3.50,16.14,2.50,nan
2.44,2.44,3.14,5.38,2.50,nan
2.44,2.44,2.61,-5.38,2.50,nan
2.44,2.44,2.28,-18.83,2.56,nan
2.44,2.44,1.87,-13.45,2.46,nan
2.44,2.44,1.61,-8.07,2.51,nan
3.70,2.44,1.32,-2.69,2.47,nan
3.70,2.45,1.15,1517.16,2.55,nan
3.70,2.45,0.96,1396.11,2.45,nan
3.70,2.47,0.86,903.84,2.50,nan
3.70,2.48,0.84,570.28,2.50,nan
3.70,2.50,0.86,373.91,2.50,nan
3.70,2.51,0.98,255.55,2.50,nan
3.70,2.53,1.10,177.54,2.56,nan
3.70,2.55,1.37,115.67,2.44,nan
3.70,2.57,1.58,88.77,2.54,nan
3.70,2.59,1.97,75.32,2.47,nan
3.70,2.61,2.23,61.87,2.55,nan
3.70,2.63,2.69,45.73,2.50,nan
3.70,2.65,3.02,48.42,2.48,nan
3.70,2.66,3.55,51.11,2.46,nan
3.70,2.68,3.88,32.28,2.50,nan
3.70,2.70,4.41,37.66,2.55,nan
3.70,2.72,4.72,40.35,2.50,nan
3.70,2.74,5.16,34.97,2.45,nan
3.70,2.76,5.42,29.59,2.55,nan
3.70,2.78,5.76,37.66,2.45,nan
3.70,2.80,5.97,37.66,2.50,nan
3.70,2.82,6.24,26.90,2.50,nan
3.70,2.84,6.38,34.97,2.62,nan
3.70,2.86,6.57,40.35,2.44,nan
3.70,2.88,6.69,29.59,2.48,nan
3.70,2.89,6.83,32.28,2.45,nan
3.70,2.91,6.93,40.35,2.55,nan
3.70,2.93,7.05,34.97,2.45,nan
3.70,2.95,7.10,26.90,2.52,nan
3.70,2.97,7.19,37.66,2.48,nan
3.70,2.99,7.24,34.97,2.51,nan
3.70,3.01,7.29,26.90,2.50,nan
3.70,3.03,7.34,34.97,2.47,nan
3.70,3.05,7.39,40.35,2.54,nan
3.70,3.07,7.41,29.59,2.49,nan
3.70,3.09,7.43,34.97,2.50,nan
3.70,3.11,7.46,40.35,2.51,nan
3.70,3.12,7.48,32.28,2.50,nan
3.70,3.14,7.48,29.59,2.50,nan
3.70,3.16,7.51,37.66,2.49,nan
3.70,3.18,7.51,32.28,2.56,nan
3.70,3.20,7.53,26.90,2.47,nan
3.70,3.22,7.53,34.97,2.51,nan
3.92,3.24,7.53,37.66,2.45,nan
3.92,3.26,7.53,26.90,2.50,nan
3.92,3.28,7.53,32.28,2.50,nan
3.92,3.30,7.53,37.66,2.50,nan
3.92,3.32,7.53,32.28,2.51,nan
3.92,3.33,7.53,29.59,2.50,nan
3.92,3.35,7.53,37.66,2.49,nan
3.92,3.37,7.53,34.97,2.55,nan
3.92,3.39,7.53,26.90,2.47,nan
3.92,3.41,7.53,32.28,2.48,nan
3.92,3.43,7.53,37.66,2.50,nan
3.92,3.45,7.53,26.90,2.50,nan
3.92,3.47,7.53,29.59,2.50,nan
3.92,3.49,7.53,37.66,2.54,nan
3.92,3.51,7.53,32.28,2.45,nan
3.92,3.53,7.53,29.59,2.53,nan
3.92,3.55,7.53,37.66,2.47,nan
3.92,3.57,7.53,32.28,2.50,nan
3.92,3.59,7.53,29.59,2.51,nan
3.92,3.61,7.53,34.97,2.50,nan
3.92,3.62,7.53,37.66,2.52,nan
3.92,3.64,7.53,24.21,2.50,nan
3.92,3.66,7.53,32.28,2.48,nan
3.92,3.68,7.53,40.35,2.50,nan
3.92,3.70,7.53,32.28,2.54,nan
3.92,3.72,7.53,26.90,2.51,nan
3.92,3.74,7.53,37.66,2.45,nan
3.92,3.76,7.55,32.28,2.53,nan
3.92,3.78,7.55,26.90,2.51,nan
3.92,3.80,7.55,32.28,2.46,nan
3.92,3.82,7.55,37.66,2.50,nan
3.92,3.84,7.55,24.21,2.56,nan
3.92,3.85,7.55,32.28,2.44,nan
3.92,3.87,7.55,0.00,2.54,nan
3.92,3.89,7.55,-465.37,2.47,nan
3.92,3.91,7.55,-960.33,2.49,nan
3.92,3.92,7.53,-1159.39,2.49,nan
3.92,3.93,7.51,-1094.83,2.50,nan
3.92,3.93,7.39,-858.11,2.50,nan
3.92,3.93,7.29,-599.87,2.50,nan
3.92,3.93,7.03,-363.15,2.50,nan
3.92,3.93,6.83,-153.33,2.49,nan
3.92,3.93,6.45,-24.21,2.50,nan
3.92,3.92,6.16,72.63,2.50,nan
2.20,3.92,5.68,180.23,2.50,nan
2.20,3.92,5.35,-1404.18,2.54,nan
2.20,3.91,4.77,-1339.62,2.46,nan
2.20,3.90,4.36,-887.70,2.51,nan
2.20,3.89,3.67,-570.28,2.48,nan
2.20,3.87,3.17,-371.22,2.50,nan
2.20,3.85,2.40,-244.79,2.50,nan
2.20,3.83,1.87,-164.09,2.54,nan
2.20,3.81,1.08,-129.12,2.46,nan
2.20,3.80,0.55,-104.91,2.50,nan
2.20,3.78,-0.19,-75.32,2.50,nan
2.20,3.76,-0.70,-64.56,2.50,nan
2.20,3.74,-1.41,-64.56,2.50,nan
2.20,3.72,-1.89,-56.49,2.51,nan
2.20,3.70,-2.61,-45.73,2.52,nan
2.20,3.68,-3.07,-48.42,2.48,nan
2.20,3.66,-3.69,-51.11,2.50,nan
2.20,3.64,-4.10,-37.66,2.55,nan
2.20,3.62,-4.63,-43.04,2.44,nan
2.20,3.60,-4.94,-51.11,2.50,nan
2.20,3.58,-5.37,-40.35,2.53,nan
2.20,3.56,-5.61,-37.66,2.47,nan
2.20,3.55,-5.92,-45.73,2.49,nan
2.20,3.53,-6.12,-45.73,2.53,nan
2.20,3.51,-6.35,-37.66,2.47,nan
2.20,3.49,-6.50,-45.73,2.51,nan
2.20,3.47,-6.67,-48.42,2.50,nan
2.20,3.45,-6.76,-37.66,2.55,nan
2.20,3.43,-6.91,-40.35,2.44,nan
2.20,3.41,-6.98,-48.42,2.55,nan
2.20,3.39,-7.07,-37.66,2.46,nan
2.20,3.37,-7.12,-40.35,2.53,nan
2.20,3.35,-7.19,-48.42,2.49,nan
2.20,3.33,-7.22,-43.04,2.46,nan
2.20,3.31,-7.29,-34.97,2.50,nan
2.20,3.30,-7.31,-45.73,2.52,nan
2.20,3.28,-7.34,-45.73,2.50,nan
2.20,3.26,-7.36,-37.66,2.50,nan
2.20,3.24,-7.39,-40.35,2.50,nan
2.20,3.22,-7.41,-51.11,2.49,nan
2.20,3.20,-7.43,-37.66,2.51,nan
2.20,3.18,-7.43,-37.66,2.49,nan
2.20,3.16,-7.46,-45.73,2.51,nan
2.20,3.14,-7.46,-40.35,2.51,nan
2.45,3.12,-7.48,-34.97,2.52,nan
2.45,3.10,-7.48,-45.73,2.45,nan
2.45,3.08,-7.48,-43.04,2.49,nan
2.45,3.07,-7.51,-34.97,2.50,nan
2.45,3.05,-7.51,-40.35,2.50,nan
2.45,3.03,-7.51,-48.42,2.50,nan
2.45,3.01,-7.51,-37.66,2.50,nan
2.45,2.99,-7.53,-43.04,2.50,nan
2.45,2.97,-7.53,-51.11,2.50,nan
2.45,2.95,-7.53,-40.35,2.49,nan
2.45,2.93,-7.55,-40.35,2.50,nan
2.45,2.91,-7.55,-45.73,2.50,nan
2.45,2.89,-7.55,-45.73,2.50,nan
2.45,2.87,-7.55,-34.97,2.51,nan
2.45,2.85,-7.58,-43.04,2.48,nan
2.45,2.83,-7.58,-45.73,2.50,nan
2.45,2.82,-7.58,-32.28,2.50,nan
2.45,2.79,-7.58,-37.66,2.50,nan
2.45,2.77,-7.60,-48.42,2.50,nan
2.45,2.76,-7.60,-37.66,2.50,nan
2.45,2.74,-7.60,-40.35,2.50,nan
2.45,2.72,-7.60,-45.73,2.50,nan
2.45,2.70,-7.60,-43.04,2.50,nan
2.45,2.68,-7.60,-34.97,2.50,nan
2.45,2.66,-7.60,-45.73,2.50,nan
2.45,2.64,-7.60,-43.04,2.54,nan
2.45,2.62,-7.60,-34.97,2.49,nan
2.45,2.60,-7.60,-37.66,2.52,nan
2.45,2.58,-7.60,-48.42,2.45,nan
2.45,2.56,-7.60,-37.66,2.50,nan
2.45,2.55,-7.60,-37.66,2.50,nan
2.45,2.53,-7.60,-48.42,2.50,nan
2.45,2.51,-7.60,-37.66,2.54,nan
2.45,2.49,-7.60,255.55,2.47,nan
2.45,2.47,-7.60,841.97,2.52,nan
2.45,2.46,-7.60,1175.53,2.50,nan
2.45,2.45,-7.55,1178.22,2.49,nan
2.45,2.45,-7.51,1011.44,2.50,nan
2.45,2.45,-7.36,667.12,2.50,nan
2.45,2.45,-7.22,411.57,2.49,nan
2.45,2.45,-6.93,207.13,2.55,nan
2.45,2.45,-6.69,10.76,2.72,nan
2.45,2.45,-6.26,-78.01,2.22,nan
2.45,2.45,-5.95,-104.91,2.52,nan
4.25,2.45,-5.44,-139.88,2.48,nan
4.25,2.46,-5.08,1468.74,2.50,nan
4.25,2.47,-4.48,1318.10,2.50,nan
4.25,2.48,-4.05,858.11,2.49,nan
4.25,2.49,-3.36,548.76,2.50,nan
4.25,2.51,-2.88,349.70,2.50,nan
4.25,2.53,-2.11,236.72,2.50,nan
4.25,2.54,-1.58,169.47,2.52,nan
4.25,2.56,-0.84,121.05,2.50,nan
4.25,2.58,-0.34,80.70,2.54,nan
4.25,2.60,0.38,67.25,2.43,nan
4.25,2.62,0.84,64.56,2.52,nan
4.25,2.64,1.56,48.42,2.50,nan
4.25,2.66,2.01,40.35,2.51,nan
4.25,2.68,2.71,48.42,2.50,nan
4.25,2.70,3.17,40.35,2.52,nan
4.25,2.72,3.79,29.59,2.47,nan
4.25,2.73,4.17,34.97,2.55,nan
4.25,2.75,4.70,40.35,2.46,nan
4.25,2.77,5.01,29.59,2.49,nan
4.25,2.79,5.42,32.28,2.51,nan
4.25,2.81,5.66,40.35,2.50,nan
4.25,2.83,5.97,32.28,2.50,nan
4.25,2.85,6.16,26.90,2.49,nan
4.25,2.87,6.40,37.66,2.55,nan
4.25,2.89,6.55,34.97,2.49,nan
4.25,2.91,6.71,26.90,2.47,nan
4.25,2.93,6.81,34.97,2.47,nan
4.25,2.95,6.95,40.35,2.50,nan
4.25,2.97,7.03,24.21,2.50,nan
4.25,2.99,7.12,32.28,2.50,nan
