setpoint[rad],position[rad],velocity[rad/s],acceleration[rad/s^2],current[mA],delta_t [ms]
3.64,3.65,7.51,nan,-1105.59,2.57
3.64,3.65,7.43,nan,-903.84,2.40
3.47,3.65,7.27,nan,-661.74,2.54
3.47,3.65,7.10,nan,-1544.06,2.46
3.47,3.64,6.79,nan,-1318.10,2.51
3.47,3.63,6.50,nan,-895.77,2.50
3.47,3.61,6.00,nan,-591.80,2.50
3.47,3.60,5.56,nan,-390.05,2.49
3.47,3.58,4.87,nan,-263.62,2.50
3.47,3.56,4.34,nan,-190.99,2.54
3.47,3.54,3.45,nan,-142.57,2.46
3.47,3.53,2.83,nan,-94.15,2.55
3.47,3.51,1.85,nan,201.75,2.49
3.47,3.49,1.18,nan,761.27,2.45
3.47,3.48,0.19,nan,1086.76,2.54
3.47,3.47,-0.41,nan,1145.94,2.50
3.47,3.46,-1.25,nan,997.99,2.50
3.47,3.46,-1.75,nan,766.65,2.47
3.47,3.46,-2.37,nan,529.93,2.50
3.47,3.46,-2.69,nan,295.90,2.50
3.47,3.46,-3.00,nan,102.22,2.50
3.47,3.47,-3.14,nan,-51.11,2.50
3.02,3.47,-3.19,nan,-88.77,2.50
3.02,3.47,-3.17,nan,-1611.31,2.49
3.02,3.46,-3.02,nan,-1506.40,2.55
3.02,3.45,-2.90,nan,-1019.51,2.45
3.02,3.44,-2.69,nan,-675.19,2.50
3.02,3.42,-2.57,nan,-449.23,2.53
3.02,3.40,-2.42,nan,-298.59,2.51
3.02,3.38,-2.35,nan,-212.51,2.47
3.02,3.37,-2.35,nan,-156.02,2.49
3.02,3.35,-2.40,nan,-104.91,2.50
3.02,3.33,-2.54,nan,-83.39,2.50
3.02,3.31,-2.71,nan,-75.32,2.51
3.02,3.29,-3.02,nan,-56.49,2.57
3.02,3.27,-3.29,nan,-45.73,2.46
3.02,3.25,-3.72,nan,-51.11,2.46
3.02,3.23,-4.03,nan,-43.04,2.52
3.02,3.21,-4.51,nan,-34.97,2.50
3.02,3.19,-4.80,nan,-40.35,2.52
3.02,3.17,-5.20,nan,-37.66,2.50
2.68,3.15,-5.44,nan,-29.59,2.47
2.68,3.14,-5.80,nan,-34.97,2.52
2.68,3.12,-6.00,nan,-40.35,2.48
2.68,3.10,-6.26,nan,-26.90,2.50
2.68,3.08,-6.40,nan,-29.59,2.49
2.68,3.06,-6.59,nan,-40.35,2.52
2.68,3.04,-6.71,nan,-26.90,2.51
2.68,3.02,-6.86,nan,-29.59,2.49
2.68,3.00,-6.95,nan,-43.04,2.53
2.68,2.98,-7.07,nan,-29.59,2.51
2.68,2.96,-7.12,nan,-29.59,2.46
2.68,2.94,-7.22,nan,-37.66,2.50
2.68,2.92,-7.27,nan,-29.59,2.49
2.68,2.90,-7.34,nan,-26.90,2.54
2.68,2.88,-7.36,nan,-37.66,2.49
2.68,2.86,-7.43,nan,-34.97,2.46
2.68,2.84,-7.46,nan,-26.90,2.51
2.68,2.82,-7.48,nan,-37.66,2.49
2.68,2.81,-7.51,nan,-37.66,2.51
2.68,2.78,-7.55,nan,-26.90,2.55
2.68,2.76,-7.55,nan,-37.66,2.45
2.73,2.75,-7.58,nan,-37.66,2.50
2.73,2.73,-7.60,nan,1947.56,2.50
2.73,2.72,-7.60,nan,1587.10,2.77
2.73,2.72,-7.55,nan,1245.47,2.26
2.73,2.72,-7.46,nan,820.45,2.51
2.73,2.72,-7.31,nan,489.58,2.46
2.73,2.72,-7.05,nan,204.44,2.51
2.73,2.72,-6.81,nan,-13.45,2.50
2.73,2.73,-6.38,nan,-164.09,2.50
2.73,2.73,-6.07,nan,-196.37,2.50
2.73,2.73,-5.54,nan,-196.37,2.50
2.73,2.73,-5.18,nan,-180.23,2.50
2.73,2.73,-4.58,nan,-185.61,2.49
2.73,2.73,-4.17,nan,-99.53,2.51
2.73,2.73,-3.55,nan,-56.49,2.49
2.73,2.73,-3.14,nan,-32.28,2.51
2.73,2.73,-2.57,nan,51.11,2.49
2.73,2.73,-2.23,nan,34.97,2.53
2.73,2.73,-1.77,nan,18.83,2.47
2.73,2.73,-1.53,nan,21.52,2.50
3.15,2.73,-1.22,nan,2.69,2.54
3.15,2.73,-1.06,nan,1447.22,2.44
3.15,2.74,-0.84,nan,1382.66,2.49
3.15,2.75,-0.72,nan,933.43,2.50
3.15,2.77,-0.48,nan,613.32,2.50
3.15,2.78,-0.31,nan,408.88,2.53
3.15,2.80,-0.02,nan,279.76,2.52
3.15,2.82,0.19,nan,182.92,2.44
3.15,2.84,0.58,nan,126.43,2.53
3.15,2.85,0.86,nan,99.53,2.55
3.15,2.87,1.34,nan,75.32,2.48
3.15,2.89,1.68,nan,51.11,2.44
3.15,2.91,2.23,nan,48.42,2.53
3.15,2.93,2.59,nan,48.42,2.53
3.15,2.95,3.17,nan,29.59,2.51
3.15,2.97,3.55,nan,32.28,2.44
3.15,2.99,4.12,nan,34.97,2.50
3.15,3.01,4.46,nan,26.90,2.52
3.15,3.03,4.94,nan,24.21,2.50
3.15,3.05,5.23,nan,32.28,2.47
3.56,3.07,5.61,nan,24.21,2.54
3.56,3.09,5.83,nan,24.21,2.46
3.56,3.11,6.12,nan,32.28,2.53
3.56,3.12,6.28,nan,26.90,2.47
3.56,3.14,6.52,nan,18.83,2.53
3.56,3.16,6.64,nan,29.59,2.47
3.56,3.18,6.81,nan,24.21,2.53
3.56,3.20,6.91,nan,18.83,2.48
3.56,3.22,7.03,nan,26.90,2.50
3.56,3.24,7.10,nan,29.59,2.50
3.56,3.26,7.17,nan,18.83,2.50
3.56,3.28,7.24,nan,24.21,2.51
3.56,3.30,7.29,nan,29.59,2.49
3.56,3.32,7.34,nan,16.14,2.54
3.56,3.34,7.39,nan,24.21,2.45
3.56,3.36,7.41,nan,29.59,2.51
3.56,3.38,7.43,nan,21.52,2.51
3.56,3.40,7.46,nan,26.90,2.48
3.56,3.42,7.51,nan,29.59,2.52
3.56,3.44,7.51,nan,21.52,2.48
3.59,3.46,7.53,nan,21.52,2.50
3.59,3.48,7.55,nan,29.59,2.50
3.59,3.50,7.58,nan,24.21,2.50
3.59,3.51,7.58,nan,18.83,2.50
3.59,3.53,7.60,nan,32.28,2.54
3.59,3.55,7.60,nan,-129.12,2.46
3.59,3.57,7.60,nan,-704.78,2.54
3.59,3.59,7.60,nan,-1054.48,2.45
3.59,3.60,7.58,nan,-1159.39,2.50
3.59,3.60,7.53,nan,-1070.62,2.51
3.59,3.60,7.41,nan,-817.76,2.51
3.59,3.60,7.29,nan,-567.59,2.50
3.59,3.60,7.00,nan,-341.63,2.52
3.59,3.60,6.79,nan,-129.12,2.48
3.59,3.60,6.40,nan,13.45,2.48
3.59,3.60,6.09,nan,88.77,2.51
3.59,3.59,5.59,nan,150.64,2.53
3.59,3.59,5.23,nan,153.33,2.47
3.59,3.59,4.65,nan,129.12,2.49
3.59,3.59,4.27,nan,96.84,2.51
3.20,3.59,3.67,nan,61.87,2.49
3.20,3.59,3.26,nan,-1501.02,2.49
3.20,3.58,2.71,nan,-1414.94,2.54
3.20,3.57,2.33,nan,-979.16,2.48
3.20,3.56,1.80,nan,-650.98,2.50
3.20,3.54,1.44,nan,-430.40,2.49
3.20,3.53,0.89,nan,-282.45,2.51
3.20,3.51,0.53,nan,-196.37,2.48
3.20,3.49,0.00,nan,-147.95,2.50
3.20,3.47,-0.36,nan,-110.29,2.51
3.20,3.45,-0.91,nan,-78.01,2.53
3.20,3.43,-1.29,nan,-64.56,2.48
3.20,3.41,-1.87,nan,-64.56,2.50
3.20,3.39,-2.28,nan,-43.04,2.48
3.20,3.37,-2.90,nan,-40.35,2.49
3.20,3.35,-3.31,nan,-48.42,2.55
3.20,3.33,-3.91,nan,-37.66,2.49
3.20,3.31,-4.27,nan,-34.97,2.48
3.20,3.29,-4.77,nan,-40.35,2.54
2.75,3.28,-5.08,nan,-37.66,2.44
2.75,3.26,-5.47,nan,-26.90,2.50
2.75,3.24,-5.71,nan,-37.66,2.51
2.75,3.22,-6.02,nan,-37.66,2.54
2.75,3.20,-6.19,nan,-26.90,2.46
2.75,3.18,-6.43,nan,-37.66,2.48
2.75,3.16,-6.57,nan,-37.66,2.52
2.75,3.14,-6.74,nan,-29.59,2.48
2.75,3.12,-6.83,nan,-32.28,2.50
2.75,3.10,-6.98,nan,-40.35,2.53
2.75,3.08,-7.05,nan,-26.90,2.47
2.75,3.06,-7.15,nan,-32.28,2.54
2.75,3.04,-7.19,nan,-43.04,2.51
2.75,3.03,-7.27,nan,-29.59,2.45
2.75,3.01,-7.31,nan,-29.59,2.51
2.75,2.99,-7.36,nan,-40.35,2.50
2.75,2.97,-7.39,nan,-29.59,2.50
2.75,2.95,-7.43,nan,-29.59,2.55
2.75,2.93,-7.46,nan,-40.35,2.46
2.75,2.91,-7.51,nan,-32.28,2.48
2.75,2.89,-7.53,nan,-29.59,2.50
2.67,2.87,-7.55,nan,-37.66,2.50
2.67,2.85,-7.55,nan,-32.28,2.50
2.67,2.83,-7.58,nan,-26.90,2.50
2.67,2.81,-7.60,nan,-37.66,2.49
2.67,2.79,-7.63,nan,-34.97,2.50
2.67,2.77,-7.63,nan,-26.90,2.50
2.67,2.75,-7.65,nan,-34.97,2.51
2.67,2.73,-7.65,nan,-34.97,2.50
2.67,2.71,-7.65,nan,112.98,2.54
2.67,2.69,-7.67,nan,648.29,2.49
2.67,2.68,-7.67,nan,1059.86,2.46
2.67,2.67,-7.65,nan,1183.60,2.56
2.67,2.66,-7.58,nan,1084.07,2.46
2.67,2.66,-7.51,nan,828.52,2.48
2.67,2.66,-7.31,nan,570.28,2.50
2.67,2.66,-7.15,nan,352.39,2.50
2.67,2.66,-6.81,nan,129.12,2.50
2.67,2.67,-6.55,nan,-13.45,2.50
2.67,2.67,-6.09,nan,-99.53,2.50
3.04,2.67,-5.76,nan,-126.43,2.51
3.04,2.67,-5.20,nan,1318.10,2.50
3.04,2.68,-4.82,nan,1277.75,2.51
3.04,2.69,-4.17,nan,863.49,2.54
3.04,2.71,-3.69,nan,570.28,2.46
3.04,2.72,-2.95,nan,379.29,2.49
3.04,2.74,-2.42,nan,252.86,2.50
3.04,2.76,-1.63,nan,166.78,2.50
3.04,2.78,-1.10,nan,123.74,2.50
3.04,2.80,-0.31,nan,96.84,2.50
3.04,2.82,0.17,nan,67.25,2.53
3.04,2.84,0.91,nan,51.11,2.53
3.04,2.86,1.39,nan,51.11,2.44
3.04,2.87,2.11,nan,37.66,2.50
3.04,2.89,2.59,nan,29.59,2.50
3.04,2.91,3.26,nan,32.28,2.50
3.04,2.93,3.69,nan,32.28,2.58
3.04,2.95,4.27,nan,21.52,2.44
3.04,2.97,4.63,nan,29.59,2.47
3.04,2.99,5.08,nan,32.28,2.53
3.52,3.01,5.37,nan,-271.69,2.48
3.52,3.03,5.73,nan,2.69,2.53
3.52,3.05,5.95,nan,129.12,2.48
3.52,3.06,6.21,nan,107.60,2.52
3.52,3.08,6.35,nan,69.94,2.48
3.52,3.10,6.55,nan,59.18,2.50
3.52,3.12,6.67,nan,53.80,2.50
3.52,3.14,6.79,nan,40.35,2.50
3.52,3.16,6.88,nan,32.28,2.50
3.52,3.18,6.98,nan,37.66,2.50
3.52,3.20,7.05,nan,29.59,2.50
3.52,3.22,7.12,nan,24.21,2.52
3.52,3.24,7.15,nan,32.28,2.48
3.52,3.26,7.22,nan,26.90,2.52
3.52,3.28,7.24,nan,21.52,2.47
3.52,3.29,7.29,nan,29.59,2.50
3.52,3.31,7.31,nan,29.59,2.50
3.52,3.33,7.36,nan,16.14,2.53
3.52,3.35,7.39,nan,26.90,2.48
3.52,3.37,7.43,nan,29.59,2.50
3.52,3.39,7.46,nan,16.14,2.50
3.61,3.41,7.48,nan,24.21,2.54
3.61,3.43,7.51,nan,32.28,2.45
3.61,3.45,7.53,nan,18.83,2.56
3.61,3.47,7.53,nan,26.90,2.43
3.61,3.49,7.55,nan,29.59,2.52
3.61,3.51,7.58,nan,21.52,2.50
3.61,3.53,7.58,nan,21.52,2.52
3.61,3.55,7.60,nan,26.90,2.46
3.61,3.57,7.60,nan,-37.66,2.50
3.61,3.59,7.60,nan,-559.52,2.54
3.61,3.60,7.60,nan,-1027.58,2.45
3.61,3.62,7.60,nan,-1167.46,2.51
3.61,3.62,7.53,nan,-1119.04,2.51
3.61,3.62,7.46,nan,-890.39,2.50
3.61,3.62,7.29,nan,-613.32,2.49
3.61,3.62,7.12,nan,-398.12,2.52
3.61,3.62,6.81,nan,-150.64,2.53
3.61,3.62,6.55,nan,0.00,2.49
3.61,3.62,6.12,nan,86.08,2.50
3.61,3.61,5.78,nan,121.05,2.49
3.23,3.61,5.25,nan,145.26,2.52
3.23,3.61,4.87,nan,-1371.90,2.46
3.23,3.60,4.27,nan,-1350.38,2.53
3.23,3.59,3.84,nan,-919.98,2.46
3.23,3.58,3.14,nan,-613.32,2.50
3.23,3.56,2.66,nan,-411.57,2.50
3.23,3.54,1.92,nan,-274.38,2.83
3.23,3.52,1.41,nan,-182.92,2.21
3.23,3.51,0.70,nan,-134.50,2.47
3.23,3.49,0.22,nan,-107.60,2.54
3.23,3.47,-0.48,nan,-80.70,2.60
3.23,3.45,-0.94,nan,-59.18,2.35
3.23,3.43,-1.61,nan,-56.49,2.50
3.23,3.41,-2.06,nan,-51.11,2.49
3.23,3.39,-2.73,nan,-34.97,2.50
3.23,3.37,-3.17,nan,-37.66,2.55
3.23,3.35,-3.79,nan,-43.04,2.44
3.23,3.33,-4.17,nan,-26.90,2.51
3.23,3.31,-4.70,nan,-32.28,2.51
3.23,3.29,-5.01,nan,-43.04,2.49
2.75,3.27,-5.42,nan,83.39,2.52
2.75,3.26,-5.66,nan,-16.14,2.48
2.75,3.24,-5.97,nan,-78.01,2.51
2.75,3.22,-6.16,nan,-67.25,2.49
2.75,3.20,-6.38,nan,-48.42,2.52
2.75,3.18,-6.52,nan,-51.11,2.52
2.75,3.16,-6.69,nan,-48.42,2.50
2.75,3.14,-6.79,nan,-37.66,2.53
2.75,3.12,-6.93,nan,-37.66,2.50
2.75,3.10,-7.00,nan,-43.04,2.44
2.75,3.08,-7.10,nan,-29.59,2.50
2.75,3.06,-7.15,nan,-32.28,2.51
2.75,3.04,-7.22,nan,-43.04,2.55
2.75,3.03,-7.27,nan,-26.90,2.48
2.75,3.01,-7.31,nan,-29.59,2.49
2.75,2.98,-7.36,nan,-40.35,2.54
2.75,2.97,-7.41,nan,-29.59,2.49
2.75,2.95,-7.43,nan,-29.59,2.49
2.75,2.93,-7.46,nan,-40.35,2.47
2.75,2.91,-7.48,nan,-32.28,2.50
2.68,2.89,-7.51,nan,-26.90,2.58
2.68,2.87,-7.53,nan,-29.59,2.39
2.68,2.85,-7.55,nan,-34.97,2.50
2.68,2.83,-7.55,nan,-26.90,2.50
2.68,2.81,-7.58,nan,-37.66,2.51
2.68,2.79,-7.60,nan,-34.97,2.50
2.68,2.77,-7.60,nan,-26.90,2.54
2.68,2.75,-7.63,nan,-34.97,2.51
2.68,2.73,-7.63,nan,-29.59,2.44
2.68,2.71,-7.65,nan,419.64,2.50
2.68,2.70,-7.65,nan,906.53,2.50
2.68,2.68,-7.65,nan,1162.08,2.53
2.68,2.68,-7.60,nan,1154.01,2.47
2.68,2.67,-7.53,nan,1008.75,2.50
2.68,2.67,-7.39,nan,707.47,2.52
2.68,2.67,-7.24,nan,406.19,2.51
2.68,2.67,-6.93,nan,182.92,2.47
2.68,2.68,-6.69,nan,53.80,2.50
2.68,2.68,-6.26,nan,-75.32,2.55
2.68,2.68,-5.95,nan,-118.36,2.50
3.10,2.68,-5.42,nan,-177.54,2.46
3.10,2.68,-5.04,nan,1336.93,2.52
3.10,2.69,-4.44,nan,1296.58,2.51
3.10,2.71,-4.00,nan,868.87,2.47
3.10,2.72,-3.29,nan,570.28,2.50
3.10,2.74,-2.81,nan,381.98,2.51
3.10,2.75,-2.04,nan,263.62,2.51
3.10,2.77,-1.51,nan,174.85,2.49
3.10,2.79,-0.77,nan,118.36,2.47
3.10,2.81,-0.26,nan,94.15,2.52
3.10,2.83,0.43,nan,78.01,2.49
3.10,2.85,0.91,nan,48.42,2.51
3.10,2.87,1.61,nan,45.73,2.50
3.10,2.89,2.09,nan,43.04,2.56
3.10,2.91,2.76,nan,32.28,2.43
3.10,2.93,3.21,nan,26.90,2.50
3.10,2.95,3.84,nan,34.97,2.52
3.10,2.96,4.22,nan,29.59,2.49
3.10,2.98,4.75,nan,24.21,2.49
3.10,3.00,5.06,nan,29.59,2.50
3.56,3.02,5.47,nan,26.90,2.52
3.56,3.04,5.71,nan,18.83,2.48
3.56,3.06,6.02,nan,26.90,2.52
3.56,3.08,6.19,nan,29.59,2.47
3.56,3.10,6.43,nan,16.14,2.50
3.56,3.12,6.57,nan,26.90,2.51
3.56,3.14,6.74,nan,29.59,2.50
3.56,3.16,6.86,nan,16.14,2.50
3.56,3.18,6.98,nan,24.21,2.54
3.56,3.20,7.05,nan,29.59,2.50
3.56,3.22,7.15,nan,18.83,2.52
3.56,3.23,7.22,nan,24.21,2.46
3.56,3.25,7.27,nan,29.59,2.50
3.56,3.27,7.31,nan,18.83,2.47
3.56,3.29,7.36,nan,21.52,2.50
3.56,3.31,7.39,nan,29.59,2.50
3.56,3.33,7.43,nan,24.21,2.50
3.56,3.35,7.46,nan,18.83,2.49
3.56,3.37,7.48,nan,24.21,2.50
3.56,3.39,7.51,nan,24.21,2.51
3.57,3.41,7.53,nan,18.83,2.54
3.57,3.43,7.55,nan,26.90,2.48
3.57,3.45,7.55,nan,24.21,2.47
3.57,3.47,7.58,nan,18.83,2.50
3.57,3.49,7.58,nan,24.21,2.52
3.57,3.51,7.60,nan,26.90,2.50
3.57,3.53,7.60,nan,-72.63,2.49
3.57,3.55,7.60,nan,-613.32,2.50
3.57,3.56,7.60,nan,-1024.89,2.50
3.57,3.57,7.60,nan,-1207.81,2.50
3.57,3.58,7.53,nan,-1110.97,2.47
3.57,3.58,7.46,nan,-885.01,2.50
3.57,3.58,7.27,nan,-594.49,2.50
3.57,3.58,7.10,nan,-384.67,2.54
3.57,3.58,6.79,nan,-147.95,2.46
3.57,3.57,6.52,nan,-24.21,2.51
3.57,3.57,6.07,nan,83.39,2.52
3.57,3.57,5.73,nan,174.85,2.50
3.57,3.57,5.20,nan,150.64,2.50
3.57,3.57,4.82,nan,150.64,2.52
3.10,3.57,4.24,nan,102.22,2.49
3.10,3.57,3.84,nan,-1455.29,2.47
3.10,3.56,3.24,nan,-1412.25,2.52
3.10,3.55,2.81,nan,-954.95,2.51
3.10,3.53,2.21,nan,-632.15,2.47
3.10,3.52,1.80,nan,-425.02,2.58
3.10,3.50,1.18,nan,-293.21,2.42
3.10,3.48,0.77,nan,-193.68,2.50
3.10,3.46,0.17,nan,-137.19,2.51
3.10,3.45,-0.19,nan,-107.60,2.50
3.10,3.43,-0.79,nan,-91.46,2.54
3.10,3.41,-1.20,nan,-59.18,2.47
3.10,3.39,-1.82,nan,-53.80,2.51
3.10,3.37,-2.23,nan,-56.49,2.47
3.10,3.35,-2.88,nan,-40.35,2.53
3.10,3.33,-3.29,nan,-37.66,2.48
3.10,3.31,-3.88,nan,-43.04,2.52
3.10,3.29,-4.24,nan,-34.97,2.50
3.10,3.27,-4.77,nan,-32.28,2.50
3.10,3.25,-5.06,nan,-37.66,2.47
2.67,3.23,-5.47,nan,-37.66,2.50
2.67,3.21,-5.71,nan,-26.90,2.51
2.67,3.19,-6.02,nan,-37.66,2.50
2.67,3.17,-6.19,nan,-34.97,2.56
2.67,3.15,-6.43,nan,-26.90,2.44
2.67,3.13,-6.55,nan,-37.66,2.59
2.67,3.12,-6.74,nan,-34.97,2.42
2.67,3.10,-6.83,nan,-26.90,2.51
2.67,3.08,-6.95,nan,-32.28,2.47
2.67,3.06,-7.03,nan,-37.66,2.52
2.67,3.04,-7.15,nan,-26.90,2.50
2.67,3.02,-7.19,nan,-29.59,2.46
2.67,3.00,-7.27,nan,-40.35,2.50
2.67,2.98,-7.31,nan,-26.90,2.50
2.67,2.96,-7.36,nan,-32.28,2.50
2.67,2.94,-7.39,nan,-40.35,2.50
2.67,2.92,-7.43,nan,-29.59,2.49
2.67,2.90,-7.48,nan,-29.59,2.51
2.67,2.88,-7.51,nan,-37.66,2.58
2.67,2.86,-7.53,nan,-32.28,2.41
2.78,2.84,-7.55,nan,-29.59,2.53
2.78,2.83,-7.58,nan,965.71,2.48
2.78,2.81,-7.58,nan,341.63,2.50
2.78,2.80,-7.58,nan,616.01,2.57
2.78,2.79,-7.53,nan,836.59,2.45
2.78,2.78,-7.48,nan,895.77,2.45
2.78,2.77,-7.34,nan,809.69,2.53
2.78,2.77,-7.22,nan,594.49,2.50
2.78,2.77,-6.95,nan,425.02,2.50
2.78,2.77,-6.76,nan,228.65,2.50
2.78,2.78,-6.38,nan,51.11,2.51
2.78,2.78,-6.09,nan,-45.73,2.50
2.78,2.78,-5.59,nan,-123.74,2.53
2.78,2.78,-5.25,nan,-131.81,2.46
2.78,2.78,-4.68,nan,-123.74,2.50
2.78,2.78,-4.29,nan,-118.36,2.50
2.78,2.78,-3.72,nan,-88.77,2.54
2.78,2.78,-3.36,nan,-53.80,2.56
2.78,2.78,-2.81,nan,10.76,2.43
2.78,2.78,-2.49,nan,29.59,2.48
3.31,2.78,-2.04,nan,16.14,2.54
3.31,2.78,-1.77,nan,1487.57,2.47
3.31,2.79,-1.44,nan,1363.83,2.53
3.31,2.80,-1.22,nan,925.36,2.49
3.31,2.82,-0.89,nan,605.25,2.48
3.31,2.83,-0.65,nan,395.43,2.53
3.31,2.85,-0.29,nan,266.31,2.46
3.31,2.87,-0.02,nan,185.61,2.52
3.31,2.89,0.38,nan,137.19,2.51
3.31,2.90,0.70,nan,107.60,2.46
3.31,2.93,1.18,nan,64.56,2.52
3.31,2.94,1.53,nan,53.80,2.48
3.31,2.96,1.89,nan,51.11,2.50
3.31,2.98,2.47,nan,29.59,2.51
3.31,3.00,3.07,nan,34.97,2.54
3.31,3.02,3.45,nan,34.97,2.46
3.31,3.04,4.03,nan,18.83,2.60
3.31,3.06,4.39,nan,26.90,2.41
3.31,3.08,4.87,nan,32.28,2.53
3.31,3.10,5.16,nan,21.52,2.46
3.64,3.12,5.56,nan,24.21,2.56
3.64,3.13,5.78,nan,24.21,2.44
3.64,3.16,6.09,nan,24.21,2.54
3.64,3.17,6.26,nan,24.21,2.47
3.64,3.20,6.47,nan,29.59,2.53
3.64,3.21,6.62,nan,29.59,2.46
3.64,3.23,6.79,nan,18.83,2.54
3.64,3.25,6.88,nan,21.52,2.46
3.64,3.27,6.95,nan,29.59,2.51
3.64,3.29,7.07,nan,18.83,2.50
3.64,3.31,7.17,nan,29.59,2.51
3.64,3.33,7.22,nan,26.90,2.48
3.64,3.34,7.27,nan,21.52,2.50
3.64,3.37,7.31,nan,24.21,2.56
3.64,3.39,7.39,nan,29.59,2.48
3.64,3.41,7.41,nan,16.14,2.51
3.64,3.43,7.43,nan,24.21,2.47
3.64,3.45,7.46,nan,24.21,2.48
3.64,3.46,7.48,nan,26.90,2.50
3.38,3.48,7.51,nan,16.14,2.51
3.38,3.50,7.53,nan,-2905.20,2.50
3.38,3.50,7.53,nan,-2611.99,2.52
3.38,3.50,7.43,nan,-1735.05,2.49
3.38,3.49,7.29,nan,-1226.64,2.49
3.38,3.47,6.98,nan,-739.75,2.52
3.38,3.46,6.67,nan,-489.58,2.49
3.38,3.44,6.33,nan,-357.77,2.50
3.38,3.43,5.68,nan,-123.74,2.48
3.38,3.40,4.92,nan,551.45,2.56
3.38,3.39,4.34,nan,890.39,2.44
3.38,3.38,3.76,nan,1070.62,2.52
3.38,3.38,2.83,nan,997.99,2.52
3.38,3.37,2.21,nan,844.66,2.46
3.38,3.37,1.29,nan,605.25,2.50
3.38,3.37,0.43,nan,320.11,2.52
3.38,3.38,-0.02,nan,107.60,2.54
3.38,3.38,-0.43,nan,8.07,2.44
3.38,3.38,-0.91,nan,-56.49,2.50
3.38,3.38,-1.22,nan,-104.91,2.53
3.38,3.38,-1.34,nan,-147.95,2.53
2.83,3.38,-1.41,nan,-150.64,2.47
2.83,3.38,-1.39,nan,-1393.42,2.46
2.83,3.38,-1.32,nan,-1498.33,2.52
2.83,3.36,-1.20,nan,-954.95,2.50
2.83,3.35,-1.13,nan,-699.40,2.49
2.83,3.33,-1.06,nan,-462.68,2.50
2.83,3.31,-1.08,nan,-279.76,2.57
2.83,3.30,-1.15,nan,-207.13,2.43
2.83,3.28,-1.25,nan,-150.64,2.50
2.83,3.26,-1.51,nan,-104.91,2.53
2.83,3.24,-1.70,nan,-80.70,2.50
2.83,3.23,-2.09,nan,-61.87,2.47
2.83,3.21,-2.40,nan,-61.87,2.53
2.83,3.19,-2.88,nan,-51.11,2.48
2.83,3.17,-3.21,nan,-37.66,2.51
2.83,3.14,-3.74,nan,-45.73,2.54
2.83,3.13,-4.10,nan,-43.04,2.45
2.83,3.11,-4.58,nan,-32.28,2.50
2.83,3.09,-4.89,nan,-34.97,2.51
2.83,3.07,-5.30,nan,-26.90,2.50
2.66,3.05,-5.68,nan,-32.28,2.54
2.66,3.03,-5.88,nan,-40.35,2.48
2.66,3.01,-6.16,nan,-29.59,2.51
2.66,3.00,-6.33,nan,-26.90,2.46
2.66,2.97,-6.55,nan,-37.66,2.52
2.66,2.95,-6.67,nan,-29.59,2.50
2.66,2.94,-6.79,nan,-29.59,2.48
2.66,2.92,-6.93,nan,-29.59,2.50
2.66,2.89,-7.05,nan,-34.97,2.55
2.66,2.87,-7.12,nan,-29.59,2.51
2.66,2.86,-7.17,nan,-29.59,2.44
2.66,2.83,-7.27,nan,-37.66,2.51
2.66,2.81,-7.34,nan,-26.90,2.54
2.66,2.80,-7.39,nan,-29.59,2.44
2.66,2.78,-7.41,nan,-37.66,2.52
2.66,2.76,-7.46,nan,-26.90,2.60
2.66,2.74,-7.51,nan,-32.28,2.44
2.66,2.72,-7.53,nan,-37.66,2.44
2.66,2.70,-7.55,nan,185.61,2.55
2.66,2.68,-7.58,nan,667.12,2.46
3.08,2.67,-7.58,nan,1059.86,2.51
3.08,2.66,-7.58,nan,2579.71,2.50
3.08,2.66,-7.53,nan,2213.87,2.49
3.08,2.67,-7.39,nan,1495.64,2.51
3.08,2.68,-7.19,nan,973.78,2.50
3.08,2.69,-6.81,nan,634.84,2.49
3.08,2.71,-6.28,nan,379.29,2.54
3.08,2.73,-5.88,nan,282.45,2.45
3.08,2.75,-5.40,nan,182.92,2.51
3.08,2.77,-4.58,nan,131.81,2.51
3.08,2.78,-3.98,nan,102.22,2.52
3.08,2.80,-3.02,nan,72.63,2.52
3.08,2.82,-1.97,nan,53.80,2.47
3.08,2.84,-1.25,nan,45.73,2.48
3.08,2.86,-0.53,nan,43.04,2.50
3.08,2.88,0.53,nan,24.21,2.50
3.08,2.90,1.22,nan,29.59,2.51
3.08,2.92,2.16,nan,34.97,2.49
3.08,2.94,2.73,nan,24.21,2.50
3.08,2.96,3.50,nan,29.59,2.52
3.58,2.97,3.96,nan,32.28,2.51
3.58,3.00,4.53,nan,21.52,2.47
3.58,3.01,4.89,nan,21.52,2.50
3.58,3.03,5.32,nan,29.59,2.55
3.58,3.05,5.59,nan,24.21,2.48
3.58,3.07,5.92,nan,18.83,2.50
3.58,3.09,6.12,nan,26.90,2.49
3.58,3.11,6.38,nan,18.83,2.52
3.58,3.13,6.52,nan,18.83,2.46
3.58,3.15,6.71,nan,26.90,2.49
3.58,3.17,6.81,nan,24.21,2.50
3.58,3.19,6.95,nan,16.14,2.51
3.58,3.21,7.07,nan,29.59,2.54
3.58,3.23,7.12,nan,26.90,2.46
3.58,3.24,7.19,nan,16.14,2.50
3.58,3.27,7.27,nan,29.59,2.52
