setpoint [rad], position [rad], velocity [rad/s], acceleration [rad/s^2], current [mA], delta_t [ms]
3.30, 3.30, 7.03, nan, -1116.35, 2.50
3.30, 3.31, 7.00, nan, -976.47, 2.50
3.30, 3.31, 6.93, nan, -702.09, 2.50
3.30, 3.31, 6.81, nan, -438.47, 2.50
3.30, 3.31, 6.57, nan, -252.86, 2.50
3.30, 3.30, 6.38, nan, -34.97, 2.50
2.90, 3.30, 6.00, nan, 78.01, 2.50
2.90, 3.30, 5.71, nan, -1331.55, 2.50
2.90, 3.29, 5.20, nan, -1162.08, 2.51
2.90, 3.28, 4.84, nan, -839.28, 2.48
2.90, 3.26, 4.20, nan, -540.69, 2.50
2.90, 3.25, 3.72, nan, -360.46, 2.50
2.90, 3.23, 2.95, nan, -234.03, 2.50
2.90, 3.21, 2.40, nan, -158.71, 2.50
2.90, 3.19, 1.56, nan, -121.05, 2.50
2.90, 3.17, 1.01, nan, -104.91, 2.51
2.90, 3.15, 0.17, nan, -72.63, 2.56
2.90, 3.14, -0.36, nan, -64.56, 2.44
2.90, 3.12, -1.15, nan, -64.56, 2.49
2.90, 3.10, -1.65, nan, -61.87, 2.50
2.90, 3.08, -2.40, nan, -48.42, 2.50
2.90, 3.06, -2.85, nan, -51.11, 2.50
2.90, 3.04, -3.53, nan, -56.49, 2.50
2.90, 3.03, -3.91, nan, -45.73, 2.50
2.90, 3.01, -4.46, nan, -43.04, 2.51
2.90, 2.98, -4.94, nan, -56.49, 2.51
3.40, 2.97, -5.20, nan, -48.42, 2.49
3.40, 2.95, -5.47, nan, 2932.10, 2.48
3.40, 2.95, -5.76, nan, 2727.66, 2.50
3.40, 2.96, -5.88, nan, 1770.02, 2.50
3.40, 2.97, -5.92, nan, 1108.28, 2.52
3.40, 2.98, -5.85, nan, 704.78, 2.48
3.40, 3.00, -5.59, nan, 449.23, 2.50
3.40, 3.01, -5.35, nan, 295.90, 2.53
3.40, 3.03, -4.82, nan, 204.44, 2.50
3.40, 3.05, -4.39, nan, 156.02, 2.47
3.40, 3.07, -3.67, nan, 112.98, 2.53
3.40, 3.08, -3.12, nan, 83.39, 2.46
3.40, 3.10, -2.21, nan, 72.63, 2.50
3.40, 3.12, -1.56, nan, 69.94, 2.50
3.40, 3.14, -0.53, nan, 56.49, 2.53
3.40, 3.16, 0.14, nan, 48.42, 2.46
3.40, 3.18, 1.15, nan, 51.11, 2.52
3.40, 3.20, 1.77, nan, 53.80, 2.48
3.40, 3.22, 2.64, nan, 40.35, 2.50
3.40, 3.23, 3.17, nan, 45.73, 2.51
3.38, 3.25, 3.84, nan, 48.42, 2.51
3.38, 3.27, 4.22, nan, 43.04, 2.46
3.38, 3.29, 4.75, nan, 40.35, 2.57
3.38, 3.31, 5.06, nan, 48.42, 2.45
3.38, 3.33, 5.44, nan, 45.73, 2.53
3.38, 3.35, 5.66, nan, -344.32, 2.47
3.38, 3.36, 5.97, nan, -844.66, 2.50
3.38, 3.38, 6.12, nan, -1078.69, 2.55
3.38, 3.38, 6.28, nan, -1054.48, 2.45
3.38, 3.39, 6.35, nan, -954.95, 2.50
3.38, 3.39, 6.35, nan, -664.43, 2.50
3.38, 3.39, 6.31, nan, -422.33, 2.50
3.38, 3.39, 6.14, nan, -215.20, 2.50
3.38, 3.39, 5.97, nan, -56.49, 2.52
3.38, 3.38, 5.66, nan, 80.70, 2.50
3.38, 3.38, 5.40, nan, 134.50, 2.49
3.38, 3.38, 4.96, nan, 150.64, 2.50
3.38, 3.38, 4.65, nan, 121.05, 2.51
3.38, 3.38, 4.12, nan, 107.60, 2.50
3.38, 3.38, 3.76, nan, 69.94, 2.50
3.40, 3.38, 3.21, nan, 43.04, 2.51
3.40, 3.38, 2.88, nan, 731.68, 2.49
3.40, 3.39, 2.37, nan, 325.49, 2.50
3.40, 3.39, 2.11, nan, 26.90, 2.50
3.40, 3.39, 1.75, nan, -126.43, 2.50
3.40, 3.40, 1.56, nan, -260.93, 2.49
3.40, 3.40, 1.34, nan, -269.00, 2.50
3.40, 3.40, 1.25, nan, -231.34, 2.50
3.40, 3.40, 1.13, nan, -139.88, 2.50
3.40, 3.40, 1.06, nan, -121.05, 2.50
3.40, 3.40, 0.98, nan, -43.04, 2.50
3.40, 3.40, 0.96, nan, 34.97, 2.51
3.40, 3.40, 0.89, nan, 45.73, 2.48
3.40, 3.40, 0.86, nan, 32.28, 2.49
3.40, 3.40, 0.82, nan, 18.83, 2.52
3.40, 3.40, 0.79, nan, 8.07, 2.47
3.40, 3.40, 0.72, nan, 2.69, 2.54
3.40, 3.40, 0.67, nan, 0.00, 2.47
3.40, 3.40, 0.58, nan, 0.00, 2.50
3.40, 3.40, 0.53, nan, 0.00, 2.49
3.10, 3.40, 0.43, nan, 0.00, 2.50
3.10, 3.40, 0.36, nan, -1622.07, 2.58
3.10, 3.39, 0.29, nan, -1377.28, 2.45
3.10, 3.38, 0.22, nan, -919.98, 2.46
3.10, 3.37, 0.05, nan, -597.18, 2.54
3.10, 3.35, -0.05, nan, -390.05, 2.45
3.10, 3.33, -0.29, nan, -255.55, 2.52
3.10, 3.31, -0.48, nan, -174.85, 2.48
3.10, 3.29, -0.82, nan, -134.50, 2.50
3.10, 3.28, -1.08, nan, -107.60, 2.50
3.10, 3.26, -1.51, nan, -78.01, 2.50
3.10, 3.24, -1.82, nan, -69.94, 2.50
3.10, 3.22, -2.33, nan, -69.94, 2.55
3.10, 3.20, -2.66, nan, -61.87, 2.47
3.10, 3.18, -3.21, nan, -51.11, 2.52
3.10, 3.16, -3.57, nan, -53.80, 2.47
3.10, 3.14, -4.10, nan, 45.73, 2.50
3.10, 3.13, -4.44, nan, 640.22, 2.50
3.10, 3.11, -4.89, nan, 1014.13, 2.50
3.10, 3.10, -5.13, nan, 1154.01, 2.50
3.16, 3.10, -5.42, nan, 1014.13, 2.54
3.16, 3.10, -5.56, nan, 2001.36, 2.46
3.16, 3.10, -5.64, nan, 1619.38, 2.50
3.16, 3.11, -5.59, nan, 992.61, 2.50
3.16, 3.12, -5.40, nan, 271.69, 2.50
3.16, 3.14, -5.20, nan, -309.35, 2.51
3.16, 3.15, -4.77, nan, -656.36, 2.50
3.16, 3.16, -4.41, nan, -785.48, 2.51
3.16, 3.16, -3.84, nan, -739.75, 2.48
3.16, 3.16, -3.41, nan, -613.32, 2.50
3.16, 3.16, -2.73, nan, -449.23, 2.50
3.16, 3.16, -2.30, nan, -263.62, 2.51
3.16, 3.16, -1.65, nan, -99.53, 2.50
3.16, 3.16, -1.27, nan, 13.45, 2.50
3.16, 3.16, -0.74, nan, 99.53, 2.49
3.16, 3.16, -0.43, nan, 131.81, 2.50
3.16, 3.16, -0.10, nan, 83.39, 2.50
3.16, 3.16, 0.05, nan, 61.87, 2.52
3.16, 3.16, 0.19, nan, 40.35, 2.51
3.16, 3.16, 0.24, nan, 5.38, 2.47
3.35, 3.16, 0.24, nan, 0.00, 3.95
3.35, 3.16, 0.22, nan, 919.98, 1.11
3.35, 3.16, 0.17, nan, 1549.44, 2.47
3.35, 3.17, 0.14, nan, 1154.01, 2.46
3.35, 3.18, 0.17, nan, 747.82, 2.52
3.35, 3.20, 0.22, nan, 478.82, 2.48
3.35, 3.22, 0.36, nan, 314.73, 2.50
3.35, 3.23, 0.50, nan, 220.58, 2.51
3.35, 3.25, 0.79, nan, 164.09, 2.49
3.35, 3.27, 1.03, nan, 121.05, 2.50
3.35, 3.29, 1.41, nan, 83.39, 2.50
3.35, 3.31, 1.70, nan, -37.66, 2.49
3.35, 3.32, 2.16, nan, -626.77, 2.50
3.35, 3.34, 2.49, nan, -995.30, 2.50
3.35, 3.35, 2.97, nan, -1124.42, 2.50
3.35, 3.35, 3.29, nan, -987.23, 2.50
3.35, 3.35, 3.72, nan, -737.06, 2.50
3.35, 3.36, 3.91, nan, -511.10, 2.53
3.35, 3.35, 4.12, nan, -285.14, 2.51
3.35, 3.35, 4.20, nan, -110.29, 2.51
2.77, 3.35, 4.20, nan, 0.00, 2.42
2.77, 3.35, 4.12, nan, -1328.86, 2.52
2.77, 3.34, 3.93, nan, -1237.40, 2.52
2.77, 3.33, 3.72, nan, -823.14, 2.48
2.77, 3.31, 3.31, nan, -535.31, 2.50
2.77, 3.29, 2.95, nan, -355.08, 2.50
2.77, 3.28, 2.33, nan, -247.48, 2.50
2.77, 3.26, 1.85, nan, -172.16, 2.51
2.77, 3.24, 1.10, nan, -118.36, 2.51
2.77, 3.22, 0.60, nan, -94.15, 2.48
2.77, 3.21, -0.12, nan, -86.08, 2.50
2.77, 3.19, -0.62, nan, -72.63, 2.50
2.77, 3.17, -1.37, nan, -56.49, 2.58
2.77, 3.15, -1.85, nan, -56.49, 2.43
2.77, 3.13, -2.57, nan, -61.87, 2.49
2.77, 3.11, -3.02, nan, -45.73, 2.51
2.77, 3.09, -3.65, nan, -45.73, 2.50
2.77, 3.07, -4.05, nan, -53.80, 2.50
2.77, 3.06, -4.56, nan, -51.11, 2.50
2.77, 3.04, -4.87, nan, -45.73, 2.50
2.73, 3.02, -5.28, nan, -48.42, 2.51
2.73, 3.00, -5.52, nan, -53.80, 2.49
2.73, 2.98, -5.83, nan, -43.04, 2.50
2.73, 2.96, -6.02, nan, -43.04, 2.50
2.73, 2.94, -6.26, nan, -51.11, 2.50
2.73, 2.92, -6.40, nan, -51.11, 2.50
2.73, 2.90, -6.57, nan, -40.35, 2.50
2.73, 2.88, -6.67, nan, -51.11, 2.50
2.73, 2.86, -6.81, nan, -53.80, 2.49
2.73, 2.85, -6.88, nan, -40.35, 2.49
2.73, 2.83, -7.00, nan, -48.42, 2.54
2.73, 2.81, -7.05, nan, -53.80, 2.46
2.73, 2.79, -7.12, nan, -45.73, 2.51
2.73, 2.77, -7.17, nan, 115.67, 2.50
2.73, 2.75, -7.22, nan, 672.50, 2.50
2.73, 2.74, -7.24, nan, 1076.00, 2.50
2.73, 2.73, -7.27, nan, 1162.08, 2.49
2.73, 2.72, -7.24, nan, 1014.13, 2.52
2.73, 2.72, -7.15, nan, 772.03, 2.51
2.73, 2.72, -7.03, nan, 529.93, 2.47
2.94, 2.72, -6.81, nan, 231.34, 2.55
2.94, 2.72, -6.59, nan, 1207.81, 2.45
2.94, 2.73, -6.21, nan, 1293.89, 2.53
2.94, 2.74, -5.90, nan, 863.49, 2.48
2.94, 2.76, -5.32, nan, 554.14, 2.50
2.94, 2.78, -4.89, nan, 360.46, 2.50
2.94, 2.79, -4.15, nan, 250.17, 2.50
2.94, 2.81, -3.60, nan, 182.92, 2.50
2.94, 2.83, -2.71, nan, 126.43, 2.55
2.94, 2.85, -2.09, nan, 94.15, 2.44
2.94, 2.87, -1.13, nan, 83.39, 2.57
2.94, 2.89, -0.50, nan, 75.32, 2.43
2.94, 2.91, 0.38, nan, -271.69, 2.59
2.94, 2.92, 0.98, nan, -720.92, 2.41
2.94, 2.94, 1.82, nan, -1059.86, 2.51
2.94, 2.95, 2.33, nan, -1110.97, 2.48
2.94, 2.95, 3.00, nan, -965.71, 2.51
2.94, 2.95, 3.36, nan, -718.23, 2.49
2.94, 2.95, 3.76, nan, -449.23, 2.50
2.94, 2.95, 3.96, nan, -231.34, 2.50
3.04, 2.95, 4.08, nan, -56.49, 2.51
3.04, 2.95, 4.08, nan, 1675.87, 2.50
3.04, 2.95, 4.00, nan, 1525.23, 2.50
3.04, 2.97, 3.93, nan, 995.30, 2.50
3.04, 2.98, 3.76, nan, 640.22, 2.50
3.04, 3.00, 3.67, nan, 400.81, 2.50
3.04, 3.01, 3.50, nan, -137.19, 2.50
3.04, 3.03, 3.41, nan, -661.74, 2.50
3.04, 3.04, 3.29, nan, -944.19, 2.49
3.04, 3.05, 3.24, nan, -971.09, 2.50
3.04, 3.05, 3.19, nan, -855.42, 2.50
3.04, 3.05, 3.17, nan, -616.01, 2.50
3.04, 3.05, 3.14, nan, -365.84, 2.50
3.04, 3.05, 3.14, nan, -209.82, 2.51
3.04, 3.05, 3.14, nan, -45.73, 2.50
3.04, 3.05, 3.12, nan, 48.42, 2.49
3.04, 3.04, 3.07, nan, 118.36, 2.50
3.04, 3.04, 3.00, nan, 150.64, 2.50
3.04, 3.04, 2.81, nan, 145.26, 2.53
3.04, 3.04, 2.66, nan, 110.29, 2.47
3.04, 3.04, 2.37, nan, 67.25, 2.55
3.04, 3.04, 2.16, nan, 83.39, 2.44
3.04, 3.04, 1.82, nan, 13.45, 2.53
3.04, 3.04, 1.61, nan, -45.73, 2.47
3.04, 3.04, 1.32, nan, -43.04, 2.50
3.04, 3.04, 1.15, nan, -24.21, 2.50
3.04, 3.04, 0.91, nan, -10.76, 2.80
3.04, 3.04, 0.79, nan, -2.69, 2.21
3.04, 3.04, 0.65, nan, 0.00, 2.50
3.04, 3.04, 0.58, nan, 0.00, 2.49
3.04, 3.04, 0.48, nan, 0.00, 2.50
3.04, 3.04, 0.43, nan, 0.00, 2.51
3.04, 3.04, 0.36, nan, 0.00, 2.49
3.04, 3.04, 0.34, nan, 0.00, 2.50
3.04, 3.04, 0.29, nan, 0.00, 2.52
3.04, 3.04, 0.26, nan, 0.00, 2.46
3.04, 3.04, 0.22, nan, 0.00, 2.54
3.04, 3.04, 0.19, nan, 0.00, 2.47
3.04, 3.04, 0.17, nan, 0.00, 2.55
3.04, 3.04, 0.14, nan, 0.00, 2.46
3.27, 3.05, 0.12, nan, -2.69, 2.50
3.27, 3.05, 0.10, nan, 1487.57, 2.49
3.27, 3.05, 0.10, nan, 1377.28, 2.51
3.27, 3.07, 0.12, nan, 917.29, 2.49
3.27, 3.08, 0.22, nan, 586.42, 2.53
3.27, 3.10, 0.31, nan, 381.98, 2.48
3.27, 3.11, 0.50, nan, 252.86, 2.50
3.27, 3.13, 0.67, nan, 182.92, 2.49
3.27, 3.15, 1.01, nan, 142.57, 2.50
3.27, 3.17, 1.25, nan, 104.91, 2.50
3.27, 3.19, 1.65, nan, 78.01, 2.50
3.27, 3.21, 1.94, nan, 72.63, 2.50
3.27, 3.22, 2.45, nan, 45.73, 2.50
3.27, 3.24, 2.78, nan, -465.37, 2.50
3.27, 3.26, 3.31, nan, -901.15, 2.50
3.27, 3.27, 3.65, nan, -1097.52, 2.50
3.27, 3.27, 4.10, nan, -1038.34, 2.50
3.27, 3.28, 4.36, nan, -847.35, 2.51
3.27, 3.28, 4.63, nan, -591.80, 2.50
3.27, 3.28, 4.72, nan, -357.77, 2.52
3.19, 3.28, 4.77, nan, -161.40, 2.48
3.19, 3.27, 4.75, nan, -1361.14, 2.50
3.19, 3.26, 4.58, nan, -1242.78, 2.49
3.19, 3.25, 4.39, nan, -823.14, 2.50
3.19, 3.24, 3.98, nan, -519.17, 2.51
3.19, 3.22, 3.65, nan, 48.42, 2.53
3.19, 3.21, 3.05, nan, 559.52, 2.47
3.19, 3.20, 2.59, nan, 871.56, 2.50
3.19, 3.19, 1.87, nan, 963.02, 2.50
3.19, 3.18, 1.37, nan, 871.56, 2.50
3.19, 3.18, 0.70, nan, 645.60, 2.52
3.19, 3.18, 0.29, nan, 408.88, 2.48
3.19, 3.18, -0.24, nan, 255.55, 2.50
3.19, 3.18, -0.55, nan, 56.49, 2.50
3.19, 3.18, -0.91, nan, -43.04, 2.54
3.19, 3.19, -1.10, nan, -88.77, 2.45
3.19, 3.19, -1.29, nan, -104.91, 2.54
3.19, 3.19, -1.37, nan, -80.70, 2.46
3.19, 3.19, -1.39, nan, -56.49, 2.50
3.19, 3.19, -1.34, nan, -69.94, 2.50
3.09, 3.19, -1.20, nan, -24.21, 2.50
3.09, 3.19, -1.08, nan, -1460.67, 2.50
3.09, 3.18, -0.91, nan, -1347.69, 2.50
3.09, 3.16, -0.84, nan, -893.08, 2.49
3.09, 3.15, -0.77, nan, -575.66, 2.50
3.09, 3.13, -0.77, nan, -234.03, 2.50
3.09, 3.12, -0.89, nan, 376.60, 2.50
3.09, 3.11, -0.98, nan, 807.00, 2.49
3.09, 3.10, -1.22, nan, 928.05, 2.51
3.09, 3.09, -1.39, nan, 919.98, 2.49
3.09, 3.09, -1.65, nan, 747.82, 2.54
3.09, 3.09, -1.82, nan, 535.31, 2.45
3.09, 3.09, -2.04, nan, 330.87, 2.50
3.09, 3.09, -2.16, nan, 158.71, 2.50
3.09, 3.09, -2.33, nan, 0.00, 2.50
3.09, 3.09, -2.40, nan, -32.28, 2.50
3.09, 3.09, -2.42, nan, -78.01, 2.52
3.09, 3.09, -2.40, nan, -110.29, 2.47
3.09, 3.09, -2.30, nan, -75.32, 2.50
3.09, 3.10, -2.16, nan, -45.73, 2.52
3.15, 3.10, -1.94, nan, -64.56, 2.48
3.15, 3.10, -1.75, nan, 1501.02, 2.50
3.15, 3.10, -1.46, nan, 1369.21, 2.50
3.15, 3.12, -1.25, nan, 704.78, 2.49
3.15, 3.13, -0.89, nan, -51.11, 2.50
3.15, 3.14, -0.65, nan, -454.61, 2.50
3.15, 3.15, -0.29, nan, -718.23, 2.52
3.15, 3.16, -0.05, nan, -793.55, 2.48
3.15, 3.16, 0.26, nan, -661.74, 2.55
3.15, 3.16, 0.48, nan, -527.24, 2.46
3.15, 3.16, 0.74, nan, -357.77, 2.50
3.15, 3.16, 0.89, nan, -158.71, 2.49
3.15, 3.16, 1.08, nan, -21.52, 2.50
3.15, 3.16, 1.18, nan, 16.14, 2.50
3.15, 3.16, 1.29, nan, 80.70, 2.50
3.15, 3.15, 1.34, nan, 115.67, 2.50
3.15, 3.15, 1.37, nan, 86.08, 2.50
3.15, 3.15, 1.34, nan, 40.35, 2.50
3.15, 3.15, 1.25, nan, 53.80, 2.50
3.15, 3.15, 1.15, nan, 24.21, 2.50
3.11, 3.15, 0.98, nan, -2.69, 2.50
3.11, 3.15, 0.86, nan, -1484.88, 2.50
3.11, 3.14, 0.70, nan, -1051.79, 2.57
3.11, 3.13, 0.55, nan, -269.00, 2.42
3.11, 3.12, 0.34, nan, 225.96, 2.54
3.11, 3.12, 0.17, nan, 462.68, 2.50
3.11, 3.11, -0.02, nan, 618.70, 2.47
3.11, 3.11, -0.19, nan, 567.59, 2.48
3.11, 3.10, -0.38, nan, 430.40, 2.50
3.11, 3.10, -0.53, nan, 322.80, 2.50
3.11, 3.10, -0.67, nan, 201.75, 2.54
3.11, 3.11, -0.77, nan, 78.01, 2.50
3.11, 3.11, -0.89, nan, 29.59, 2.47
3.11, 3.11, -0.94, nan, -29.59, 2.50
3.11, 3.11, -1.03, nan, -80.70, 2.50
3.11, 3.11, -1.06, nan, -67.25, 2.54
3.11, 3.11, -1.06, nan, -37.66, 2.50
3.11, 3.11, -1.01, nan, -18.83, 2.46
3.11, 3.11, -0.91, nan, -16.14, 2.53
3.11, 3.11, -0.84, nan, 0.00, 2.47
3.16, 3.11, -0.72, nan, 0.00, 2.53
3.16, 3.11, -0.62, nan, 1490.26, 2.46
3.16, 3.12, -0.48, nan, 1140.56, 2.53
3.16, 3.13, -0.38, nan, 317.42, 2.46
3.16, 3.14, -0.19, nan, -201.75, 2.50
3.16, 3.15, -0.05, nan, -451.92, 2.50
3.16, 3.16, 0.14, nan, -637.53, 2.52
3.16, 3.16, 0.29, nan, -572.97, 2.49
3.16, 3.16, 0.50, nan, -513.79, 2.56
3.16, 3.16, 0.62, nan, -381.98, 2.46
3.16, 3.16, 0.79, nan, -193.68, 2.49
3.16, 3.16, 0.89, nan, -67.25, 2.50
3.16, 3.16, 1.01, nan, 51.11, 2.51
3.16, 3.16, 1.06, nan, 56.49, 2.49
3.16, 3.16, 1.13, nan, 96.84, 2.50
3.16, 3.16, 1.15, nan, 59.18, 2.50
3.16, 3.16, 1.15, nan, 32.28, 2.50
3.16, 3.16, 1.10, nan, 16.14, 2.50
3.16, 3.16, 1.01, nan, 8.07, 2.55
3.16, 3.16, 0.94, nan, 18.83, 2.45
2.91, 3.16, 0.79, nan, 5.38, 2.50
2.91, 3.16, 0.67, nan, -1482.19, 2.51
2.91, 3.15, 0.53, nan, -1377.28, 2.51
2.91, 3.14, 0.41, nan, -909.22, 2.48
2.91, 3.12, 0.22, nan, -586.42, 2.51
2.91, 3.10, 0.05, nan, -390.05, 2.49
2.91, 3.09, -0.19, nan, -266.31, 2.51
2.91, 3.07, -0.41, nan, -190.99, 2.48
2.91, 3.05, -0.77, nan, -134.50, 2.50
2.91, 3.04, -1.03, nan, -99.53, 2.50
2.91, 3.02, -1.46, nan, -88.77, 2.54
2.91, 3.00, -1.77, nan, -80.70, 2.46
2.91, 2.98, -2.30, nan, -61.87, 2.51
2.91, 2.96, -2.64, nan, -56.49, 2.50
2.91, 2.94, -3.19, nan, 182.92, 2.50
2.91, 2.93, -3.57, nan, 710.16, 2.51
2.91, 2.91, -4.10, nan, 1059.86, 2.50
2.91, 2.90, -4.39, nan, 1154.01, 2.48
2.91, 2.90, -4.77, nan, 1000.68, 2.50
2.91, 2.89, -4.94, nan, 718.23, 2.52
2.91, 2.89, -5.11, nan, 511.10, 2.49
3.15, 2.90, -5.16, nan, 228.65, 2.48
3.15, 2.90, -5.08, nan, 1382.66, 2.53
3.15, 2.91, -4.99, nan, 1213.19, 2.47
3.15, 2.92, -4.70, nan, 796.24, 2.50
3.15, 2.94, -4.41, nan, 513.79, 2.50
3.15, 2.95, -3.91, nan, 338.94, 2.50
3.15, 2.97, -3.48, nan, 236.72, 2.51
3.15, 2.99, -2.76, nan, 174.85, 2.50
3.15, 3.01, -2.23, nan, 123.74, 2.50
3.15, 3.03, -1.39, nan, 91.46, 2.51
3.15, 3.04, -0.82, nan, 80.70, 2.48
3.15, 3.06, 0.05, nan, 75.32, 2.50
3.15, 3.08, 0.62, nan, 59.18, 2.51
3.15, 3.10, 1.44, nan, 51.11, 2.49
3.15, 3.12, 1.99, nan, -269.00, 2.50
3.15, 3.14, 2.73, nan, -785.48, 2.50
3.15, 3.15, 3.19, nan, -1051.79, 2.50
3.15, 3.16, 3.79, nan, -1137.87, 2.50
3.15, 3.16, 4.10, nan, -944.19, 2.52
2.91, 3.16, 4.46, nan, -685.95, 2.49
2.91, 3.16, 4.63, nan, -1648.97, 2.50
2.91, 3.15, 4.72, nan, -1371.90, 2.50
2.91, 3.14, 4.70, nan, -911.91, 2.49
2.91, 3.12, 4.51, nan, -591.80, 2.50
2.91, 3.11, 4.29, nan, -379.29, 2.50
2.91, 3.09, 3.81, nan, -252.86, 2.50
2.91, 3.08, 3.43, nan, -177.54, 2.50
2.91, 3.06, 2.76, nan, -139.88, 2.50
2.91, 3.04, 2.23, nan, -102.22, 2.50
2.91, 3.02, 1.39, nan, -78.01, 2.50
2.91, 3.00, 0.79, nan, -72.63, 2.50
2.91, 2.98, -0.07, nan, -72.63, 2.50
2.91, 2.96, -0.67, nan, -56.49, 2.50
2.91, 2.95, -1.56, nan, 271.69, 2.51
2.91, 2.93, -2.11, nan, 817.76, 2.49
2.91, 2.92, -2.88, nan, 1140.56, 2.50
2.91, 2.91, -3.31, nan, 1121.73, 2.50
2.91, 2.90, -3.86, nan, 936.12, 2.50
2.91, 2.90, -4.12, nan, 656.36, 2.50
3.31, 2.91, -4.41, nan, 414.26, 2.52
3.31, 2.91, -4.51, nan, 1444.53, 2.48
3.31, 2.92, -4.53, nan, 1272.37, 2.53
3.31, 2.93, -4.46, nan, 828.52, 2.46
3.31, 2.94, -4.20, nan, 532.62, 2.50
3.31, 2.96, -3.93, nan, 357.77, 2.51
3.31, 2.98, -3.41, nan, 244.79, 2.50
3.31, 2.99, -2.97, nan, 164.09, 2.51
3.31, 3.01, -2.25, nan, 118.36, 2.52
3.31, 3.03, -1.73, nan, 99.53, 2.46
3.31, 3.05, -0.86, nan, 86.08, 2.53
3.31, 3.07, -0.29, nan, 61.87, 2.47
3.31, 3.09, 0.55, nan, 59.18, 2.50
3.31, 3.10, 1.13, nan, 61.87, 2.50
3.31, 3.12, 1.94, nan, 51.11, 2.56
3.31, 3.14, 2.47, nan, 43.04, 2.44
3.31, 3.16, 3.21, nan, 48.42, 2.53
3.31, 3.18, 3.65, nan, 53.80, 2.47
3.31, 3.20, 4.22, nan, 40.35, 2.51
3.31, 3.22, 4.58, nan, 45.73, 2.52
3.06, 3.24, 5.04, nan, 51.11, 2.48
3.06, 3.25, 5.30, nan, -2921.34, 2.50
3.06, 3.26, 5.64, nan, -2751.87, 2.54
3.06, 3.25, 5.76, nan, -1810.37, 2.46
3.06, 3.24, 5.83, nan, -1132.49, 2.52
3.06, 3.23, 5.76, nan, -723.61, 2.48
3.06, 3.21, 5.52, nan, -468.06, 2.50
3.06, 3.20, 5.28, nan, -306.66, 2.50
3.06, 3.18, 4.77, nan, -215.20, 2.50
3.06, 3.16, 4.34, nan, -156.02, 2.50
3.06, 3.14, 3.62, nan, -107.60, 2.51
3.06, 3.12, 3.07, nan, -88.77, 2.50
3.06, 3.10, 2.18, nan, -78.01, 2.50
3.06, 3.09, 1.53, nan, 371.22, 2.52
3.06, 3.07, 0.53, nan, 852.73, 2.49
3.06, 3.06, -0.14, nan, 1089.45, 2.50
3.06, 3.05, -1.08, nan, 1078.69, 2.50
3.06, 3.05, -1.63, nan, 887.70, 2.50
3.06, 3.05, -2.33, nan, 661.74, 2.50
3.06, 3.05, -2.69, nan, 422.33, 2.49
2.88, 3.05, -3.09, nan, 196.37, 2.50
2.88, 3.05, -3.24, nan, -1681.25, 2.50
2.88, 3.04, -3.38, nan, -1552.13, 2.50
2.88, 3.03, -3.41, nan, -1027.58, 2.50
2.88, 3.02, -3.41, nan, -661.74, 2.50
2.88, 3.00, -3.38, nan, -435.78, 2.51
2.88, 2.98, -3.33, nan, -293.21, 2.54
2.88, 2.96, -3.31, nan, -190.99, 2.48
2.88, 2.95, -3.29, nan, -137.19, 2.54
2.88, 2.93, -3.31, nan, -64.56, 2.43
2.88, 2.91, -3.38, nan, 489.58, 2.54
2.88, 2.89, -3.45, nan, 922.67, 2.49
2.88, 2.88, -3.62, nan, 1132.49, 2.46
2.88, 2.88, -3.79, nan, 1086.76, 2.50
2.88, 2.87, -4.00, nan, 825.83, 2.53
2.88, 2.87, -4.15, nan, 581.04, 2.46
2.88, 2.88, -4.29, nan, 317.42, 2.50
2.88, 2.88, -4.34, nan, 83.39, 2.52
2.88, 2.88, -4.32, nan, -8.07, 2.54
2.88, 2.88, -4.22, nan, -94.15, 2.48
3.39, 2.88, -4.03, nan, -91.46, 2.47
3.39, 2.89, -3.86, nan, 1393.42, 2.48
3.39, 2.89, -3.53, nan, 1272.37, 2.56
3.39, 2.91, -3.24, nan, 839.28, 2.45
3.39, 2.93, -2.71, nan, 505.72, 3.09
3.39, 2.94, -2.30, nan, 355.08, 1.91
3.39, 2.96, -1.65, nan, 247.48, 2.50
3.39, 2.97, -1.20, nan, 180.23, 2.51
3.39, 2.99, -0.53, nan, 129.12, 2.50
3.39, 3.01, -0.05, nan, 96.84, 2.51
3.39, 3.03, 0.60, nan, 83.39, 2.49
3.39, 3.05, 1.06, nan, 78.01, 2.50
3.39, 3.07, 1.73, nan, 59.18, 2.51
3.39, 3.09, 2.37, nan, 59.18, 2.70
3.39, 3.10, 2.83, nan, 59.18, 2.29
3.39, 3.12, 3.24, nan, 53.80, 2.50
3.39, 3.14, 3.84, nan, 40.35, 2.51
3.39, 3.16, 4.20, nan, 45.73, 2.49
3.39, 3.18, 4.70, nan, 53.80, 2.50
3.39, 3.20, 4.99, nan, 43.04, 2.50
2.57, 3.22, 5.40, nan, 43.04, 2.50
2.57, 3.23, 5.61, nan, -2902.51, 2.50
2.57, 3.24, 5.88, nan, -2751.87, 2.50
2.57, 3.23, 6.00, nan, -1826.51, 2.50
2.57, 3.22, 6.00, nan, -1156.70, 2.50
2.57, 3.21, 5.92, nan, -734.37, 2.50
2.57, 3.19, 5.66, nan, -481.51, 2.52
