setpoint[rad],position[rad],velocity[rad/s],current[mA],delta_t[ms],acceleration[rad/s^2]
0.00,2.34,-7.60,-37.66,2.46,nan
0.00,2.32,-7.60,-43.04,2.54,nan
0.00,2.31,-7.63,-45.73,2.51,nan
0.00,2.29,-7.63,-37.66,2.48,nan
0.00,2.27,-7.63,-40.35,2.48,nan
0.00,2.25,-7.63,-51.11,2.49,nan
0.00,2.23,-7.63,-40.35,2.50,nan
0.00,2.21,-7.65,-37.66,2.50,nan
0.00,2.19,-7.65,-48.42,2.50,nan
0.00,2.17,-7.65,-40.35,2.58,nan
0.00,2.15,-7.67,-37.66,2.43,nan
0.00,2.13,-7.67,-48.42,2.49,nan
0.00,2.11,-7.67,-43.04,2.50,nan
0.00,2.09,-7.70,-40.35,2.50,nan
0.00,2.07,-7.70,-43.04,2.49,nan
0.00,2.05,-7.70,-45.73,2.50,nan
0.00,2.03,-7.72,-34.97,2.59,nan
0.00,2.01,-7.72,-51.11,2.81,nan
0.00,1.99,-7.72,-48.42,2.10,nan
0.00,1.97,-7.75,-43.04,2.53,nan
0.00,1.96,-7.75,-40.35,2.52,nan
0.00,1.94,-7.75,-48.42,2.44,nan
0.00,1.92,-7.75,-43.04,2.50,nan
0.00,1.90,-7.77,-37.66,2.54,nan
0.00,1.88,-7.77,-48.42,2.46,nan
0.00,1.86,-7.77,-45.73,2.49,nan
0.00,1.84,-7.77,-34.97,2.50,nan
0.00,1.82,-7.77,-43.04,2.50,nan
0.00,1.80,-7.77,-51.11,2.52,nan
0.00,1.78,-7.77,-34.97,2.52,nan
0.00,1.76,-7.77,-37.66,2.47,nan
0.00,1.74,-7.77,-48.42,2.49,nan
0.00,1.72,-7.77,-43.04,2.54,nan
0.00,1.70,-7.77,-37.66,2.47,nan
0.00,1.69,-7.77,-51.11,2.62,nan
0.00,1.67,-7.77,-43.04,2.41,nan
3.07,1.65,-7.77,-34.97,2.48,nan
3.07,1.63,-7.77,3026.25,2.50,nan
3.07,1.63,-7.75,2784.15,2.49,nan
3.07,1.63,-7.67,1821.13,2.54,nan
3.07,1.64,-7.46,1148.63,2.49,nan
3.07,1.66,-7.24,726.30,2.46,nan
3.07,1.67,-6.79,465.37,2.50,nan
3.07,1.69,-6.40,303.97,2.54,nan
3.07,1.71,-5.73,193.68,2.44,nan
3.07,1.73,-5.20,134.50,2.52,nan
3.07,1.75,-4.34,102.22,2.50,nan
3.07,1.77,-3.72,80.70,2.50,nan
3.07,1.79,-2.69,51.11,2.50,nan
3.07,1.80,-1.97,48.42,2.51,nan
3.07,1.82,-0.84,48.42,2.50,nan
3.07,1.84,-0.07,40.35,2.49,nan
3.07,1.86,0.98,32.28,2.54,nan
3.07,1.88,1.68,37.66,2.46,nan
3.07,1.90,2.59,32.28,2.50,nan
3.07,1.92,3.14,26.90,2.50,nan
3.07,1.94,3.88,32.28,2.51,nan
3.07,1.96,4.32,37.66,2.51,nan
3.07,1.98,4.87,24.21,2.48,nan
3.07,2.00,5.18,29.59,2.54,nan
3.07,2.01,5.61,37.66,2.46,nan
3.07,2.03,5.85,26.90,2.54,nan
3.07,2.05,6.16,24.21,2.49,nan
3.07,2.07,6.35,34.97,2.48,nan
3.07,2.09,6.59,26.90,2.51,nan
3.07,2.11,6.71,24.21,2.48,nan
3.07,2.13,6.91,32.28,2.50,nan
3.07,2.15,7.00,32.28,2.50,nan
3.07,2.17,7.12,21.52,2.52,nan
3.07,2.19,7.19,29.59,2.49,nan
3.07,2.21,7.29,34.97,2.52,nan
3.07,2.23,7.36,24.21,2.48,nan
3.07,2.25,7.43,29.59,2.50,nan
3.07,2.27,7.46,34.97,2.53,nan
3.07,2.29,7.51,29.59,2.48,nan
3.07,2.31,7.55,24.21,2.47,nan
3.07,2.32,7.58,32.28,2.51,nan
3.07,2.34,7.60,29.59,2.50,nan
3.07,2.36,7.63,21.52,2.50,nan
3.07,2.38,7.63,29.59,2.52,nan
3.07,2.40,7.65,34.97,2.48,nan
3.07,2.42,7.65,21.52,2.50,nan
3.07,2.44,7.65,26.90,2.73,nan
3.07,2.46,7.67,34.97,2.30,nan
2.96,2.48,7.67,26.90,2.48,nan
2.96,2.50,7.67,26.90,2.49,nan
2.96,2.52,7.67,34.97,2.51,nan
2.96,2.53,7.67,26.90,2.50,nan
2.96,2.55,7.67,24.21,2.50,nan
2.96,2.57,7.67,32.28,2.51,nan
2.96,2.60,7.67,21.52,2.52,nan
2.96,2.61,7.67,21.52,2.48,nan
2.96,2.63,7.67,29.59,2.49,nan
2.96,2.65,7.67,34.97,2.54,nan
2.96,2.67,7.67,24.21,2.46,nan
2.96,2.69,7.67,26.90,2.49,nan
2.96,2.71,7.67,32.28,2.53,nan
2.96,2.73,7.67,29.59,2.50,nan
2.96,2.75,7.67,24.21,2.49,nan
2.96,2.77,7.67,32.28,2.53,nan
2.96,2.78,7.65,32.28,2.47,nan
2.96,2.81,7.65,21.52,2.50,nan
2.96,2.82,7.65,29.59,2.51,nan
2.96,2.84,7.65,34.97,2.52,nan
2.96,2.86,7.65,21.52,2.54,nan
2.96,2.88,7.65,29.59,2.43,nan
2.96,2.90,7.65,34.97,2.50,nan
2.96,2.92,7.65,-228.65,2.50,nan
2.96,2.94,7.65,-817.76,2.57,nan
2.96,2.95,7.63,-1119.04,2.46,nan
2.96,2.96,7.60,-1156.70,2.47,nan
2.96,2.97,7.53,-1019.51,2.49,nan
2.96,2.97,7.39,-731.68,2.50,nan
2.96,2.97,7.24,-470.75,2.50,nan
2.96,2.97,6.95,-207.13,2.49,nan
2.96,2.96,6.74,-56.49,2.50,nan
2.96,2.96,6.33,51.11,2.53,nan
2.96,2.96,6.02,131.81,2.47,nan
2.96,2.96,5.49,145.26,2.50,nan
2.96,2.96,5.13,88.77,2.50,nan
2.96,2.96,4.56,96.84,2.53,nan
2.96,2.96,4.17,43.04,2.47,nan
2.96,2.96,3.57,34.97,2.50,nan
2.96,2.96,3.19,2.69,2.50,nan
2.96,2.96,2.64,-13.45,2.54,nan
2.96,2.96,2.33,-18.83,2.46,nan
2.96,2.96,1.89,-18.83,2.53,nan
2.96,2.96,1.63,-10.76,2.47,nan
2.96,2.96,1.32,-8.07,2.50,nan
2.96,2.96,1.15,-2.69,2.51,nan
2.96,2.96,0.94,-2.69,2.54,nan
2.96,2.96,0.84,-2.69,2.45,nan
2.96,2.96,0.70,-2.69,2.51,nan
2.96,2.96,0.62,-2.69,2.49,nan
2.96,2.96,0.50,-2.69,2.50,nan
2.96,2.96,0.46,-2.69,2.50,nan
2.96,2.96,0.38,-2.69,2.50,nan
2.96,2.96,0.34,-2.69,2.50,nan
2.96,2.96,0.29,-2.69,2.50,nan
2.96,2.96,0.24,-2.69,2.50,nan
2.96,2.96,0.22,-2.69,2.50,nan
2.96,2.96,0.17,-2.69,2.50,nan
2.96,2.96,0.14,-18.83,2.51,nan
2.96,2.96,0.12,0.00,2.49,nan
2.96,2.96,0.10,0.00,2.50,nan
2.96,2.96,0.10,0.00,2.50,nan
2.96,2.96,0.07,0.00,2.50,nan
2.96,2.96,0.07,0.00,2.50,nan
2.96,2.96,0.05,0.00,2.50,nan
2.96,2.96,0.05,0.00,2.50,nan
2.96,2.96,0.02,0.00,2.50,nan
2.96,2.96,0.02,0.00,2.50,nan
2.96,2.96,0.02,0.00,2.50,nan
2.96,2.96,0.02,0.00,2.51,nan
2.96,2.96,0.02,0.00,2.49,nan
2.96,2.96,0.00,0.00,2.50,nan
2.96,2.96,0.00,-2.69,2.50,nan
2.96,2.96,0.00,0.00,2.50,nan
2.96,2.96,0.00,0.00,2.50,nan
2.96,2.96,0.00,0.00,2.50,nan
2.96,2.96,0.00,0.00,2.50,nan
2.96,2.96,0.00,0.00,2.50,nan
2.96,2.96,0.00,0.00,2.50,nan
2.96,2.96,0.00,0.00,2.51,nan
2.96,2.96,0.00,0.00,2.54,nan
2.96,2.96,0.00,0.00,2.46,nan
2.96,2.96,0.00,0.00,2.52,nan
2.96,2.96,0.00,0.00,2.53,nan
2.77,2.96,0.00,0.00,2.47,nan
2.77,2.96,0.00,-1554.82,2.46,nan
2.77,2.95,0.00,-1409.56,2.51,nan
2.77,2.94,-0.02,-941.50,2.50,nan
2.77,2.92,-0.14,-602.56,2.51,nan
2.77,2.91,-0.24,-384.67,2.50,nan
2.77,2.89,-0.46,-252.86,2.63,nan
2.77,2.87,-0.65,-182.92,2.34,nan
2.77,2.85,-0.96,-139.88,2.52,nan
2.77,2.83,-1.22,-99.53,2.58,nan
2.77,2.81,-1.65,-67.25,2.50,nan
2.77,2.79,-1.94,433.09,2.39,nan
2.77,2.78,-2.45,946.88,2.53,nan
2.77,2.77,-2.76,1119.04,2.49,nan
2.77,2.76,-3.26,1110.97,2.50,nan
2.77,2.76,-3.55,901.15,2.48,nan
2.77,2.76,-3.91,634.84,2.50,nan
2.77,2.76,-4.10,373.91,2.50,nan
2.77,2.76,-4.24,139.88,2.50,nan
2.77,2.76,-4.27,-26.90,2.50,nan
2.77,2.76,-4.20,-121.05,2.49,nan
2.77,2.77,-4.08,-147.95,2.50,nan
2.77,2.77,-3.84,-142.57,2.50,nan
2.77,2.77,-3.62,-115.67,2.50,nan
2.77,2.77,-3.26,-86.08,2.50,nan
2.77,2.77,-2.97,-48.42,2.50,nan
2.77,2.77,-2.54,-13.45,2.50,nan
2.77,2.77,-2.28,10.76,2.50,nan
2.77,2.77,-1.87,21.52,2.50,nan
2.77,2.77,-1.63,18.83,2.54,nan
2.77,2.77,-1.29,8.07,2.46,nan
2.77,2.77,-1.13,0.00,2.50,nan
2.77,2.77,-0.89,0.00,2.50,nan
2.77,2.77,-0.79,0.00,2.50,nan
2.77,2.77,-0.65,0.00,2.50,nan
2.77,2.77,-0.55,0.00,2.50,nan
2.77,2.77,-0.48,0.00,2.50,nan
2.77,2.77,-0.41,0.00,2.50,nan
2.77,2.77,-0.36,10.76,2.50,nan
2.77,2.77,-0.31,0.00,2.50,nan
2.77,2.77,-0.26,0.00,2.50,nan
2.77,2.77,-0.24,0.00,2.50,nan
2.77,2.77,-0.19,0.00,2.50,nan
2.77,2.77,-0.17,0.00,2.50,nan
2.77,2.77,-0.14,0.00,2.50,nan
2.77,2.77,-0.12,0.00,2.50,nan
2.77,2.77,-0.10,0.00,2.50,nan
2.77,2.77,-0.10,0.00,2.50,nan
2.77,2.77,-0.07,0.00,2.50,nan
2.77,2.77,-0.07,0.00,2.50,nan
2.77,2.77,-0.05,0.00,2.50,nan
2.77,2.77,-0.05,0.00,2.50,nan
2.77,2.77,-0.02,0.00,2.53,nan
2.77,2.77,-0.02,0.00,2.47,nan
2.77,2.77,-0.02,0.00,2.50,nan
2.77,2.77,-0.02,0.00,2.50,nan
2.77,2.77,-0.02,0.00,2.50,nan
2.77,2.77,0.00,0.00,2.51,nan
2.77,2.77,0.00,0.00,2.48,nan
2.77,2.77,0.00,0.00,2.49,nan
2.77,2.77,0.00,0.00,2.51,nan
2.77,2.77,0.00,0.00,2.49,nan
2.77,2.77,0.00,0.00,2.52,nan
2.77,2.76,0.00,0.00,2.48,nan
2.77,2.77,0.00,0.00,2.50,nan
2.77,2.77,0.00,0.00,2.54,nan
2.77,2.77,0.00,0.00,2.47,nan
2.77,2.77,0.00,0.00,2.49,nan
2.77,2.77,0.00,0.00,2.54,nan
2.77,2.77,0.00,0.00,2.46,nan
2.77,2.77,0.00,0.00,2.49,nan
2.77,2.77,0.00,0.00,2.56,nan
2.77,2.77,0.00,0.00,2.46,nan
2.77,2.77,0.00,0.00,2.51,nan
2.77,2.77,0.00,0.00,2.49,nan
2.77,2.77,0.00,0.00,2.50,nan
2.77,2.77,0.00,0.00,2.50,nan
2.77,2.77,0.00,0.00,2.50,nan
2.77,2.77,0.00,0.00,2.51,nan
2.77,2.76,0.00,0.00,2.50,nan
2.77,2.77,0.00,0.00,2.51,nan
2.77,2.77,0.00,0.00,2.50,nan
2.77,2.77,0.00,0.00,2.49,nan
2.77,2.77,0.00,0.00,2.51,nan
3.86,2.77,0.00,0.00,2.50,nan
3.86,2.77,0.00,1530.61,2.52,nan
3.86,2.77,0.00,1385.35,2.47,nan
3.86,2.79,0.02,906.53,2.53,nan
3.86,2.80,0.14,581.04,2.62,nan
3.86,2.82,0.24,363.15,2.49,nan
3.86,2.84,0.46,244.79,2.36,nan
3.86,2.85,0.62,169.47,2.51,nan
3.86,2.87,0.96,129.12,2.49,nan
3.86,2.89,1.22,83.39,2.49,nan
3.86,2.91,1.63,61.87,2.54,nan
3.86,2.93,1.94,61.87,2.45,nan
3.86,2.95,2.45,48.42,2.54,nan
3.86,2.97,2.78,37.66,2.46,nan
3.86,2.99,3.33,37.66,2.50,nan
3.86,3.01,3.69,43.04,2.50,nan
3.86,3.03,4.24,26.90,2.51,nan
3.86,3.04,4.58,32.28,2.49,nan
3.86,3.06,5.04,37.66,2.54,nan
3.86,3.08,5.30,29.59,2.46,nan
3.86,3.10,5.66,26.90,2.51,nan
3.86,3.12,5.88,37.66,2.50,nan
3.86,3.14,6.07,37.66,2.49,nan
3.86,3.16,6.31,29.59,2.50,nan
3.86,3.18,6.52,29.59,2.54,nan
3.86,3.20,6.64,34.97,2.46,nan
3.86,3.22,6.79,21.52,2.50,nan
3.86,3.23,6.88,29.59,2.50,nan
3.86,3.26,6.98,37.66,2.50,nan
3.86,3.27,7.05,26.90,2.49,nan
3.86,3.29,7.12,26.90,2.50,nan
3.86,3.31,7.17,26.90,2.50,nan
3.86,3.33,7.24,26.90,2.53,nan
3.86,3.35,7.27,24.21,2.48,nan
3.86,3.37,7.31,32.28,2.52,nan
3.86,3.39,7.34,29.59,2.47,nan
3.86,3.41,7.36,29.59,2.50,nan
3.86,3.43,7.39,29.59,2.50,nan
3.86,3.45,7.41,34.97,2.50,nan
3.86,3.47,7.43,24.21,2.50,nan
3.86,3.49,7.46,29.59,2.51,nan
3.86,3.51,7.46,34.97,2.50,nan
3.86,3.52,7.48,26.90,2.51,nan
3.86,3.54,7.48,21.52,2.50,nan
3.86,3.56,7.51,34.97,2.50,nan
3.86,3.58,7.51,29.59,2.52,nan
3.86,3.60,7.51,21.52,2.49,nan
3.86,3.62,7.51,26.90,2.48,nan
3.86,3.64,7.53,34.97,2.50,nan
3.86,3.66,7.53,18.83,2.50,nan
3.86,3.68,7.53,26.90,2.51,nan
3.86,3.70,7.53,34.97,2.49,nan
3.86,3.72,7.53,24.21,2.51,nan
3.86,3.74,7.55,24.21,2.49,nan
3.86,3.76,7.55,34.97,2.51,nan
3.86,3.77,7.55,26.90,2.51,nan
3.86,3.80,7.55,24.21,2.50,nan
3.86,3.81,7.55,-18.83,2.51,nan
3.86,3.83,7.55,-572.97,2.50,nan
3.86,3.85,7.55,-995.30,2.50,nan
3.86,3.86,7.53,-1145.94,2.50,nan
3.86,3.86,7.51,-1089.45,2.49,nan
3.86,3.87,7.39,-868.87,2.49,nan
3.86,3.87,7.27,-559.52,2.50,nan
3.86,3.87,7.03,-355.08,2.50,nan
3.86,3.86,6.81,-110.29,2.50,nan
3.86,3.86,6.43,21.52,2.54,nan
3.86,3.86,6.14,75.32,2.46,nan
3.86,3.86,5.66,147.95,2.53,nan
3.86,3.86,5.30,126.43,2.47,nan
3.86,3.86,4.75,110.29,2.50,nan
3.86,3.86,4.34,96.84,2.50,nan
3.86,3.86,3.76,45.73,2.53,nan
3.86,3.86,3.36,-8.07,2.47,nan
3.86,3.86,2.81,-16.14,2.53,nan
3.86,3.86,2.47,-21.52,2.47,nan
3.86,3.86,2.01,-13.45,2.53,nan
3.86,3.86,1.75,-8.07,2.52,nan
3.86,3.86,1.41,-2.69,2.45,nan
3.86,3.86,1.25,-2.69,2.49,nan
3.86,3.86,1.01,-2.69,2.53,nan
3.86,3.86,0.89,-2.69,2.47,nan
3.86,3.86,0.74,-2.69,2.50,nan
3.86,3.86,0.65,-2.69,2.52,nan
2.63,3.86,0.55,-2.69,2.49,nan
2.63,3.85,0.48,-1544.06,2.49,nan
2.63,3.85,0.38,-1406.87,2.50,nan
2.63,3.84,0.31,-938.81,2.50,nan
2.63,3.82,0.14,-607.94,2.50,nan
2.63,3.81,0.00,-381.98,2.50,nan
2.63,3.79,-0.22,-255.55,2.53,nan
2.63,3.77,-0.43,-182.92,2.47,nan
2.63,3.75,-0.79,-145.26,2.51,nan
2.63,3.73,-1.06,-104.91,2.49,nan
2.63,3.72,-1.51,-78.01,2.50,nan
2.63,3.70,-1.82,-72.63,2.49,nan
2.63,3.68,-2.35,-64.56,2.50,nan
2.63,3.66,-2.71,-51.11,2.50,nan
2.63,3.64,-3.26,-48.42,2.50,nan
2.63,3.62,-3.65,-53.80,2.50,nan
2.63,3.60,-4.17,-40.35,2.50,nan
2.63,3.58,-4.51,-43.04,2.50,nan
2.63,3.56,-4.96,-51.11,2.51,nan
2.63,3.54,-5.25,-43.04,2.50,nan
2.63,3.52,-5.61,-40.35,2.50,nan
2.63,3.50,-5.83,-48.42,2.49,nan
2.63,3.48,-6.12,-48.42,2.50,nan
2.63,3.46,-6.28,-40.35,2.51,nan
2.63,3.45,-6.50,-45.73,2.49,nan
2.63,3.43,-6.62,-48.42,2.50,nan
2.63,3.41,-6.76,-37.66,2.50,nan
2.63,3.39,-6.86,-40.35,2.50,nan
2.63,3.37,-6.98,-48.42,2.54,nan
2.63,3.35,-7.05,-40.35,2.46,nan
2.63,3.33,-7.12,-37.66,2.50,nan
2.63,3.31,-7.17,-45.73,2.50,nan
2.63,3.29,-7.24,-45.73,2.54,nan
2.63,3.27,-7.27,-37.66,2.47,nan
2.63,3.25,-7.31,-45.73,2.50,nan
2.63,3.23,-7.34,-43.04,2.50,nan
2.63,3.21,-7.39,-37.66,2.53,nan
2.63,3.20,-7.41,-43.04,2.48,nan
2.63,3.17,-7.43,-48.42,2.65,nan
2.63,3.16,-7.43,-37.66,2.41,nan
2.63,3.14,-7.46,-40.35,2.46,nan
2.63,3.12,-7.48,-48.42,2.47,nan
2.63,3.10,-7.48,-37.66,2.50,nan
2.63,3.08,-7.51,-34.97,2.50,nan
2.63,3.06,-7.51,-45.73,2.50,nan
2.63,3.04,-7.51,-45.73,2.50,nan
2.63,3.02,-7.53,-34.97,2.50,nan
2.63,3.00,-7.53,-45.73,2.51,nan
2.63,2.98,-7.53,-48.42,2.49,nan
2.63,2.96,-7.55,-40.35,2.50,nan
2.63,2.95,-7.55,-43.04,2.51,nan
2.63,2.93,-7.55,-48.42,2.49,nan
2.63,2.91,-7.55,-37.66,2.55,nan
2.63,2.89,-7.58,-37.66,2.44,nan
2.63,2.87,-7.58,-51.11,2.56,nan
2.63,2.85,-7.58,-40.35,2.46,nan
2.63,2.83,-7.58,-37.66,2.50,nan
2.63,2.81,-7.60,-48.42,2.48,nan
2.63,2.79,-7.60,-43.04,2.50,nan
2.63,2.77,-7.60,-40.35,2.50,nan
2.63,2.75,-7.60,-43.04,2.51,nan
2.63,2.73,-7.60,-43.04,2.49,nan
2.63,2.72,-7.63,-43.04,2.50,nan
2.63,2.69,-7.63,-40.35,2.50,nan
2.63,2.68,-7.63,-37.66,2.50,nan
2.63,2.66,-7.63,570.28,2.50,nan
2.63,2.64,-7.63,968.40,2.50,nan
2.63,2.63,-7.60,1178.22,2.50,nan
2.63,2.62,-7.55,1110.97,2.52,nan
2.63,2.62,-7.48,852.73,2.48,nan
2.63,2.62,-7.29,538.00,2.51,nan
2.63,2.62,-7.12,341.63,2.51,nan
2.63,2.62,-6.81,158.71,2.49,nan
2.63,2.63,-6.55,-64.56,2.50,nan
2.63,2.63,-6.26,-86.08,2.49,nan
2.63,2.63,-5.78,-166.78,2.50,nan
2.63,2.63,-5.25,-121.05,2.51,nan
2.63,2.63,-4.87,-118.36,2.49,nan
2.63,2.63,-4.27,-75.32,2.50,nan
2.63,2.63,-3.88,-45.73,2.49,nan
2.63,2.63,-3.29,2.69,2.54,nan
2.63,2.63,-2.93,18.83,2.47,nan
2.63,2.63,-2.40,13.45,2.52,nan
2.63,2.63,-2.09,2.69,2.50,nan
1.68,2.63,-1.70,0.00,2.49,nan
1.68,2.63,-1.49,-1519.85,2.47,nan
1.68,2.62,-1.29,-1495.64,2.50,nan
1.68,2.61,-1.10,-922.67,2.51,nan
1.68,2.59,-1.01,-591.80,2.49,nan
1.68,2.58,-1.03,-419.64,2.49,nan
1.68,2.56,-1.13,-260.93,2.66,nan
1.68,2.54,-1.22,-199.06,2.33,nan
1.68,2.52,-1.39,-145.26,2.50,nan
1.68,2.51,-1.68,-99.53,2.50,nan
1.68,2.49,-1.92,-83.39,2.49,nan
1.68,2.47,-2.30,-75.32,2.51,nan
1.68,2.45,-2.59,-61.87,2.49,nan
1.68,2.43,-3.07,-48.42,2.50,nan
1.68,2.41,-3.41,-53.80,2.50,nan
1.68,2.39,-3.93,-53.80,2.50,nan
1.68,2.37,-4.27,-40.35,2.51,nan
1.68,2.35,-4.75,-43.04,2.50,nan
1.68,2.34,-5.06,-53.80,2.49,nan
1.68,2.32,-5.47,-37.66,2.50,nan
1.68,2.30,-5.71,-40.35,2.50,nan
1.68,2.28,-6.02,-48.42,2.50,nan
1.68,2.26,-6.19,-43.04,2.50,nan
1.68,2.24,-6.45,-37.66,2.50,nan
1.68,2.22,-6.57,-45.73,2.50,nan
1.68,2.20,-6.76,-45.73,2.50,nan
1.68,2.18,-6.88,-37.66,2.50,nan
1.68,2.16,-7.00,-45.73,2.50,nan
1.68,2.14,-7.10,-48.42,2.50,nan
1.68,2.12,-7.19,-37.66,2.50,nan
1.68,2.10,-7.29,-45.73,2.52,nan
1.68,2.08,-7.34,-48.42,2.49,nan
1.68,2.06,-7.41,-37.66,2.51,nan
1.68,2.04,-7.46,-37.66,2.49,nan
1.68,2.02,-7.48,-45.73,2.50,nan
1.68,2.00,-7.53,-43.04,2.50,nan
1.68,1.98,-7.58,-43.04,2.52,nan
1.68,1.97,-7.60,-45.73,2.48,nan
1.68,1.94,-7.63,-34.97,2.51,nan
1.68,1.92,-7.65,-40.35,2.50,nan
1.68,1.91,-7.67,-43.04,2.48,nan
1.68,1.89,-7.67,-37.66,2.51,nan
1.68,1.87,-7.70,-37.66,2.67,nan
1.68,1.85,-7.72,-48.42,2.38,nan
1.68,1.83,-7.72,-43.04,2.46,nan
1.68,1.81,-7.72,-37.66,2.50,nan
1.68,1.79,-7.75,-48.42,2.49,nan
1.68,1.77,-7.75,-45.73,2.56,nan
1.68,1.75,-7.75,-34.97,2.50,nan
1.68,1.73,-7.75,-45.73,2.45,nan
1.68,1.71,-7.75,263.62,2.52,nan
1.68,1.70,-7.75,850.04,2.48,nan
1.68,1.68,-7.75,1172.84,2.57,nan
1.68,1.67,-7.72,1148.63,2.42,nan
1.68,1.67,-7.67,1049.10,2.49,nan
1.68,1.67,-7.53,780.10,2.50,nan
1.68,1.67,-7.29,430.40,2.54,nan
1.68,1.67,-7.10,196.37,2.86,nan
1.68,1.67,-6.62,-18.83,3.74,nan
1.68,1.68,-6.45,-51.11,1.19,nan
1.68,1.68,-6.14,-131.81,2.17,nan
1.68,1.68,-5.64,-164.09,2.50,nan
1.68,1.68,-5.25,-123.74,2.50,nan
1.68,1.68,-4.68,-61.87,2.50,nan
1.68,1.68,-4.27,-78.01,2.50,nan
1.68,1.68,-3.67,-16.14,2.50,nan
1.68,1.68,-3.29,2.69,2.51,nan
1.68,1.68,-2.73,-8.07,2.52,nan
1.68,1.68,-2.23,2.69,2.53,nan
1.68,1.68,-1.94,0.00,2.44,nan
1.68,1.68,-1.58,0.00,2.51,nan
1.68,1.68,-1.37,0.00,2.49,nan
1.68,1.68,-1.20,0.00,2.49,nan
1.68,1.68,-0.98,0.00,2.51,nan
1.68,1.68,-0.82,0.00,2.53,nan
1.68,1.68,-0.72,-18.83,2.48,nan
1.68,1.68,-0.60,0.00,2.52,nan
1.68,1.68,-0.53,0.00,2.54,nan
1.68,1.68,-0.43,0.00,2.45,nan
1.68,1.68,-0.38,0.00,2.51,nan
1.68,1.68,-0.31,0.00,2.51,nan
1.68,1.68,-0.29,0.00,2.49,nan
1.68,1.68,-0.24,0.00,2.48,nan
1.68,1.68,-0.22,-16.14,2.50,nan
2.72,1.68,-0.19,-8.07,2.52,nan
2.72,1.68,-0.14,1501.02,2.49,nan
2.72,1.69,-0.10,1296.58,2.49,nan
2.72,1.70,-0.05,909.22,2.49,nan
2.72,1.71,0.02,581.04,2.53,nan
2.72,1.73,0.19,373.91,2.46,nan
2.72,1.75,0.36,252.86,2.51,nan
2.72,1.77,0.65,169.47,2.52,nan
2.72,1.79,0.86,110.29,2.50,nan
2.72,1.80,1.27,86.08,2.48,nan
2.72,1.82,1.56,72.63,2.49,nan
2.72,1.84,2.04,53.80,2.50,nan
2.72,1.86,2.37,40.35,2.52,nan
2.72,1.88,2.90,45.73,2.47,nan
2.72,1.90,3.29,34.97,2.51,nan
2.72,1.92,3.86,32.28,2.58,nan
2.72,1.94,4.22,32.28,2.45,nan
2.72,1.96,4.72,34.97,2.47,nan
2.72,1.98,5.04,21.52,2.50,nan
2.72,2.00,5.44,26.90,2.51,nan
2.72,2.01,5.71,34.97,2.52,nan
2.72,2.03,6.02,26.90,2.48,nan
2.72,2.05,6.24,26.90,2.52,nan
2.72,2.07,6.47,32.28,2.48,nan
2.72,2.09,6.62,24.21,2.50,nan
