setpoint [rad], position [rad], velocity [rad/s], acceleration [rad/s^2], current [mA], delta_t [ms]
2.90, 2.90, 0.00, nan, 10.76, 2.50
2.90, 2.90, 0.00, nan, 0.00, 2.50
2.90, 2.90, 0.00, nan, -2.69, 2.50
2.90, 2.90, 0.00, nan, -2.69, 2.53
2.90, 2.90, 0.00, nan, -2.69, 2.46
2.90, 2.90, 0.00, nan, -2.69, 2.55
2.90, 2.90, 0.00, nan, -2.69, 2.50
2.90, 2.90, 0.00, nan, -2.69, 2.48
2.90, 2.90, 0.00, nan, -2.69, 2.46
2.90, 2.90, 0.00, nan, -2.69, 2.54
2.90, 2.90, 0.00, nan, -2.69, 2.46
2.90, 2.90, 0.00, nan, -2.69, 2.58
3.62, 2.90, 0.00, nan, -2.69, 2.43
3.62, 2.91, 0.00, nan, 1527.92, 2.50
3.62, 2.91, 0.00, nan, 1401.49, 2.50
3.62, 2.93, 0.05, nan, 906.53, 2.55
3.62, 2.94, 0.14, nan, 575.66, 2.52
3.62, 2.96, 0.24, nan, 379.29, 2.46
3.62, 2.97, 0.48, nan, 258.24, 2.48
3.62, 2.99, 0.65, nan, 172.16, 2.56
3.62, 3.01, 0.98, nan, 110.29, 2.43
3.62, 3.03, 1.25, nan, 86.08, 2.53
3.62, 3.05, 1.65, nan, 72.63, 2.50
3.62, 3.07, 1.97, nan, 53.80, 2.47
3.62, 3.09, 2.47, nan, 37.66, 2.50
3.62, 3.10, 2.81, nan, 40.35, 2.50
3.62, 3.12, 3.36, nan, 37.66, 2.50
3.62, 3.14, 3.72, nan, 24.21, 2.50
3.62, 3.16, 4.24, nan, 29.59, 2.55
3.62, 3.18, 4.58, nan, 34.97, 2.46
3.62, 3.20, 5.04, nan, 24.21, 2.50
3.62, 3.22, 5.30, nan, 29.59, 2.49
3.62, 3.24, 5.66, nan, 32.28, 2.50
3.62, 3.26, 5.88, nan, 26.90, 2.53
3.62, 3.28, 6.14, nan, 21.52, 2.47
3.62, 3.30, 6.31, nan, 32.28, 2.53
3.62, 3.32, 6.50, nan, 24.21, 2.48
3.62, 3.33, 6.62, nan, 18.83, 2.50
3.62, 3.35, 6.79, nan, 26.90, 2.50
3.62, 3.37, 6.88, nan, 29.59, 2.50
3.62, 3.39, 6.98, nan, 21.52, 2.50
3.62, 3.41, 7.05, nan, 26.90, 2.51
3.62, 3.43, 7.15, nan, 32.28, 2.50
3.62, 3.45, 7.19, nan, 21.52, 2.52
3.62, 3.47, 7.24, nan, 24.21, 2.47
3.62, 3.49, 7.29, nan, 32.28, 2.50
3.62, 3.51, 7.34, nan, 26.90, 2.50
3.62, 3.53, 7.36, nan, 24.21, 2.52
3.62, 3.55, 7.39, nan, 32.28, 2.47
3.62, 3.57, 7.41, nan, 2.69, 2.50
3.62, 3.59, 7.43, nan, -425.02, 2.49
3.62, 3.60, 7.46, nan, -928.05, 2.51
3.62, 3.62, 7.46, nan, -1154.01, 2.49
3.62, 3.62, 7.43, nan, -1151.32, 2.50
3.62, 3.63, 7.34, nan, -941.50, 2.58
3.62, 3.63, 7.24, nan, -661.74, 2.46
3.62, 3.63, 7.03, nan, -373.91, 2.46
3.62, 3.62, 6.83, nan, -166.78, 2.51
3.62, 3.62, 6.47, nan, -13.45, 2.49
3.62, 3.62, 6.19, nan, 83.39, 2.54
3.62, 3.62, 5.73, nan, 166.78, 2.46
3.62, 3.62, 5.37, nan, 134.50, 2.53
3.62, 3.62, 4.82, nan, 78.01, 2.47
3.62, 3.62, 4.44, nan, 94.15, 2.53
3.62, 3.62, 4.05, nan, 75.32, 2.47
3.62, 3.62, 3.48, nan, 51.11, 2.50
3.62, 3.62, 2.90, nan, -2.69, 2.51
3.62, 3.62, 2.57, nan, -40.35, 2.49
3.62, 3.62, 2.09, nan, -29.59, 2.54
3.62, 3.62, 1.82, nan, -18.83, 2.48
3.62, 3.62, 1.46, nan, -13.45, 2.47
3.62, 3.62, 1.27, nan, -8.07, 2.50
3.62, 3.62, 1.03, nan, -2.69, 2.52
3.62, 3.62, 0.91, nan, -2.69, 2.48
3.62, 3.62, 0.74, nan, -2.69, 2.50
3.62, 3.62, 0.67, nan, -2.69, 2.52
3.62, 3.62, 0.55, nan, -2.69, 2.50
3.62, 3.62, 0.50, nan, -2.69, 2.47
3.62, 3.62, 0.41, nan, -2.69, 2.50
3.62, 3.62, 0.38, nan, -2.69, 2.50
3.62, 3.62, 0.31, nan, -18.83, 2.54
3.62, 3.62, 0.26, nan, 0.00, 2.49
3.62, 3.62, 0.22, nan, 0.00, 2.46
3.62, 3.62, 0.19, nan, 0.00, 2.53
3.62, 3.62, 0.17, nan, 0.00, 2.51
3.62, 3.62, 0.14, nan, 0.00, 2.48
3.62, 3.62, 0.12, nan, 0.00, 2.48
3.62, 3.62, 0.10, nan, 0.00, 2.54
3.62, 3.62, 0.10, nan, 0.00, 2.45
3.62, 3.62, 0.07, nan, 0.00, 2.56
3.62, 3.62, 0.05, nan, 0.00, 2.47
3.62, 3.62, 0.05, nan, 0.00, 2.48
3.62, 3.62, 0.05, nan, 0.00, 2.51
3.62, 3.62, 0.02, nan, 0.00, 2.50
3.62, 3.62, 0.02, nan, 0.00, 2.50
3.62, 3.62, 0.02, nan, 0.00, 2.56
3.62, 3.62, 0.02, nan, 0.00, 2.47
3.62, 3.62, 0.02, nan, 0.00, 2.51
3.62, 3.62, 0.00, nan, 0.00, 2.47
3.62, 3.62, 0.00, nan, 0.00, 2.53
3.62, 3.62, 0.00, nan, 0.00, 2.46
3.62, 3.62, 0.00, nan, -8.07, 2.52
3.62, 3.62, 0.00, nan, 0.00, 2.47
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.51
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.54
3.62, 3.62, 0.00, nan, 0.00, 2.48
3.62, 3.62, 0.00, nan, 0.00, 2.47
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.53
3.62, 3.62, 0.00, nan, 0.00, 2.47
3.62, 3.62, 0.00, nan, 0.00, 2.54
3.62, 3.62, 0.00, nan, 0.00, 2.47
3.62, 3.62, 0.00, nan, 0.00, 2.51
3.62, 3.62, 0.00, nan, 0.00, 2.52
3.62, 3.62, 0.00, nan, 0.00, 2.46
3.62, 3.62, 0.00, nan, 0.00, 2.56
3.62, 3.62, 0.00, nan, 0.00, 2.47
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.46
3.62, 3.62, 0.00, nan, 0.00, 2.55
3.62, 3.62, 0.00, nan, 0.00, 2.55
3.62, 3.62, 0.00, nan, 0.00, 2.44
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.47
3.62, 3.62, 0.00, nan, 0.00, 2.51
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.52
3.62, 3.62, 0.00, nan, 0.00, 2.48
3.62, 3.62, 0.00, nan, 0.00, 2.56
3.62, 3.62, 0.00, nan, 0.00, 2.46
3.62, 3.62, 0.00, nan, 0.00, 2.48
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.51
3.62, 3.62, 0.00, nan, 0.00, 2.53
3.62, 3.62, 0.00, nan, 0.00, 2.53
3.62, 3.62, 0.00, nan, 0.00, 2.44
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.51
3.62, 3.62, 0.00, nan, 0.00, 2.51
3.62, 3.62, 0.00, nan, 0.00, 2.52
3.62, 3.62, 0.00, nan, 0.00, 2.49
3.62, 3.62, 0.00, nan, 0.00, 2.48
3.62, 3.62, 0.00, nan, 0.00, 2.52
3.62, 3.62, 0.00, nan, 0.00, 2.47
3.62, 3.62, 0.00, nan, 0.00, 2.54
3.62, 3.62, 0.00, nan, 0.00, 2.48
3.62, 3.62, 0.00, nan, 0.00, 2.47
3.62, 3.62, 0.00, nan, 0.00, 2.51
3.62, 3.62, 0.00, nan, 0.00, 2.49
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.54
3.62, 3.62, 0.00, nan, 0.00, 2.47
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.52
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.47
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.53
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.47
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.52
3.62, 3.62, 0.00, nan, 0.00, 2.48
3.62, 3.62, 0.00, nan, 0.00, 2.54
3.62, 3.62, 0.00, nan, 0.00, 2.48
3.62, 3.62, 0.00, nan, 0.00, 2.46
3.62, 3.62, 0.00, nan, 0.00, 2.53
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.48
3.62, 3.62, 0.00, nan, 0.00, 2.52
3.62, 3.62, 0.00, nan, 0.00, 2.47
3.62, 3.62, 0.00, nan, 0.00, 2.51
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.49
3.62, 3.62, 0.00, nan, 0.00, 2.51
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.54
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.49
3.62, 3.62, 0.00, nan, 0.00, 2.47
3.62, 3.62, 0.00, nan, 0.00, 2.52
3.62, 3.62, 0.00, nan, 0.00, 2.47
3.62, 3.62, 0.00, nan, 0.00, 2.54
3.62, 3.62, 0.00, nan, 0.00, 2.49
3.62, 3.62, 0.00, nan, 0.00, 2.47
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.54
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.47
3.62, 3.62, 0.00, nan, 0.00, 2.53
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.56
3.62, 3.62, 0.00, nan, 0.00, 2.40
3.62, 3.62, 0.00, nan, 0.00, 2.55
3.62, 3.62, 0.00, nan, 0.00, 2.44
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.50
3.62, 3.62, 0.00, nan, 0.00, 2.53
3.62, 3.62, 0.00, nan, 0.00, 2.52
4.00, 3.62, 0.00, nan, 0.00, 2.45
4.00, 3.62, 0.00, nan, 1651.66, 2.53
4.00, 3.63, 0.00, nan, 1288.51, 2.50
4.00, 3.64, 0.05, nan, 925.36, 2.46
4.00, 3.66, 0.17, nan, 532.62, 2.52
4.00, 3.67, 0.26, nan, 381.98, 2.50
4.00, 3.69, 0.41, nan, 247.48, 2.47
4.00, 3.71, 0.70, nan, 158.71, 2.50
4.00, 3.72, 0.91, nan, 121.05, 2.50
4.00, 3.74, 1.29, nan, 94.15, 2.50
4.00, 3.76, 1.58, nan, 61.87, 2.50
4.00, 3.79, 2.04, nan, 59.18, 2.52
4.00, 3.80, 2.54, nan, 43.04, 2.48
4.00, 3.82, 2.90, nan, 40.35, 2.49
4.00, 3.84, 3.45, nan, 37.66, 2.55
4.00, 3.86, 3.81, nan, 37.66, 2.47
4.00, 3.88, 4.17, nan, 34.97, 2.48
4.00, 3.90, 4.68, nan, 24.21, 2.50
4.00, 3.92, 4.96, nan, 29.59, 2.50
4.00, 3.94, 5.37, nan, 37.66, 2.50
4.00, 3.95, 5.61, nan, -64.56, 2.50
4.00, 3.97, 5.92, nan, -656.36, 2.53
4.00, 3.99, 6.12, nan, -1065.24, 2.47
4.00, 4.00, 6.33, nan, -1205.12, 2.55
4.00, 4.01, 6.45, nan, -1032.96, 2.50
4.00, 4.01, 6.47, nan, -817.76, 2.45
4.00, 4.01, 6.43, nan, -505.72, 2.51
4.00, 4.01, 6.33, nan, -298.59, 2.51
4.00, 4.00, 6.19, nan, -96.84, 2.48
4.00, 4.00, 5.90, nan, 10.76, 2.53
4.00, 4.00, 5.66, nan, 118.36, 2.50
4.00, 4.00, 5.23, nan, 169.47, 2.53
4.00, 4.00, 4.92, nan, 115.67, 2.44
4.00, 4.00, 4.41, nan, 126.43, 2.53
4.00, 4.00, 4.05, nan, 78.01, 2.47
4.00, 4.00, 3.50, nan, 16.14, 2.56
4.00, 4.00, 3.14, nan, 0.00, 2.44
4.00, 4.00, 2.61, nan, -24.21, 2.51
4.00, 4.00, 2.13, nan, -26.90, 2.53
4.00, 4.00, 1.87, nan, -16.14, 2.45
4.00, 4.00, 1.51, nan, -8.07, 3.31
4.00, 4.00, 1.29, nan, -2.69, 1.74
4.00, 4.00, 1.13, nan, -2.69, 2.45
4.00, 4.00, 0.94, nan, -13.45, 2.51
4.00, 4.00, 0.82, nan, 0.00, 2.52
4.00, 4.00, 0.67, nan, 0.00, 2.49
4.00, 4.00, 0.60, nan, 0.00, 2.47
4.00, 4.00, 0.50, nan, 0.00, 2.50
4.00, 4.00, 0.46, nan, 0.00, 2.51
4.00, 4.00, 0.38, nan, 0.00, 2.49
4.00, 4.00, 0.34, nan, 0.00, 2.50
4.00, 4.00, 0.29, nan, 0.00, 2.50
4.00, 4.00, 0.24, nan, 0.00, 2.52
4.00, 4.00, 0.19, nan, 0.00, 2.49
4.00, 4.00, 0.17, nan, -2.69, 2.50
4.00, 4.00, 0.14, nan, 0.00, 2.48
4.00, 4.00, 0.12, nan, 0.00, 2.52
4.00, 4.00, 0.10, nan, -8.07, 2.50
4.00, 4.00, 0.10, nan, 0.00, 2.47
4.00, 4.00, 0.07, nan, 0.00, 2.50
4.00, 4.00, 0.07, nan, 0.00, 2.50
4.00, 4.00, 0.05, nan, 0.00, 2.50
4.00, 4.00, 0.05, nan, 0.00, 2.50
4.00, 4.00, 0.02, nan, 0.00, 2.50
4.00, 4.00, 0.02, nan, 0.00, 2.49
4.00, 4.00, 0.02, nan, 0.00, 2.56
4.00, 4.00, 0.02, nan, 0.00, 2.44
4.00, 4.00, 0.02, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.49
4.00, 4.00, 0.00, nan, 0.00, 2.54
4.00, 4.00, 0.00, nan, 0.00, 2.46
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.51
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.49
4.00, 4.00, 0.00, nan, -10.76, 2.51
4.00, 4.00, 0.00, nan, 0.00, 2.49
4.00, 4.00, 0.00, nan, 0.00, 2.51
4.00, 4.00, 0.00, nan, 0.00, 2.53
4.00, 4.00, 0.00, nan, 0.00, 2.49
4.00, 4.00, 0.00, nan, 0.00, 2.49
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 2.69, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.55
4.00, 4.00, 0.00, nan, 0.00, 2.42
4.00, 4.00, 0.00, nan, 0.00, 2.51
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.51
4.00, 4.00, 0.00, nan, 0.00, 2.48
4.00, 4.00, 0.00, nan, 0.00, 2.51
4.00, 4.00, 0.00, nan, 0.00, 2.52
4.00, 4.00, 0.00, nan, 0.00, 2.46
4.00, 4.00, 0.00, nan, -16.14, 2.51
4.00, 4.00, 0.00, nan, -2.69, 2.52
4.00, 4.00, 0.00, nan, 0.00, 2.52
4.00, 4.00, 0.00, nan, 0.00, 2.45
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.51
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.55
4.00, 4.00, 0.00, nan, 0.00, 2.48
4.00, 4.00, 0.00, nan, 0.00, 2.51
4.00, 4.00, 0.00, nan, 0.00, 2.45
4.00, 4.00, 0.00, nan, 0.00, 2.55
4.00, 4.00, 0.00, nan, 0.00, 2.45
4.00, 4.00, 0.00, nan, 0.00, 2.53
4.00, 4.00, 0.00, nan, 0.00, 2.46
4.00, 4.00, 0.00, nan, 0.00, 2.54
4.00, 4.00, 0.00, nan, 0.00, 2.46
4.00, 4.00, 0.00, nan, 0.00, 2.51
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.52
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.54
4.00, 4.00, 0.00, nan, 0.00, 2.44
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.53
4.00, 4.00, 0.00, nan, 0.00, 2.52
4.00, 4.00, 0.00, nan, 0.00, 2.45
4.00, 4.00, 0.00, nan, 0.00, 2.52
4.00, 4.00, 0.00, nan, 0.00, 2.47
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 8.07, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.54
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.48
4.00, 4.00, 0.00, nan, 0.00, 2.47
4.00, 4.00, 0.00, nan, 13.45, 2.51
4.00, 4.00, 0.00, nan, 0.00, 2.63
4.00, 4.00, 0.00, nan, 0.00, 2.39
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.48
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 10.76, 2.49
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.57
4.00, 4.00, 0.00, nan, 0.00, 2.43
4.00, 4.00, 0.00, nan, 0.00, 2.53
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.47
4.00, 4.00, 0.00, nan, 0.00, 2.56
4.00, 4.00, 0.00, nan, 0.00, 2.47
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.47
4.00, 4.00, 0.00, nan, 0.00, 2.51
4.00, 4.00, 0.00, nan, 0.00, 2.49
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.49
4.00, 4.00, 0.00, nan, 0.00, 2.51
4.00, 4.00, 0.00, nan, 0.00, 2.54
4.00, 4.00, 0.00, nan, 0.00, 2.48
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.47
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.55
4.00, 4.00, 0.00, nan, -16.14, 2.46
4.00, 4.00, 0.00, nan, -2.69, 2.52
4.00, 4.00, 0.00, nan, 24.21, 2.46
4.00, 4.00, 0.00, nan, -2.69, 2.50
4.00, 4.00, 0.00, nan, -2.69, 2.50
4.00, 4.00, 0.00, nan, -2.69, 2.55
4.00, 4.00, 0.00, nan, -2.69, 2.45
4.00, 4.00, 0.00, nan, -2.69, 2.52
4.00, 4.00, 0.00, nan, -2.69, 2.47
4.00, 4.00, 0.00, nan, -2.69, 2.52
4.00, 4.00, 0.00, nan, -2.69, 2.50
4.00, 4.00, 0.00, nan, -2.69, 2.50
4.00, 4.00, 0.00, nan, -2.69, 2.49
4.00, 4.00, 0.00, nan, -2.69, 2.50
4.00, 4.00, 0.00, nan, -2.69, 2.47
4.00, 4.00, 0.00, nan, -2.69, 2.55
4.00, 4.00, 0.00, nan, -2.69, 2.46
4.00, 4.00, 0.00, nan, -2.69, 2.48
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.57
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.47
4.00, 4.00, 0.00, nan, 0.00, 2.49
4.00, 4.00, 0.00, nan, 0.00, 2.48
4.00, 4.00, 0.00, nan, 0.00, 2.51
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.51
4.00, 4.00, 0.00, nan, 0.00, 2.46
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.56
4.00, 4.00, 0.00, nan, 0.00, 2.45
4.00, 4.00, 0.00, nan, 0.00, 2.52
4.00, 4.00, 0.00, nan, 0.00, 2.51
4.00, 4.00, 0.00, nan, 0.00, 2.50
4.00, 4.00, 0.00, nan, 0.00, 2.47
3.17, 4.00, 0.00, nan, 0.00, 2.54
3.17, 4.00, 0.00, nan, -1517.16, 2.48
3.17, 3.99, 0.00, nan, -1420.32, 2.50
3.17, 3.97, -0.05, nan, -936.12, 2.53
3.17, 3.96, -0.12, nan, -605.25, 2.44
3.17, 3.94, -0.26, nan, -400.81, 2.50
3.17, 3.93, -0.41, nan, -266.31, 2.50
3.17, 3.91, -0.70, nan, -174.85, 2.50
3.17, 3.89, -0.91, nan, -131.81, 2.50
3.17, 3.87, -1.29, nan, -107.60, 2.52
3.17, 3.85, -1.56, nan, -86.08, 2.52
3.17, 3.83, -2.04, nan, -67.25, 2.56
3.17, 3.81, -2.35, nan, -61.87, 2.45
3.17, 3.80, -2.88, nan, -61.87, 2.47
3.17, 3.78, -3.24, nan, -45.73, 2.51
3.17, 3.76, -3.81, nan, -45.73, 2.50
3.17, 3.74, -4.15, nan, -53.80, 2.51
3.17, 3.72, -4.65, nan, -43.04, 2.50
3.17, 3.70, -4.96, nan, -43.04, 2.47
3.17, 3.68, -5.37, nan, -48.42, 2.50
3.17, 3.66, -5.61, nan, -45.73, 2.51
3.17, 3.64, -5.92, nan, -37.66, 2.52
3.17, 3.62, -6.12, nan, -45.73, 2.48
3.17, 3.60, -6.35, nan, -37.66, 2.56
3.17, 3.58, -6.50, nan, -37.66, 2.46
3.17, 3.56, -6.67, nan, -37.66, 2.49
3.17, 3.54, -6.79, nan, -48.42, 2.50
3.17, 3.52, -6.93, nan, -32.28, 2.50
3.17, 3.51, -7.00, nan, -40.35, 2.52
3.17, 3.49, -7.10, nan, -51.11, 2.48
3.17, 3.47, -7.15, nan, -34.97, 2.52
3.17, 3.45, -7.22, nan, -37.66, 2.45
3.17, 3.43, -7.27, nan, -43.04, 2.51
3.17, 3.41, -7.31, nan, -45.73, 2.50
3.17, 3.39, -7.34, nan, -34.97, 2.50
3.17, 3.37, -7.39, nan, -45.73, 2.51
3.17, 3.35, -7.41, nan, -45.73, 2.50
3.17, 3.33, -7.43, nan, -37.66, 2.51
3.17, 3.31, -7.46, nan, -43.04, 2.50
3.17, 3.29, -7.46, nan, -45.73, 2.46
3.17, 3.27, -7.48, nan, -34.97, 2.54
3.17, 3.25, -7.48, nan, -37.66, 2.49
3.17, 3.24, -7.48, nan, -45.73, 2.50
3.17, 3.22, -7.51, nan, 88.77, 2.47
3.17, 3.20, -7.51, nan, 656.36, 2.50
3.17, 3.18, -7.51, nan, 1081.38, 2.50
3.17, 3.17, -7.48, nan, 1205.12, 2.56
3.17, 3.17, -7.43, nan, 1065.24, 2.46
3.17, 3.16, -7.34, nan, 788.17, 2.48
3.17, 3.16, -7.17, nan, 551.45, 2.53
3.17, 3.17, -6.98, nan, 282.45, 2.53
3.17, 3.17, -6.67, nan, 88.77, 2.44
3.17, 3.17, -6.40, nan, -24.21, 2.54
3.17, 3.17, -5.97, nan, -110.29, 2.47
3.17, 3.17, -5.64, nan, -142.57, 2.52
3.17, 3.17, -5.11, nan, -126.43, 2.50
3.17, 3.17, -4.72, nan, -107.60, 2.47
3.17, 3.18, -4.15, nan, -86.08, 2.50
3.17, 3.18, -3.76, nan, -51.11, 2.51
3.17, 3.17, -3.17, nan, 0.00, 2.50
3.17, 3.17, -2.81, nan, 13.45, 2.51
3.17, 3.17, -2.30, nan, 5.38, 2.49
3.17, 3.17, -2.01, nan, 0.00, 2.50
3.17, 3.17, -1.63, nan, 0.00, 2.50
3.17, 3.17, -1.41, nan, 0.00, 2.52
3.17, 3.17, -1.15, nan, 0.00, 2.50
3.17, 3.17, -1.01, nan, 0.00, 2.50
3.17, 3.17, -0.82, nan, 0.00, 2.50
3.17, 3.17, -0.72, nan, 0.00, 2.47
3.17, 3.17, -0.60, nan, 0.00, 2.50
3.17, 3.17, -0.53, nan, 0.00, 2.52
3.17, 3.17, -0.46, nan, 0.00, 2.49
3.17, 3.17, -0.41, nan, 0.00, 2.55
3.17, 3.17, -0.34, nan, 0.00, 2.45
3.17, 3.17, -0.29, nan, -8.07, 2.59
3.17, 3.17, -0.24, nan, 0.00, 2.39
3.17, 3.17, -0.22, nan, 0.00, 2.53
3.17, 3.17, -0.17, nan, 0.00, 2.50
3.17, 3.17, -0.14, nan, 0.00, 2.50
3.17, 3.17, -0.12, nan, 0.00, 2.47
3.17, 3.17, -0.12, nan, 0.00, 2.54
3.17, 3.17, -0.10, nan, 0.00, 2.49
3.17, 3.17, -0.07, nan, 0.00, 2.47
3.17, 3.17, -0.07, nan, 0.00, 2.51
3.17, 3.17, -0.05, nan, 0.00, 2.49
3.17, 3.17, -0.05, nan, 0.00, 2.54
3.17, 3.17, -0.05, nan, 0.00, 2.46
3.17, 3.17, -0.02, nan, 0.00, 2.53
3.17, 3.17, -0.02, nan, 0.00, 2.45
3.17, 3.17, -0.02, nan, 0.00, 2.53
3.17, 3.17, -0.02, nan, 0.00, 2.55
3.17, 3.17, 0.00, nan, -16.14, 2.53
3.17, 3.17, 0.00, nan, 0.00, 2.42
3.17, 3.17, 0.00, nan, 0.00, 2.50
3.17, 3.17, 0.00, nan, 0.00, 2.48
3.17, 3.17, 0.00, nan, 0.00, 2.55
3.17, 3.17, 0.00, nan, 0.00, 2.50
3.17, 3.17, 0.00, nan, 0.00, 2.45
3.17, 3.17, 0.00, nan, 0.00, 2.57
3.17, 3.17, 0.00, nan, 0.00, 2.43
3.17, 3.17, 0.00, nan, 0.00, 2.52
3.17, 3.17, 0.00, nan, 0.00, 2.58
3.17, 3.17, 0.00, nan, 0.00, 2.46
3.17, 3.17, 0.00, nan, 0.00, 2.45
