setpoint[rad],position[rad],velocity[rad/s],current[mA],delta_t[ms],acceleration[rad/s^2]
0.00,1.49,-7.70,-45.73,2.54,nan
2.87,1.47,-7.70,-37.66,2.46,nan
2.87,1.46,-7.70,2980.52,2.50,nan
2.87,1.45,-7.67,2794.91,2.50,nan
2.87,1.46,-7.58,1804.99,2.51,nan
2.87,1.47,-7.43,1129.80,2.46,nan
2.87,1.48,-7.10,710.16,2.53,nan
2.87,1.50,-6.81,454.61,2.49,nan
2.87,1.52,-6.24,290.52,2.48,nan
2.87,1.54,-5.78,190.99,2.52,nan
2.87,1.56,-4.99,137.19,2.57,nan
2.87,1.57,-4.41,110.29,2.44,nan
2.87,1.59,-3.48,83.39,2.50,nan
2.87,1.61,-2.78,59.18,2.45,nan
2.87,1.63,-1.73,59.18,2.54,nan
2.87,1.65,-0.96,59.18,2.51,nan
2.87,1.67,0.14,51.11,2.48,nan
2.87,1.68,0.86,43.04,2.50,nan
2.87,1.70,1.87,48.42,2.52,nan
2.87,1.72,2.47,48.42,2.48,nan
2.87,1.74,3.31,34.97,2.51,nan
2.87,1.76,3.79,40.35,2.51,nan
2.87,1.78,4.41,51.11,2.49,nan
2.87,1.80,4.77,40.35,2.48,nan
2.87,1.82,5.25,40.35,2.52,nan
2.87,1.84,5.54,48.42,2.50,nan
2.87,1.86,5.90,43.04,2.50,nan
2.87,1.87,6.09,34.97,2.50,nan
2.87,1.90,6.35,51.11,2.50,nan
2.87,1.91,6.50,51.11,2.47,nan
2.87,1.93,6.71,37.66,2.50,nan
2.87,1.95,6.81,40.35,2.51,nan
2.87,1.97,6.95,48.42,2.50,nan
2.87,1.99,7.03,43.04,2.48,nan
2.87,2.01,7.15,37.66,2.51,nan
2.87,2.03,7.19,40.35,2.52,nan
2.87,2.05,7.29,48.42,2.47,nan
2.87,2.07,7.31,37.66,2.51,nan
2.87,2.08,7.39,43.04,2.52,nan
2.87,2.10,7.41,45.73,2.49,nan
2.87,2.12,7.46,43.04,2.49,nan
2.87,2.14,7.48,34.97,2.50,nan
2.87,2.16,7.51,48.42,2.52,nan
2.87,2.18,7.53,45.73,2.48,nan
2.87,2.20,7.53,43.04,2.56,nan
2.87,2.22,7.55,48.42,2.48,nan
2.87,2.24,7.58,48.42,2.45,nan
2.87,2.26,7.58,40.35,2.50,nan
2.87,2.28,7.58,48.42,2.68,nan
2.87,2.29,7.60,48.42,2.32,nan
2.87,2.31,7.60,43.04,2.50,nan
2.87,2.33,7.60,34.97,2.51,nan
2.87,2.35,7.60,40.35,2.48,nan
2.87,2.37,7.63,48.42,2.49,nan
2.87,2.39,7.63,40.35,2.56,nan
2.87,2.41,7.63,37.66,2.46,nan
2.87,2.43,7.63,48.42,2.51,nan
2.87,2.45,7.63,40.35,2.46,nan
2.87,2.47,7.63,34.97,2.53,nan
0.71,2.49,7.63,45.73,2.49,nan
0.71,2.50,7.63,-3012.80,2.51,nan
0.71,2.50,7.60,-2800.29,2.47,nan
0.71,2.50,7.51,-1831.89,2.53,nan
0.71,2.49,7.36,-1127.11,2.57,nan
0.71,2.47,7.03,-710.16,2.41,nan
0.71,2.46,6.71,-451.92,2.51,nan
0.71,2.44,6.16,-306.66,2.48,nan
0.71,2.42,5.71,-207.13,2.52,nan
0.71,2.40,4.94,-134.50,2.54,nan
0.71,2.39,4.36,-102.22,2.45,nan
0.71,2.37,3.43,-88.77,2.51,nan
0.71,2.35,2.76,-75.32,2.58,nan
0.71,2.33,1.68,-59.18,2.41,nan
0.71,2.31,0.96,-53.80,2.51,nan
0.71,2.29,-0.14,-59.18,2.49,nan
0.71,2.27,-0.84,-43.04,2.52,nan
0.71,2.25,-1.85,-43.04,2.50,nan
0.71,2.24,-2.45,-51.11,2.47,nan
0.71,2.22,-3.24,-51.11,2.53,nan
0.71,2.19,-3.93,-43.04,2.74,nan
0.71,2.17,-4.34,-43.04,2.23,nan
0.71,2.16,-4.70,-51.11,2.49,nan
0.71,2.14,-5.18,-37.66,2.53,nan
0.71,2.12,-5.44,-43.04,2.50,nan
0.71,2.10,-5.80,-51.11,2.50,nan
0.71,2.08,-6.12,-37.66,2.53,nan
0.71,2.06,-6.28,-37.66,2.45,nan
0.71,2.04,-6.45,-48.42,2.51,nan
0.71,2.02,-6.64,-48.42,2.52,nan
0.71,2.00,-6.76,-40.35,2.49,nan
0.71,1.98,-6.91,-40.35,2.49,nan
0.71,1.97,-7.00,-51.11,2.55,nan
0.71,1.95,-7.10,-43.04,2.46,nan
0.71,1.93,-7.17,-40.35,2.49,nan
0.71,1.91,-7.24,-48.42,2.50,nan
0.71,1.89,-7.31,-45.73,2.52,nan
0.71,1.87,-7.36,-40.35,2.49,nan
0.71,1.85,-7.41,-43.04,2.50,nan
0.71,1.83,-7.46,-53.80,2.50,nan
0.71,1.81,-7.48,-40.35,2.50,nan
0.71,1.79,-7.51,-40.35,2.48,nan
0.71,1.78,-7.53,-48.42,2.50,nan
0.71,1.75,-7.58,-40.35,2.53,nan
0.71,1.74,-7.58,-37.66,2.49,nan
0.71,1.72,-7.60,-45.73,2.48,nan
0.71,1.70,-7.60,-48.42,2.51,nan
0.71,1.68,-7.63,-37.66,2.49,nan
0.71,1.66,-7.63,-40.35,2.51,nan
0.71,1.64,-7.65,-51.11,2.50,nan
0.71,1.62,-7.65,-45.73,2.49,nan
0.71,1.60,-7.67,-37.66,2.49,nan
0.71,1.59,-7.67,-43.04,2.52,nan
0.71,1.56,-7.67,-37.66,2.48,nan
0.71,1.55,-7.67,-37.66,2.50,nan
0.71,1.53,-7.67,-40.35,2.49,nan
0.71,1.51,-7.67,-48.42,2.50,nan
0.71,1.49,-7.67,-45.73,2.52,nan
0.71,1.47,-7.70,-43.04,2.46,nan
0.71,1.45,-7.70,-48.42,2.51,nan
0.71,1.42,-7.70,-48.42,3.68,nan
0.71,1.41,-7.70,-40.35,1.31,nan
0.71,1.40,-7.70,-40.35,2.51,nan
0.71,1.38,-7.70,-51.11,2.52,nan
0.71,1.36,-7.70,-37.66,2.48,nan
0.71,1.34,-7.70,-37.66,2.50,nan
0.71,1.32,-7.70,-48.42,2.50,nan
0.71,1.30,-7.70,-45.73,2.50,nan
0.71,1.28,-7.70,-37.66,2.50,nan
0.71,1.26,-7.70,-45.73,2.50,nan
0.71,1.24,-7.70,-48.42,2.50,nan
0.71,1.22,-7.70,-37.66,2.50,nan
0.71,1.20,-7.70,-40.35,2.50,nan
0.71,1.18,-7.70,-48.42,2.50,nan
0.71,1.16,-7.70,-43.04,2.50,nan
0.71,1.14,-7.70,-40.35,2.50,nan
0.71,1.13,-7.70,-48.42,2.54,nan
0.71,1.11,-7.70,-45.73,2.47,nan
0.71,1.09,-7.70,-40.35,2.53,nan
0.71,1.07,-7.70,-43.04,2.47,nan
0.71,1.05,-7.70,-51.11,2.50,nan
0.71,1.03,-7.70,-40.35,2.58,nan
0.71,1.01,-7.70,-43.04,2.40,nan
0.71,0.99,-7.70,-48.42,2.50,nan
4.67,0.97,-7.67,-45.73,2.54,nan
4.67,0.96,-7.67,3002.04,2.53,nan
4.67,0.95,-7.65,2781.46,2.48,nan
4.67,0.96,-7.55,1775.40,2.47,nan
4.67,0.97,-7.41,1105.59,2.51,nan
4.67,0.98,-7.10,691.33,2.50,nan
4.67,1.00,-6.79,433.09,2.47,nan
4.67,1.02,-6.21,279.76,2.53,nan
4.67,1.03,-5.76,199.06,2.51,nan
4.67,1.05,-4.99,145.26,2.47,nan
4.67,1.07,-4.41,104.91,2.53,nan
4.67,1.09,-3.48,78.01,2.50,nan
4.67,1.11,-2.81,69.94,2.52,nan
4.67,1.13,-1.75,67.25,2.48,nan
4.67,1.15,-1.01,48.42,2.46,nan
4.67,1.17,0.10,45.73,2.52,nan
4.67,1.18,0.82,53.80,2.51,nan
4.67,1.20,1.82,43.04,2.47,nan
4.67,1.22,2.42,37.66,2.50,nan
4.67,1.24,3.24,45.73,2.57,nan
4.67,1.26,3.72,48.42,2.47,nan
4.67,1.28,4.34,34.97,2.49,nan
4.67,1.30,4.70,40.35,2.49,nan
4.67,1.32,5.18,45.73,2.49,nan
4.67,1.34,5.47,43.04,2.52,nan
4.67,1.36,5.83,37.66,2.53,nan
4.67,1.38,6.02,43.04,2.44,nan
4.67,1.40,6.31,45.73,2.53,nan
4.67,1.41,6.45,34.97,2.48,nan
4.67,1.43,6.64,40.35,2.50,nan
4.67,1.45,6.76,48.42,2.50,nan
4.67,1.47,6.91,40.35,2.49,nan
4.67,1.49,7.00,37.66,2.50,nan
4.67,1.51,7.12,48.42,2.50,nan
4.67,1.53,7.17,43.04,2.52,nan
4.67,1.55,7.27,34.97,2.49,nan
4.67,1.57,7.31,43.04,2.49,nan
4.67,1.59,7.39,45.73,2.50,nan
4.67,1.60,7.41,34.97,2.50,nan
4.67,1.63,7.46,40.35,2.54,nan
4.67,1.64,7.48,48.42,2.50,nan
4.67,1.66,7.53,43.04,2.48,nan
4.67,1.68,7.55,34.97,2.49,nan
4.67,1.70,7.60,40.35,2.52,nan
4.67,1.72,7.60,45.73,2.48,nan
4.67,1.74,7.63,32.28,2.55,nan
4.67,1.76,7.65,40.35,2.43,nan
4.67,1.78,7.67,45.73,2.58,nan
4.67,1.80,7.67,40.35,2.44,nan
4.67,1.82,7.70,34.97,2.52,nan
4.67,1.84,7.70,48.42,2.50,nan
4.67,1.85,7.72,45.73,2.46,nan
4.67,1.87,7.72,34.97,2.53,nan
4.67,1.89,7.75,43.04,2.52,nan
4.67,1.91,7.75,45.73,2.44,nan
4.67,1.93,7.75,37.66,2.56,nan
4.67,1.95,7.75,40.35,2.48,nan
4.67,1.97,7.75,48.42,2.50,nan
4.67,1.99,7.75,43.04,2.55,nan
4.67,2.01,7.72,34.97,2.45,nan
4.67,2.03,7.72,43.04,2.49,nan
4.67,2.05,7.72,48.42,2.48,nan
4.67,2.06,7.72,34.97,2.50,nan
4.67,2.08,7.72,40.35,2.50,nan
4.67,2.10,7.72,51.11,2.50,nan
4.67,2.12,7.70,40.35,2.55,nan
4.67,2.14,7.70,34.97,2.49,nan
4.67,2.16,7.70,45.73,2.47,nan
4.67,2.18,7.70,45.73,2.50,nan
4.67,2.20,7.70,32.28,2.54,nan
4.67,2.22,7.67,40.35,2.46,nan
4.67,2.24,7.67,45.73,2.54,nan
4.67,2.26,7.67,40.35,2.48,nan
4.67,2.27,7.67,37.66,2.49,nan
4.67,2.29,7.67,45.73,2.51,nan
4.67,2.31,7.67,43.04,2.51,nan
4.67,2.33,7.65,32.28,2.49,nan
4.67,2.35,7.65,40.35,2.51,nan
4.67,2.37,7.65,48.42,2.47,nan
4.67,2.39,7.65,37.66,2.53,nan
4.67,2.41,7.65,37.66,2.47,nan
4.67,2.43,7.65,48.42,2.54,nan
4.67,2.45,7.65,40.35,2.50,nan
4.67,2.47,7.65,34.97,2.49,nan
0.74,2.48,7.65,43.04,2.50,nan
0.74,2.50,7.63,-3004.73,2.48,nan
0.74,2.50,7.60,-2797.60,2.50,nan
0.74,2.50,7.51,-1842.65,2.54,nan
0.74,2.49,7.36,-1135.18,2.49,nan
0.74,2.47,7.03,-712.85,2.50,nan
0.74,2.46,6.74,-454.61,2.54,nan
0.74,2.44,6.16,-309.35,2.45,nan
0.74,2.42,5.47,-182.92,2.62,nan
0.74,2.40,4.94,-137.19,2.37,nan
0.74,2.39,4.36,-102.22,2.49,nan
0.74,2.37,3.43,-86.08,2.50,nan
0.74,2.35,2.76,-72.63,2.52,nan
0.74,2.33,1.70,-56.49,2.47,nan
0.74,2.31,0.96,-51.11,2.51,nan
0.74,2.29,-0.12,-56.49,2.50,nan
0.74,2.27,-0.84,-45.73,2.52,nan
0.74,2.25,-1.85,-43.04,2.52,nan
0.74,2.23,-2.45,-51.11,2.46,nan
0.74,2.22,-3.26,-51.11,2.50,nan
0.74,2.19,-3.72,-40.35,2.52,nan
0.74,2.18,-4.36,-45.73,2.48,nan
0.74,2.16,-4.72,-51.11,2.50,nan
0.74,2.14,-5.18,-40.35,2.50,nan
0.74,2.12,-5.47,-43.04,2.52,nan
0.74,2.10,-5.83,-48.42,2.50,nan
0.74,2.08,-6.02,-45.73,2.47,nan
0.74,2.06,-6.28,-40.35,2.54,nan
0.74,2.04,-6.45,-48.42,2.46,nan
0.74,2.02,-6.64,-48.42,2.50,nan
0.74,2.00,-6.76,-40.35,2.51,nan
0.74,1.98,-6.91,-43.04,2.49,nan
0.74,1.97,-7.00,-51.11,2.49,nan
0.74,1.95,-7.10,-43.04,2.50,nan
0.74,1.93,-7.17,-40.35,2.50,nan
0.74,1.91,-7.24,-48.42,2.51,nan
0.74,1.89,-7.29,-45.73,2.52,nan
0.74,1.87,-7.36,-37.66,2.48,nan
0.74,1.85,-7.41,-43.04,2.49,nan
0.74,1.83,-7.46,-51.11,2.54,nan
0.74,1.81,-7.48,-40.35,2.48,nan
0.74,1.79,-7.51,-43.04,2.51,nan
0.74,1.78,-7.53,-51.11,2.46,nan
0.74,1.76,-7.55,-45.73,2.53,nan
0.74,1.74,-7.58,-40.35,2.48,nan
0.74,1.72,-7.60,-45.73,2.54,nan
0.74,1.70,-7.60,-48.42,2.47,nan
0.74,1.68,-7.63,-40.35,2.56,nan
0.74,1.66,-7.63,-43.04,2.44,nan
0.74,1.64,-7.65,-51.11,2.52,nan
0.74,1.62,-7.65,-40.35,2.50,nan
0.74,1.60,-7.67,-37.66,2.52,nan
0.74,1.58,-7.67,-48.42,2.48,nan
0.74,1.57,-7.67,-48.42,2.50,nan
0.74,1.55,-7.70,-37.66,2.49,nan
0.74,1.53,-7.70,-40.35,2.49,nan
0.74,1.51,-7.70,-53.80,2.49,nan
0.74,1.49,-7.70,-40.35,2.52,nan
0.74,1.47,-7.70,-43.04,2.47,nan
0.74,1.45,-7.70,-51.11,2.51,nan
0.74,1.43,-7.70,-48.42,2.50,nan
0.74,1.41,-7.70,-37.66,2.53,nan
0.74,1.40,-7.70,-43.04,2.49,nan
0.74,1.38,-7.70,-51.11,2.52,nan
0.74,1.36,-7.70,-37.66,2.48,nan
0.74,1.34,-7.70,-40.35,2.47,nan
0.74,1.32,-7.70,-48.42,2.50,nan
0.74,1.30,-7.70,-43.04,2.59,nan
0.74,1.28,-7.70,-37.66,2.46,nan
0.74,1.26,-7.70,-48.42,2.48,nan
0.74,1.24,-7.70,-48.42,2.47,nan
0.74,1.22,-7.70,-37.66,2.50,nan
0.74,1.20,-7.70,-43.04,2.51,nan
0.74,1.18,-7.70,-53.80,2.49,nan
0.74,1.16,-7.70,-40.35,2.49,nan
0.74,1.14,-7.70,-40.35,2.54,nan
0.74,1.12,-7.70,-48.42,2.50,nan
0.74,1.11,-7.70,-48.42,2.49,nan
0.74,1.09,-7.70,-40.35,2.51,nan
0.74,1.07,-7.70,-45.73,2.47,nan
0.74,1.05,-7.70,-45.73,2.49,nan
0.74,1.03,-7.70,-40.35,2.51,nan
0.74,1.01,-7.70,-40.35,2.49,nan
0.74,0.99,-7.70,-48.42,2.54,nan
3.22,0.97,-7.70,-45.73,2.47,nan
3.22,0.96,-7.70,3020.87,2.49,nan
3.22,0.95,-7.67,2805.67,2.50,nan
3.22,0.96,-7.58,1778.09,2.56,nan
3.22,0.97,-7.43,1110.97,2.46,nan
3.22,0.98,-7.10,691.33,2.46,nan
3.22,1.00,-6.79,438.47,2.54,nan
3.22,1.02,-6.24,279.76,2.47,nan
3.22,1.03,-5.78,196.37,2.50,nan
3.22,1.05,-4.99,145.26,2.50,nan
3.22,1.07,-4.41,104.91,2.50,nan
3.22,1.09,-3.48,72.63,2.50,nan
3.22,1.11,-2.81,67.25,2.53,nan
3.22,1.13,-1.75,64.56,2.49,nan
3.22,1.15,-1.01,51.11,2.46,nan
3.22,1.16,0.10,43.04,2.51,nan
3.22,1.18,0.82,51.11,2.50,nan
3.22,1.20,1.82,43.04,2.52,nan
3.22,1.22,2.42,34.97,2.50,nan
3.22,1.24,3.24,45.73,2.57,nan
3.22,1.26,3.72,48.42,2.45,nan
3.22,1.28,4.34,34.97,2.46,nan
3.22,1.30,4.70,37.66,2.50,nan
3.22,1.32,5.18,45.73,2.50,nan
3.22,1.34,5.47,43.04,2.52,nan
3.22,1.36,5.83,32.28,2.50,nan
3.22,1.38,6.02,40.35,2.48,nan
3.22,1.40,6.31,48.42,2.54,nan
3.22,1.41,6.45,34.97,2.46,nan
3.22,1.43,6.67,40.35,2.51,nan
3.22,1.45,6.76,45.73,2.50,nan
3.22,1.47,6.91,37.66,2.49,nan
3.22,1.49,7.00,32.28,2.52,nan
3.22,1.51,7.12,43.04,2.53,nan
3.22,1.53,7.17,43.04,2.49,nan
3.22,1.55,7.27,32.28,2.52,nan
3.22,1.57,7.31,40.35,2.44,nan
3.22,1.59,7.39,45.73,2.54,nan
3.22,1.60,7.41,37.66,2.46,nan
3.22,1.62,7.46,37.66,2.53,nan
3.22,1.64,7.48,45.73,2.50,nan
3.22,1.66,7.53,40.35,2.47,nan
3.22,1.68,7.55,34.97,2.53,nan
3.22,1.70,7.58,40.35,2.51,nan
3.22,1.72,7.60,45.73,2.49,nan
3.22,1.74,7.63,37.66,2.50,nan
3.22,1.76,7.65,37.66,2.47,nan
3.22,1.78,7.67,48.42,2.53,nan
3.22,1.80,7.67,40.35,2.50,nan
3.22,1.82,7.70,34.97,2.48,nan
3.22,1.83,7.70,40.35,2.51,nan
3.22,1.85,7.72,45.73,2.51,nan
3.22,1.87,7.72,32.28,2.49,nan
3.22,1.89,7.75,40.35,2.60,nan
3.22,1.91,7.75,45.73,2.39,nan
3.22,1.93,7.75,40.35,2.51,nan
3.22,1.95,7.75,37.66,2.50,nan
3.22,1.97,7.75,45.73,2.47,nan
3.22,1.99,7.75,43.04,2.52,nan
3.22,2.01,7.75,29.59,2.50,nan
3.22,2.02,7.75,40.35,2.53,nan
3.22,2.04,7.72,45.73,2.50,nan
3.22,2.06,7.72,37.66,2.45,nan
3.22,2.08,7.72,34.97,2.52,nan
3.22,2.10,7.72,45.73,2.50,nan
3.22,2.12,7.70,37.66,2.49,nan
3.22,2.14,7.70,34.97,2.51,nan
3.22,2.16,7.70,40.35,2.50,nan
3.22,2.18,7.70,34.97,2.96,nan
3.22,2.20,7.70,34.97,2.03,nan
3.22,2.22,7.70,37.66,2.50,nan
3.22,2.24,7.67,45.73,2.49,nan
3.22,2.26,7.67,40.35,2.49,nan
3.22,2.27,7.67,34.97,2.50,nan
3.22,2.29,7.67,40.35,2.52,nan
3.22,2.31,7.67,45.73,2.50,nan
3.22,2.33,7.67,32.28,2.50,nan
3.22,2.35,7.67,37.66,2.54,nan
3.22,2.37,7.67,45.73,2.44,nan
3.22,2.39,7.67,37.66,2.51,nan
3.22,2.41,7.65,32.28,2.55,nan
3.22,2.43,7.65,45.73,2.46,nan
3.22,2.45,7.65,40.35,2.49,nan
3.22,2.47,7.65,32.28,2.51,nan
4.81,2.48,7.65,40.35,2.46,nan
4.81,2.50,7.65,45.73,2.53,nan
4.81,2.52,7.65,37.66,2.47,nan
4.81,2.54,7.65,37.66,2.52,nan
4.81,2.56,7.63,45.73,2.53,nan
4.81,2.58,7.63,40.35,2.45,nan
4.81,2.60,7.63,34.97,2.51,nan
4.81,2.62,7.63,43.04,2.49,nan
4.81,2.64,7.63,45.73,2.52,nan
4.81,2.66,7.63,32.28,2.56,nan
4.81,2.67,7.63,34.97,2.40,nan
4.81,2.69,7.63,45.73,2.51,nan
4.81,2.71,7.60,40.35,2.51,nan
4.81,2.73,7.60,34.97,2.49,nan
4.81,2.75,7.60,43.04,2.51,nan
4.81,2.77,7.60,40.35,2.50,nan
4.81,2.79,7.60,32.28,2.50,nan
4.81,2.81,7.60,40.35,2.48,nan
4.81,2.83,7.60,48.42,2.49,nan
4.81,2.85,7.58,37.66,2.53,nan
4.81,2.87,7.58,37.66,2.48,nan
4.81,2.88,7.58,45.73,2.51,nan
4.81,2.91,7.58,40.35,2.48,nan
4.81,2.92,7.58,32.28,2.52,nan
4.81,2.94,7.55,40.35,2.47,nan
4.81,2.96,7.55,48.42,2.53,nan
4.81,2.98,7.55,34.97,2.49,nan
4.81,3.00,7.55,37.66,2.50,nan
4.81,3.02,7.55,45.73,2.54,nan
4.81,3.04,7.53,37.66,2.46,nan
4.81,3.06,7.53,34.97,2.50,nan
4.81,3.08,7.53,43.04,2.51,nan
4.81,3.09,7.53,43.04,2.49,nan
4.81,3.11,7.53,32.28,2.50,nan
4.81,3.13,7.53,40.35,2.50,nan
4.81,3.15,7.53,45.73,2.58,nan
4.81,3.17,7.51,37.66,2.44,nan
4.81,3.19,7.51,37.66,2.47,nan
4.81,3.21,7.51,43.04,2.52,nan
4.81,3.23,7.51,40.35,2.50,nan
4.81,3.24,7.51,32.28,2.48,nan
4.81,3.26,7.51,40.35,2.53,nan
4.81,3.28,7.51,48.42,2.47,nan
4.81,3.30,7.51,32.28,2.53,nan
4.81,3.32,7.51,37.66,2.51,nan
4.81,3.34,7.51,45.73,2.55,nan
4.81,3.36,7.51,37.66,2.48,nan
4.81,3.38,7.51,34.97,2.45,nan
4.81,3.40,7.51,40.35,2.51,nan
4.81,3.42,7.53,34.97,2.48,nan
4.81,3.44,7.53,32.28,2.50,nan
4.81,3.46,7.53,40.35,2.51,nan
4.81,3.48,7.53,43.04,2.47,nan
4.81,3.50,7.53,37.66,2.50,nan
4.81,3.51,7.53,37.66,2.51,nan
4.81,3.53,7.53,45.73,2.51,nan
4.81,3.55,7.53,43.04,2.49,nan
4.81,3.57,7.51,32.28,2.52,nan
4.81,3.59,7.51,40.35,2.48,nan
4.81,3.61,7.51,43.04,2.51,nan
4.81,3.63,7.51,37.66,2.47,nan
4.81,3.65,7.51,37.66,2.53,nan
4.81,3.67,7.51,43.04,2.53,nan
4.81,3.69,7.51,40.35,2.44,nan
4.81,3.70,7.51,34.97,2.52,nan
4.81,3.72,7.48,40.35,2.48,nan
4.81,3.74,7.48,45.73,2.55,nan
4.81,3.76,7.48,29.59,2.48,nan
4.81,3.78,7.48,40.35,2.47,nan
4.81,3.80,7.48,45.73,2.59,nan
4.81,3.82,7.48,37.66,2.44,nan
4.81,3.84,7.48,34.97,2.49,nan
4.81,3.86,7.48,43.04,2.50,nan
4.81,3.88,7.48,40.35,2.50,nan
4.81,3.90,7.48,29.59,2.48,nan
4.81,3.91,7.48,43.04,2.50,nan
4.81,3.93,7.48,48.42,2.52,nan
4.81,3.95,7.48,34.97,2.50,nan
4.81,3.97,7.48,37.66,2.49,nan
4.81,3.99,7.48,45.73,2.50,nan
4.81,4.01,7.48,40.35,2.48,nan
