time[s],setpoint[rad],position[rad],velocity[rad/s],current[mA],velocity_computed[rad/s],acceleration_computed[rad/s^2],velocity_integrated[rad/s] 
  0.465395,-0.09357,-0.02915,-0.240,-0303.97,nan,nan,nan
  0.466641,-0.09357,-0.03068,-0.264,-0562.21,nan,nan,nan
  0.468050,-0.07363,-0.02915,-0.312,-0505.72,nan,nan,nan
  0.469139,-0.07363,-0.03068,-0.360,-0298.59,nan,nan,nan
  0.470448,-0.07363,-0.02915,-0.384,-0164.09,nan,nan,nan
  0.471657,-0.07363,-0.02761,-0.384,-0096.84,nan,nan,nan
  0.473069,-0.09971,-0.02761,-0.408,-0083.39,nan,nan,nan
  0.474131,-0.09971,-0.02915,-0.408,-0137.19,nan,nan,nan
  0.475379,-0.09971,-0.02915,-0.384,-0282.45,nan,nan,nan
  0.476637,-0.09971,-0.03068,-0.384,-0381.98,nan,nan,nan
  0.478003,0.05983,-0.03221,-0.384,-0403.50,nan,nan,nan
  0.479129,0.05983,-0.03528,-0.360,00330.87,nan,nan,nan
  0.480418,0.05983,-0.03835,-0.360,00852.73,nan,nan,nan
  0.481655,0.05983,-0.04142,-0.384,01003.37,nan,nan,nan
  0.483225,0.05983,-0.04295,-0.408,00868.87,nan,nan,nan
  0.484139,0.05983,-0.04449,-0.408,00790.86,nan,nan,nan
  0.485420,0.09817,-0.04295,-0.432,00742.44,nan,nan,nan
  0.487711,0.09817,-0.03835,-0.480,01022.20,nan,nan,nan
  0.490445,0.07823,-0.02915,-0.480,00807.00,nan,nan,nan
  0.491785,0.07823,-0.02148,-0.480,00516.48,nan,nan,nan
  0.493148,-0.00920,-0.01381,-0.432,00244.79,nan,nan,nan
  0.494561,-0.00920,-0.00767,-0.384,-0309.35,nan,nan,nan
  0.495973,-0.00920,-0.00460,-0.336,-0632.15,nan,nan,nan
  0.496932,-0.00920,-0.00153,-0.288,-0761.27,nan,nan,nan
  0.498631,-0.09204,0.00307,-0.168,-0785.48,nan,nan,nan
